,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Dining room,Basement surface,Attic surface,Swimming pool,Double glazing,Available date,Office surface,Office,Thermic solar panels,Basement,Attic,Terrace,Subdivision permit,Professional space surface,Intercom,Property name,Conformity certification for fuel tanks,Extra information,Current monthly revenue,Secure access / alarm,Living room,Bedroom 5 surface,Armored door,Caretaker,Visio phone,Professional space,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Garden orientation,Terrace orientation,Heat pump,Photovoltaic solar panels,Common water heater,Agent's name,How many fireplaces?,Garden,E-level (overall energy performance),Number of annexes,Sauna,Monthly charges,Air conditioning,Jacuzzi,Internet,Type of building,Obligation to build,Isolated,Venue of the sale,Single session,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Terms of visit,Percentage rented,Maximum duration of annuity,Age of annuitants
10104161,10104161,house,house,499000,forsale,1470,m,hyperequipped,1980,good,gas,188,3,642,,true,,true,true,,2,1,,Waloon Brabant,After signing the deed,,1980,Good,,3,2,1,,,,,Hyper equipped,,3,,,,,1,1,2,No,642m²square meters,,,Yes,,,,,Yes,188 kWh/m²kilowatt hour per square meters,C,20220825006970,45 kg CO₂/m²,Not specified,,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 499,000499000 €","€ 1,5931593 €",No,"Rue des Anges, 14 A 1320- Beauvechain",,,Waloon Brabant,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,North East,,,,,,1,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,
10100248,10100248,house,house,650000,forsale,1315,m,hyperequipped,,justrenovated,fueloil,228,6,702,true,true,500,true,,,,3,,Waloon Brabant,After signing the deed,,,Just renovated,,3,,3,,,270m²square meters,36m²square meters,Hyper equipped,28m²square meters,6,17m²square meters,16m²square meters,13m²square meters,13m²square meters,4,,5,No,702m²square meters,,Connected,Yes,500m²square meters,60m²square meters,,,Yes,228 kWh/m²kilowatt hour per square meters,C,20210512003251,57 kg CO₂/m²,Not specified,,Fuel oil,,,,,,,"€ 650,000650000 €","€ 1,0981098 €",,Place Albert 1er 23 1300- Limal,,,Waloon Brabant,,16m²square meters,12m²square meters,,Yes,,,,Yes,,,,,19m²square meters,Yes,,"Yes, conform",,,,,12m²square meters,,,,Yes,,Yes,Yes,,,Yes,,,,,,Jean Raemdonck,,,228,1,,,,,,,,,,,,,,,,,,,,,,,
10153506,10153506,house,house,325000,forsale,1380,m,,,torenovate,gas,604,2,695,true,,300,,true,,1,2,,Waloon Brabant,Depending on the tenant,,,To renovate,,4,1,2,"Living area (residential, urban or rural)",,110m²square meters,13m²square meters,,12m²square meters,2,10m²square meters,8m²square meters,,,1,,1,No,695m²square meters,,Connected,Yes,300m²square meters,,,,Yes,604 kWh/m²kilowatt hour per square meters,G,20220712009156,Not specified,67927 kWh/year,,Gas,,,,,,,"€ 325,000325000 €",,,Avenue Louise 367 1050- Bruxelles,http://www.dgproperties.eu,,Waloon Brabant,Yes,,,,,,7m²square meters,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilon Damien,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
10141191,10141191,house,house,360000,forsale,1340,m,,,tobedoneup,gas,,3,648,,,500,,,,1,2,,Waloon Brabant,,,,To be done up,,3,1,2,Landscape,,135m²square meters,,,,3,,,,,1,,,,648m²square meters,,Connected,Yes,500m²square meters,,,,,Not specified,E,Not specified,Not specified,Not specified,,Gas,,,,,Non flood zone,,"€ 360,000360000 €","€ 1,0201020 €",No,,,,Waloon Brabant,Yes,,,,No,,,No,No,,,,,,,,,,,,,,No,,,No,No,Yes,No,No,No,No,,,No,No,No,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,
10044074,10044074,house,mixedusebuilding,295000,forsale,1480,m,notinstalled,,,gas,418,4,242,,true,,,true,,,,,Waloon Brabant,After signing the deed,,,,,,,,,,158m²square meters,48m²square meters,Not installed,,4,,,,,2,,,No,242m²square meters,,,,,,Yes,,,418 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 295,000295000 €","€ 3,6483648 €",Yes,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5294 - 87459960,Waloon Brabant,,,,,,,217m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863415,9863415,house,house,310000,forsale,1430,m,hyperequipped,,good,gas,421,4,1454,,true,,true,,,,3,,Waloon Brabant,After signing the deed,,,Good,10 m,3,,3,,,204m²square meters,35m²square meters,Hyper equipped,21m²square meters,4,17m²square meters,14m²square meters,16m²square meters,16m²square meters,1,,2,No,1454m²square meters,,,Yes,,,,,,421 kWh/m²kilowatt hour per square meters,E,20220310006066,77 kg CO₂/m²,86061 kWh/year,,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 310,000310000 €",€ 779779 €,,Chaussée de Mons 35 1430- Rebecq,http://www.casapoint.be,,Waloon Brabant,,52m²square meters,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Casapoint,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019482,10019482,house,house,320000,forsale,1480,m,installed,,good,fueloil,204,3,0,,,,,,,1,2,,Waloon Brabant,After signing the deed,,,Good,,,1,2,,,,,Installed,,3,,,,,1,,2,No,,,,,,,,,,204 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 320,000320000 €",€ 847847 €,No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5249 - 87459998,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9972239,9972239,house,house,337287,forsale,1480,m,installed,2023,,gas,150,3,757,,,,,,,,,,Waloon Brabant,After signing the deed,,2023,,,,,,,,132m²square meters,,Installed,,3,,,,,1,,2,No,757m²square meters,,,,,,,,,150 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 337,287337287 €",,No,Rue De Mons 46 1480- Tubize,http://www.treviconseil.be,3458 - 2446,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025681,10025681,house,house,339000,forsale,1315,m,,2021,,,,3,309,,,,,,,,2,,Waloon Brabant,After signing the deed,,2021,,,3,,2,,,110m²square meters,,,,3,13m²square meters,12m²square meters,10m²square meters,,,1,2,No,309m²square meters,,,,,,,,,Not specified,B,Not specified,Not specified,Not specified,No,,,,,,,,"€ 339,000339000 €",,No,Avenue des Combattants 211370- Jodoigne,http://www.bonnivers.be,42855 - 19434,Waloon Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
6902756,6902756,house,otherproperty,1500000,forsale,1370,m,,,,,,18,1800,,,,,,,,,,Waloon Brabant,,jodoigne centre,,,,4,,,"Living area (residential, urban or rural)",,840m²square meters,,,,18,,,,,,,,,1800m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 1,500,0001500000 €",,Yes,Rue Abbé Cuypers 3 1040- Etterbeek,http://degroo-realestate.be/,,Waloon Brabant,,,,,,,,,,,,,,,,,,,6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
10065205,10065205,house,apartmentblock,1890000,forsale,1420,m,hyperequipped,1990,asnew,gas,,13,0,,,,,,,6,6,,Waloon Brabant,Immediately,Brabant-wallon,1990,As new,,3,6,6,Isolated,,,,Hyper equipped,,13,22m²square meters,22m²square meters,22m²square meters,22m²square meters,,8,,No,,,,Yes,,,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 1,890,0001890000 €","€ 7,9257925 €",Yes,Drève Richelle 197 1410- Waterloo,http://www.immokeystone.be,4874752,Waloon Brabant,,,,No,Yes,August 3 2022 - 12:00 AM,,,,,,,,,,,,,,,,22m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008722,10008722,house,house,289500,forsale,1357,m,notinstalled,,,gas,,3,450,,,,,,,1,,1,Waloon Brabant,,,,,,3,1,,"Living area (residential, urban or rural)",,140m²square meters,,Not installed,,3,,,,,1,,2,No,450m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 289,500289500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Waloon Brabant,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9971481,9971481,house,house,395500,forsale,1360,m,notinstalled,,,gas,,4,555,,,,,true,,,2,1,Waloon Brabant,,,,,,4,,2,"Living area (residential, urban or rural)",,150m²square meters,,Not installed,,4,,,,,1,,2,No,555m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 395,500395500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Waloon Brabant,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,North East,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10152949,10152949,house,house,345000,forsale,1480,m,installed,,justrenovated,gas,300,3,0,,true,450,true,,,1,,,Waloon Brabant,After signing the deed,,,Just renovated,,3,1,,,,,37m²square meters,Installed,,3,,,,,2,,2,No,,,,,450m²square meters,70m²square meters,,,,300 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 345,000345000 €",,No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5454 - 87460014,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141063,10141063,house,house,349000,forsale,1357,m,usahyperequipped,2021,asnew,gas,100,3,506,true,,506,true,,,1,2,1,Waloon Brabant,After signing the deed,,2021,As new,,3,1,2,,,125m²square meters,30m²square meters,USA hyper equipped,10m²square meters,3,12m²square meters,12m²square meters,32m²square meters,,2,2,3,,506m²square meters,,Connected,Yes,506m²square meters,30m²square meters,,,Yes,100 kWh/m²kilowatt hour per square meters,B,20210329502768,Not specified,16471 kWh/year,,Gas,,,,,,,"€ 349,000349000 €",,No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4961320,Waloon Brabant,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158092,10158092,house,house,335000,forsale,1315,m,installed,2021,,gas,,3,309,true,,,true,,,,,1,Waloon Brabant,After signing the deed,,2021,,,3,,,"Living area (residential, urban or rural)",,,,Installed,,3,,,,,1,,2,,309m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 335,000335000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Waloon Brabant,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158102,10158102,house,house,325000,forsale,1315,m,installed,2021,,gas,,3,182,true,,,true,,,,,1,Waloon Brabant,After signing the deed,,2021,,,2,,,"Living area (residential, urban or rural)",,,,Installed,,3,,,,,1,,2,,182m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 325,000325000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Waloon Brabant,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158248,10158248,house,house,330000,forsale,1350,m,installed,2021,,gas,,3,572,,,,true,,,,1,1,Waloon Brabant,After signing the deed,,2021,,,3,,1,"Living area (residential, urban or rural)",,,,Installed,,3,,,,,1,,2,,572m²square meters,,,Yes,,,,,,Not specified,B,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 330,000330000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138960,10138960,house,house,325000,forsale,1480,m,,1957,torenovate,fueloil,,5,1200,,true,1100,,true,,1,3,,Waloon Brabant,After signing the deed,,1957,To renovate,16 m,3,1,3,,,1200m²square meters,27m²square meters,,13m²square meters,5,16m²square meters,16m²square meters,16m²square meters,15m²square meters,1,,2,,1200m²square meters,16 mmeters,,No,1100m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,,Recognized flood zone,,"€ 325,000325000 €","€ 1,2811281 €",No,,,,Waloon Brabant,Yes,55m²square meters,,,No,,11m²square meters,Yes,No,,,,,,,,,,,,,15m²square meters,No,,,Yes,No,Yes,Yes,No,No,No,West,,No,No,No,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,
10100609,10100609,house,house,135000,forsale,1357,m,,,torenovate,,643,2,0,true,,,true,,,1,1,,Waloon Brabant,After signing the deed,,,To renovate,,3,1,1,Countryside,Link to the virtual visit,205m²square meters,31m²square meters,,21m²square meters,2,12m²square meters,8m²square meters,,,,1,1,,,,,,,,,,,643 kWh/m²kilowatt hour per square meters,G,20220718015798,Not specified,66183 kWh/year,,,,,No,No,,"Living area (residential, urban or rural)","€ 135,000135000 €",,No,"Avenue des Commandants Borlée, 14 1370- Jodoigne",,,Waloon Brabant,,,,,Yes,,,,No,,Yes,Yes,No,,,,No,,,,,,,,,,,,,,,,North West,,,,,Margaux DECROISSON,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10035292,10035292,house,house,220000,forsale,1470,m,,,torenovate,fueloil,381,3,641,true,true,,,,,1,,,Waloon Brabant,After signing the deed,,,To renovate,,3,1,,Countryside,,,,,,3,,,,,1,,,,641m²square meters,,,,,,,,,381 kWh/m²kilowatt hour per square meters,E,20220525002189,Not specified,88629 kWh/year,,Fuel oil,,,,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 220,000Make an offer starting from220000 €",€ 580580 €,No,Rue Emmanuel Lutte 15 1470- GENAPPE,,,Waloon Brabant,,,,,,,,,,Yes,Yes,,No,,,,,,,,Yes,,,,,,,,,,,Yes,,,No,,,Jean VAN DROOGHENBROECK,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999764,9999764,house,house,225000,forsale,1370,m,,,,,515,1,110,,true,,,,,,1,,Waloon Brabant,After signing the deed,,,,,3,,1,,,107m²square meters,30m²square meters,,13m²square meters,1,30m²square meters,,,,1,,,No,110m²square meters,,,,,,,,,515 kWh/m²kilowatt hour per square meters,G,20210215025391,147 kg CO₂/m²,67008 kWh/year,No,,,,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 225,000Make an offer starting from225000 €",€ 178178 €,No,Rue de Tourinnes 14 1320- Beauvechain,http://www.lechoiximmobilier.be,68 - 1322,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030909,10030909,house,house,290000,forsale,1300,m,installed,1930,asnew,gas,242,3,0,true,,,,,,,,,Waloon Brabant,After signing the deed,,1930,As new,,2,,,,,100m²square meters,30m²square meters,Installed,11m²square meters,3,19m²square meters,14m²square meters,10m²square meters,,1,1,2,No,,,Connected,Yes,,,No,Yes,Yes,242 kWh/m²kilowatt hour per square meters,C,Not specified,47 kg CO₂/m²,26973 kWh/year,,Gas,,,,,Non flood zone,,"Make an offer starting from€ 290,000Make an offer starting from290000 €",,No,Rue du Chaurly 1 1490- Court-Saint-Etienne,,4850999,Waloon Brabant,,,,No,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082184,10082184,house,house,299000,forsale,1350,m,installed,,,fueloil,390,2,593,,,,true,,,1,2,,Waloon Brabant,,,,,,2,1,2,,,200m²square meters,45m²square meters,Installed,,2,17m²square meters,,,,2,,,No,593m²square meters,,,Yes,,,,,,390 kWh/m²kilowatt hour per square meters,E,20220629022136,98 kg CO₂/m²,51365 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 299,000Make an offer starting from299000 €",,Yes,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,42970 - 20228,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,1245,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10121510,10121510,house,house,299000,forsale,1480,m,,,good,gas,408,3,0,true,true,,true,,,1,1,,Waloon Brabant,After signing the deed,,,Good,,3,1,1,,,150m²square meters,30m²square meters,,22m²square meters,3,14m²square meters,16m²square meters,25m²square meters,,1,,2,,,,Connected,,,,,,Yes,408 kWh/m²kilowatt hour per square meters,E,20220821003174,Not specified,73281 kWh/year,,Gas,,,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 299,000Make an offer starting from299000 €",€ 716716 €,No,"Chaussée de Mons, 288/1 1480- Tubize",,,Waloon Brabant,,20m²square meters,,,Yes,,,,No,,Yes,Yes,No,,,,,,,,,,,,,,,Yes,,,,Yes,,,No,,,Freddy DRAMAIX,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
10143188,10143188,house,house,345000,forsale,1325,m,,,good,fueloil,319,2,920,true,true,,true,,,1,3,,Waloon Brabant,After signing the deed,,,Good,,3,1,3,,,175m²square meters,,,,2,17m²square meters,13m²square meters,,,1,,2,No,920m²square meters,,,,,,,,,319 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,32050 kWh/year,,Fuel oil,,,,,,,"€ 345,000345000 €",,No,Rue Emile Feron 153 1060- Saint-Gilles,http://www.binet.kwbelgium.com,4962200,Waloon Brabant,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092360,10092360,house,house,145000,forsale,1370,m,,,torenovate,gas,499,3,452,,,,,,,,,,Waloon Brabant,After signing the deed,,,To renovate,,,,,,,92m²square meters,,,,3,14m²square meters,10m²square meters,6m²square meters,,1,,,,452m²square meters,,,,,,,,,499 kWh/m²kilowatt hour per square meters,F,20220802011952,Not specified,57189 kWh/year,,Gas,,,,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 145,000Make an offer starting from145000 €",€ 392392 €,No,"avenue Hubert Jacobs, 18 1360- Perwez",,,Waloon Brabant,,,,,Yes,,,,No,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,No,,,Jean FOSSOUL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340515,9340515,house,house,315000,forsale,1480,m,installed,2021,asnew,gas,,5,170,,,100,true,,,,,,Waloon Brabant,At delivery,,2021,As new,8 m,3,,,,,160m²square meters,40m²square meters,Installed,10m²square meters,5,12m²square meters,12m²square meters,12m²square meters,15m²square meters,2,2,1,No,170m²square meters,,,,100m²square meters,21m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,80m²square meters,,,,,"€ 315,000315000 €",,No,Rue du Virginal 83 7090- Hennuyères,http://www.inmgroup.be,4274123,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131059,10131059,house,villa,470000,forsale,1367,m,,,,fueloil,202,5,1494,,,,true,,,2,,,Waloon Brabant,,Via rue du Wayaux,,,,4,2,,"Living area (residential, urban or rural)",,240m²square meters,62m²square meters,,10m²square meters,5,37m²square meters,20m²square meters,16m²square meters,16m²square meters,1,,2,,1494m²square meters,,Connected,,,,,,,202 kWh/m²kilowatt hour per square meters,C,2012113021074,51 kg CO₂/m²,Not specified,,Fuel oil,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 470,000470000 €","€ 1,4931493 €",,Rue des triches 10A 5380- Fernelmont,http://www.perfect.immo,,Waloon Brabant,,,,,,,,,,,,Yes,,,,Ramillies-Offus,,,,Yes,,14m²square meters,,,,,,Yes,,,,,South West,,,,,Samuel Collin,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10077348,10077348,house,house,375000,forsale,1357,m,installed,,tobedoneup,gas,,3,1700,,true,500,,true,,,,,Waloon Brabant,Immediately,,,To be done up,20 m,2,,,Countryside,,,100m²square meters,Installed,15m²square meters,3,50m²square meters,15m²square meters,15m²square meters,,1,1,2,Yes,1700m²square meters,10 mmeters,Connected,Yes,500m²square meters,,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",,No,,,,Waloon Brabant,,50m²square meters,,No,No,,18m²square meters,Yes,No,,,,,50m²square meters,No,,,,,No,,,No,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,North West,,No,No,No,,1,,,4,No,,No,No,Yes,,,,,,,,,,,,,,,,,,
9889522,9889522,house,house,220000,forsale,1430,m,hyperequipped,,good,gas,556,3,90,,true,,true,true,,,,,Waloon Brabant,After signing the deed,,,Good,,2,,,,,141m²square meters,29m²square meters,Hyper equipped,13m²square meters,3,16m²square meters,13m²square meters,9m²square meters,,1,,2,No,90m²square meters,,Connected,Yes,,20m²square meters,,,Yes,556 kWh/m²kilowatt hour per square meters,G,20160602001929,101 kg CO₂/m²,78489 kWh/year,,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 220,000220000 €",€ 384384 €,,Chaussée de Mons 35 1430- Rebecq,http://www.casapoint.be,,Waloon Brabant,Yes,11m²square meters,,,Yes,,13m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casapoint,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897566,9897566,house,house,225000,forsale,1330,m,notinstalled,,torenovate,fueloil,,3,330,,true,330,true,,,,,,Waloon Brabant,,,,To renovate,,,,,,,141m²square meters,20m²square meters,Not installed,,3,,,,,1,,1,No,330m²square meters,,,,330m²square meters,30m²square meters,,,,Not specified,G,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 225,000225000 €",,No,Grand'Route 168 1428- Lillois,http://www.njimmo.be,6208 - 568,Waloon Brabant,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924517,9924517,house,house,260000,forsale,1357,m,hyperequipped,,good,gas,407,3,220,,true,,true,,,,,,Waloon Brabant,,,,Good,,2,,,,,215m²square meters,30m²square meters,Hyper equipped,14m²square meters,3,20m²square meters,16m²square meters,24m²square meters,,1,1,2,,220m²square meters,,Connected,Yes,,20m²square meters,,,Yes,407 kWh/m²kilowatt hour per square meters,E,2014019011503,Not specified,83928 kWh/year,,Gas,,,,,,,"Make an offer starting from€ 260,000Make an offer starting from260000 €",€ 574574 €,No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4769124,Waloon Brabant,Yes,,,,,,,,,Yes,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077179,10077179,house,house,369000,forsale,1350,m,installed,,,fueloil,413,4,2925,,true,,,,,1,6,,Waloon Brabant,After signing the deed,,,,,4,1,6,,,,40m²square meters,Installed,8m²square meters,4,35m²square meters,16m²square meters,13m²square meters,13m²square meters,1,1,3,No,2925m²square meters,,,,,,,,,413 kWh/m²kilowatt hour per square meters,E,20220824013501,102 kg CO₂/m²,107901 kWh/year,No,Fuel oil,,,,,Non flood zone,,"€ 369,000369000 €","€ 1,0581058 €",No,Rue Albert Ier 105 4280- Hannut,,42944 - 20105,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,East,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10124018,10124018,house,villa,510000,forsale,1480,m,hyperequipped,1972,good,fueloil,422,3,1500,,true,,true,,,2,2,,Waloon Brabant,After signing the deed,,1972,Good,,4,2,2,,,240m²square meters,,Hyper equipped,,3,25m²square meters,18m²square meters,14m²square meters,,1,,2,No,1500m²square meters,,Connected,No,,,,,Yes,422 kWh/m²kilowatt hour per square meters,E,20220825022837,Not specified,85791 kWh/year,,Fuel oil,Yes,,,,Non flood zone,,"€ 510,000510000 €","€ 1,2491249 €",No,Rue de Bruxelles 27 1480- Tubize,http://www.immodeschamps.be,4935299,Waloon Brabant,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045159,10045159,house,house,149000,forsale,1370,m,notinstalled,,,gas,275,2,0,,,,,,,,,,Waloon Brabant,After signing the deed,,,,,2,,,,,55m²square meters,18m²square meters,Not installed,6m²square meters,2,9m²square meters,8m²square meters,,,1,,,No,,,,Yes,,,,,,275 kWh/m²kilowatt hour per square meters,D,20220731001837,50 kg CO₂/m²,19775 kWh/year,No,Gas,,,,,,,"€ 149,000149000 €",,No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,42888 - 20209,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921393,9921393,house,house,285000,forsale,1430,m,installed,,good,fueloil,,5,0,,true,,true,,,,,,Waloon Brabant,,,,Good,,,,,,,240m²square meters,44m²square meters,Installed,,5,,,,,1,,,No,,,,,,30m²square meters,,,,Not specified,E,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 285,000285000 €",€ 406406 €,No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5104 - 87459988,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
