,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Dining room,Basement surface,Attic surface,Swimming pool,Double glazing,Available date,Office surface,Office,Thermic solar panels,Basement,Attic,Terrace,Subdivision permit,Professional space surface,Intercom,Property name,Conformity certification for fuel tanks,Extra information,Current monthly revenue,Secure access / alarm,Living room,Bedroom 5 surface,Armored door,Caretaker,Visio phone,Professional space,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Garden orientation,Terrace orientation,Heat pump,Photovoltaic solar panels,Common water heater,Agent's name,How many fireplaces?,Garden,E-level (overall energy performance),Number of annexes,Sauna,Monthly charges,Air conditioning,Jacuzzi,Internet,Type of building,Obligation to build,Isolated,Venue of the sale,Single session,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Terms of visit,Percentage rented,Maximum duration of annuity,Age of annuitants
10139373,10139373,house,house,260000,forsale,1400,l,semiequipped,,good,gas,331,4,300,,true,,true,true,,,,,Waloon Brabant,After signing the deed,,,Good,,2,,,,,175m²square meters,30m²square meters,Semi equipped,,4,,,,,1,,1,No,300m²square meters,,,Yes,,20m²square meters,,,,331 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 260,000260000 €",,No,Av. Delleur 17 1170- Watermael Boitsfort,http://www.cre.be,6335 - 447,Waloon Brabant,,,,,Yes,,20m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984381,9984381,house,villa,390000,forsale,1315,l,,,asnew,fueloil,272,3,1800,,true,,true,,,1,2,,Waloon Brabant,After signing the deed,,,As new,,4,1,2,,Link to the virtual visit,180m²square meters,,,12m²square meters,3,16m²square meters,15m²square meters,14m²square meters,,1,,2,No,1800m²square meters,,,Yes,,,,,,272 kWh/m²kilowatt hour per square meters,D,2022 0622021828,Not specified,66860 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 390,000Make an offer starting from390000 €",,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009528 - 1030,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,West,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10023191,10023191,house,mixedusebuilding,400000,forsale,1300,l,notinstalled,1850,good,,,0,60,true,true,,,true,,,,,Waloon Brabant,After signing the deed,,1850,Good,,2,,,,,189m²square meters,,Not installed,,,,,,,,,1,No,60m²square meters,3.5 mmeters,,Yes,,,,,,Not specified,A++,Not specified,Not specified,Not specified,No,,,,,,,,"€ 400,000400000 €","€ 2,3102310 €",Yes,"Rue de l'Etoile, 15-17 1301- Bierges",http://www.ppr.be,1787 - 20090525,Waloon Brabant,,15m²square meters,35m²square meters,,Yes,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,"€ 1,5761576 €",,,,,,,,,,,,,,,,,,,,,
10113104,10113104,house,house,420000,forsale,1450,l,hyperequipped,,,gas,477,4,911,,true,800,true,,,1,,,Waloon Brabant,,,,,,4,1,,,,230m²square meters,,Hyper equipped,,4,,,,,,2,2,No,911m²square meters,,Not connected,No,800m²square meters,26m²square meters,,,,477 kWh/m²kilowatt hour per square meters,F,20151220006398,Not specified,Not specified,,Gas,,,,,,,"€ 420,000420000 €",,No,Rue du Bois des Pauvres 21450- Chastre,http://www.a-immo.be,AV260_GB,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,,,,33472,,,,,,,,,,,,,,,,,,,,,,,,
10113619,10113619,house,house,395000,forsale,1495,l,,1899,good,fueloil,381,4,1447,true,true,,true,,,,2,,Waloon Brabant,After signing the deed,Brabant Wallon,1899,Good,,4,,2,Urban,,180m²square meters,30m²square meters,,7m²square meters,4,37m²square meters,17m²square meters,16m²square meters,11m²square meters,2,,3,No,1447m²square meters,,Connected,No,,,No,,Yes,381 kWh/m²kilowatt hour per square meters,E,20220713005097,Not specified,87201 kWh/year,,Fuel oil,,,,,Possible flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 395,000Make an offer starting from395000 €",€ 384384 €,No,Rue de Nivelles 1 1440- Braine-le-Château,,4904638,Waloon Brabant,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944529,9944529,house,villa,459000,forsale,1370,l,,,tobedoneup,electric,449,3,1700,,,,,,,,,,Waloon Brabant,After signing the deed,,,To be done up,,4,,,,,155m²square meters,35m²square meters,,,3,20m²square meters,15m²square meters,8m²square meters,,,,,No,1700m²square meters,,,,,,,,,449 kWh/m²kilowatt hour per square meters,F,20220601002452,Not specified,95506 kWh/year,No,Electric,,,,,,,"€ 459,000459000 €","€ 1,5311531 €",No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009517 - 932,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,East,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9837195,9837195,house,villa,435000,forsale,1370,l,,,asnew,gas,260,4,2500,,,,true,,,1,5,,Waloon Brabant,After signing the deed,,,As new,,4,1,5,,Link to the virtual visit,140m²square meters,33m²square meters,,9m²square meters,4,18m²square meters,18m²square meters,13m²square meters,10m²square meters,1,1,2,No,2500m²square meters,,,Yes,,,,,,260 kWh/m²kilowatt hour per square meters,D,20220328024578,Not specified,52723 kWh/year,No,Gas,,,,,,,"€ 435,000435000 €","€ 1,3841384 €",No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009481 - 1016,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,South West,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9915406,9915406,house,exceptionalproperty,615000,forsale,1325,l,hyperequipped,2010,asnew,fueloil,,6,600,,,600,true,true,,,2,,Waloon Brabant,After signing the deed,,2010,As new,14 m,3,,2,Countryside,,230m²square meters,,Hyper equipped,252m²square meters,6,2302m²square meters,,,,2,2,2,No,600m²square meters,,Connected,No,600m²square meters,1002m²square meters,No,No,Yes,Not specified,B,Not specified,Not specified,Not specified,,Fuel oil,Yes,,Yes,,Non flood zone,Residential recreation area,"€ 615,000615000 €",€ 912912 €,No,,,,Waloon Brabant,Yes,,,No,Yes,,,Yes,No,,,,Yes,,No,,"Yes, conform",,,No,Yes,,No,No,No,Yes,Yes,Yes,No,No,Yes,No,South East,South East,No,No,No,,1,,,,No,,No,No,Yes,,,,,,,,,,,,,,,,,,
10027982,10027982,house,house,450000,forsale,1315,l,,,asnew,fueloil,308,4,1600,,true,,true,,,1,4,,Waloon Brabant,,,,As new,,3,1,4,,,250m²square meters,,,14m²square meters,4,30m²square meters,24m²square meters,18m²square meters,11m²square meters,1,1,3,No,1600m²square meters,,,Yes,,,,,,308 kWh/m²kilowatt hour per square meters,D,20220624024448,Not specified,98987 kWh/year,No,Fuel oil,,,,,,,"€ 450,000450000 €",€ 700700 €,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009557 - 1041,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9998836,9998836,house,villa,790000,forsale,1495,l,installed,1992,good,fueloil,,5,3700,true,true,,,true,,2,4,,Waloon Brabant,To be defined,,1992,Good,20 m,4,2,4,Countryside,,270m²square meters,,Installed,,5,,,,,2,2,3,,3700m²square meters,,Connected,Yes,,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,,,,,,,"€ 790,000790000 €",,No,,,,Waloon Brabant,Yes,,,No,Yes,,,Yes,No,Yes,Yes,,,,No,,,,,Yes,Yes,,No,No,No,Yes,Yes,Yes,No,No,No,No,,,No,No,No,,1,,,,No,,No,No,No,All kind,,,,,,,,,,,,,,,,,
9766607,9766607,house,house,225000,forsale,1360,l,,,torenovate,,649,3,750,,,,,,,,2,,Waloon Brabant,,,,To renovate,,4,,2,,,110m²square meters,,,,3,18m²square meters,13m²square meters,7m²square meters,,1,,1,No,750m²square meters,,,,,,,,,649 kWh/m²kilowatt hour per square meters,G,20211216022006,Not specified,95504 kWh/year,No,,,,,,,,"Make an offer starting from€ 225,000Make an offer starting from225000 €",€ 522522 €,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009416 - 1001,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124560,10124560,house,house,269000,forsale,1400,l,installed,,,electric,373,2,150,,,,true,,,,,,Waloon Brabant,,,,,,2,,,,,110m²square meters,5m²square meters,Installed,,2,,,,,1,,2,No,150m²square meters,5.4 mmeters,,,,,,,,373 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,47738 kWh/year,No,Electric,,,,,Non flood zone,,"Make an offer starting from€ 269,000Make an offer starting from269000 €",€ 348348 €,No,7 rue de Namur 1400- Nivelles,,3805 - 1996,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050856,10050856,house,house,275000,forsale,1360,l,semiequipped,,torenovate,,354,3,1872,,true,,,,,,,,Waloon Brabant,After signing the deed,,,To renovate,,3,,,,,175m²square meters,,Semi equipped,15m²square meters,3,17m²square meters,,,,1,1,2,No,1872m²square meters,,,Yes,,,,,,354 kWh/m²kilowatt hour per square meters,E,Not specified,1000 kg CO₂/m²,62162 kWh/year,No,,,,,,,,"€ 275,000275000 €",€ 661661 €,No,Place Albert 1er 9 5081- Saint-Denis-Bovesse,http://www.hexpertimmo.be,1753 - 202753,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,South West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10022441,10022441,house,house,297500,forsale,1420,l,,1875,,gas,373,2,414,,,300,true,,,,,,Waloon Brabant,,,1875,,,3,,,,,119m²square meters,28m²square meters,,,2,,,,,1,1,2,No,414m²square meters,,,,300m²square meters,25m²square meters,,,,373 kWh/m²kilowatt hour per square meters,E,20220714020046,Not specified,44380 kWh/year,No,Gas,,,,,,,"€ 297,500297500 €",€ 575575 €,No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,7434,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069181,10069181,house,house,235000,forsale,1300,l,installed,1875,good,gas,437,2,100,,true,,true,,,,,,Waloon Brabant,After signing the deed,,1875,Good,,2,,,"Living area (residential, urban or rural)",,,35m²square meters,Installed,,2,14m²square meters,35m²square meters,,,1,,2,No,100m²square meters,,Connected,Yes,,12m²square meters,,,,437 kWh/m²kilowatt hour per square meters,F,20220407011544,Not specified,Not specified,,Gas,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 235,000235000 €",€ 322322 €,No,Rue Adelin Colon 15 1300- Wavre,,,Waloon Brabant,,6m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,West,West,,,,ILG.immo,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10107169,10107169,house,house,495000,forsale,1370,l,hyperequipped,,asnew,pellet,199,3,1572,,,1475,,true,,,2,,Waloon Brabant,After signing the deed,,,As new,13 m,3,,2,Countryside,,,35m²square meters,Hyper equipped,20m²square meters,3,34m²square meters,26m²square meters,20m²square meters,,1,,2,,1572m²square meters,,,No,1475m²square meters,,,,,199 kWh/m²kilowatt hour per square meters,C,20211215003396,Not specified,43131 kWh/year,,Pellet,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €",€ 878878 €,No,,,,Waloon Brabant,,,,,Yes,,200m²square meters,Yes,No,,,,,,,,,,,,,,No,,,Yes,Yes,Yes,No,No,No,Yes,South West,,No,No,No,,1,,,1,,€ 3838 €,,,,,,,,,,,,,,,,,,,,,
10082030,10082030,house,villa,775000,forsale,1420,l,,1974,,gas,91,5,921,,,400,true,,,1,4,,Waloon Brabant,,,1974,,,4,1,4,"Living area (residential, urban or rural)",Link to the virtual visit,224m²square meters,47m²square meters,,,5,,,,,1,1,2,No,921m²square meters,,,,400m²square meters,35m²square meters,,,,91 kWh/m²kilowatt hour per square meters,B,20220603014206,Not specified,24663 kWh/year,No,Gas,,,,,,,"€ 775,000775000 €","€ 3,2423242 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,6997-2022,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,South West,,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929925,9929925,house,house,540000,forsale,1360,l,installed,1900,good,fueloil,370,4,5230,true,true,,true,true,,1,3,,Waloon Brabant,To be defined,,1900,Good,19 m,4,1,3,,,270m²square meters,,Installed,,4,,,,,1,1,2,,5230m²square meters,19 mmeters,Not connected,No,,,No,No,Yes,370 kWh/m²kilowatt hour per square meters,E,202110729010072,Not specified,108391 kWh/year,,Fuel oil,,210m²square meters,,,,,"Make an offer starting from€ 540,000Make an offer starting from540000 €","€ 1,2801280 €",No,Chaussée de Tirlemont 90 5030- Gembloux,http://www.immoviridis.be,4634327,Waloon Brabant,,,,No,Yes,April 30 2023 - 12:00 AM,,Yes,,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133729,10133729,house,house,299000,forsale,1350,l,,,torenovate,fueloil,515,3,1916,,true,,,true,,1,6,,Waloon Brabant,After signing the deed,,,To renovate,,4,1,6,,,140m²square meters,30m²square meters,,,3,18m²square meters,16m²square meters,11m²square meters,,1,,1,No,1916m²square meters,,,Yes,,,,,,515 kWh/m²kilowatt hour per square meters,G,20220910001509,129 kg CO₂/m²,86108 kWh/year,No,Fuel oil,,,,,,,"€ 299,000299000 €",,No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,43005 - 20236,Waloon Brabant,,,,,,,6m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10039051,10039051,house,house,297500,forsale,1420,l,installed,1967,,fueloil,460,3,500,,,275,true,,,1,1,,Waloon Brabant,,,1967,,,3,1,1,"Living area (residential, urban or rural)",Link to the virtual visit,168m²square meters,30m²square meters,Installed,,3,,,,,1,,2,No,500m²square meters,,,,275m²square meters,5m²square meters,,,,460 kWh/m²kilowatt hour per square meters,F,20220603018055,Not specified,51876 kWh/year,No,Fuel oil,,,,,,,"€ 297,500297500 €","€ 1,3211321 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,73861-2022,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,East,,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137569,10137569,house,villa,650000,forsale,1310,l,usahyperequipped,2000,asnew,gas,,4,623,true,,,,,,1,3,,Waloon Brabant,After signing the deed,,2000,As new,,4,1,3,"Living area (residential, urban or rural)",,180m²square meters,19m²square meters,USA hyper equipped,15m²square meters,4,15m²square meters,14m²square meters,11m²square meters,19m²square meters,1,1,,,623m²square meters,,Connected,Yes,,,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 650,000650000 €",,No,,,,Waloon Brabant,Yes,,,No,Yes,,,No,No,,Yes,,,,No,,,,,Yes,,,No,No,No,No,Yes,Yes,No,No,No,No,,,No,No,No,,1,,,,No,,No,No,Yes,Villa,,,,,,,,,,,,,,,,,
10039660,10039660,house,villa,450000,forsale,1410,l,installed,1989,,gas,215,3,1109,,,500,true,,,2,2,,Waloon Brabant,,,1989,,,4,2,2,Countryside,Link to the virtual visit,120m²square meters,30m²square meters,Installed,,3,,,,,1,,2,No,1109m²square meters,,,,500m²square meters,10m²square meters,,,,215 kWh/m²kilowatt hour per square meters,C,20200302007767,Not specified,29966 kWh/year,No,Gas,,,,,,,"€ 450,000450000 €","€ 2,2632263 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,5885-2022-WOO,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,South West,South West,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
9990139,9990139,house,villa,450000,forsale,1420,l,installed,1930,,gas,451,3,640,,,100,true,,,2,,,Waloon Brabant,,,1930,,,4,2,,,Link to the virtual visit,240m²square meters,62m²square meters,Installed,,3,,,,,1,1,2,No,640m²square meters,,,,100m²square meters,25m²square meters,,,,451 kWh/m²kilowatt hour per square meters,F,20220223025637,Not specified,109282 kWh/year,No,Gas,,,,,,,"€ 450,000450000 €","€ 1,1671167 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,701189-2022-1,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,South West,,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039659,10039659,house,villa,450000,forsale,1420,l,installed,1989,,gas,215,3,1109,,,500,true,,,2,2,,Waloon Brabant,,,1989,,,4,2,2,Countryside,Link to the virtual visit,120m²square meters,30m²square meters,Installed,,3,,,,,1,,2,No,1109m²square meters,,,,500m²square meters,10m²square meters,,,,215 kWh/m²kilowatt hour per square meters,C,20200302007767,Not specified,29966 kWh/year,No,Gas,,,,,,,"€ 450,000450000 €","€ 2,2632263 €",No,"Avenue Napoléon, 1 1420- Braine-l'Alleud",http://www.immoclairiere.be,5885-2022-BRAINE,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,South West,,No,No,,Benoit Ingelrelst,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648437,9648437,house,farmhouse,1500000,forsale,1342,l,notinstalled,,,,586,3,11484,,,,,,,,,,Waloon Brabant,,,,,,,,,,,2300m²square meters,,Not installed,,3,,,,,,,,No,11484m²square meters,,,,,,,,,586 kWh/m²kilowatt hour per square meters,G,20211220008053,Not specified,202568 kWh/year,No,,,,,,,,"€ 1,500,0001500000 €","€ 1,6261626 €",No,"Quai de la Batte, 4 4500- Huy",http://www.comptoir-foncier.be,2976 - 1277,Waloon Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039371,10039371,house,house,469000,forsale,1341,l,usasemiequipped,1980,good,gas,,4,600,true,true,,,true,,1,3,,Waloon Brabant,,,1980,Good,12 m,3,1,3,,,228m²square meters,,USA semi equipped,11m²square meters,4,20m²square meters,12m²square meters,12m²square meters,228m²square meters,2,,,No,600m²square meters,15 mmeters,Connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 469,000469000 €",,No,,,,Waloon Brabant,,100m²square meters,34m²square meters,,No,August 1 2022 - 12:00 AM,10m²square meters,Yes,No,,,,,,,,,,,,,,No,,,Yes,No,,No,No,No,No,,,No,No,No,,1,,,,,,,,,All kind,,,,,,,,,,,,,,,,,
10156459,10156459,house,house,287500,forsale,1420,l,semiequipped,,,gas,,3,0,,,,,,,,,,Waloon Brabant,After signing the deed,,,,,2,,,,,97m²square meters,,Semi equipped,,3,,,,,1,,1,No,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 287,500287500 €",,No,Rue Charles Dupret 13 6000- Charleroi,http://www.immotoma.be,19471 - 6630,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926154,9926154,house,farmhouse,1250000,forsale,1325,l,,1950,good,fueloil,,4,6000,,true,,,true,,1,100,,Waloon Brabant,After signing the deed,Corroy-le-Grand,1950,Good,,4,1,100,"Living area (residential, urban or rural)",,900m²square meters,,,,4,15m²square meters,15m²square meters,15m²square meters,15m²square meters,,,5,,6000m²square meters,,Connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,,,,,Non flood zone,,"€ 1,250,0001250000 €","€ 1,0721072 €",,Rue Adelin Colon 15 1300- Wavre,,,Waloon Brabant,,,,,Yes,,,Yes,,Yes,,,,,,La Cense d'Almez,,,,Yes,,,,,,Yes,,Yes,,,Yes,,South West,,,,,ISABELLE LAHAYE-GOFFART,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10152302,10152302,house,house,595000,forsale,1370,l,installed,,,fueloil,200,6,1300,,true,,,,,2,8,,Waloon Brabant,After signing the deed,,,,,3,2,8,,,350m²square meters,18m²square meters,Installed,24m²square meters,6,18m²square meters,16m²square meters,16m²square meters,15m²square meters,2,,4,No,1300m²square meters,,,Yes,,,,,,200 kWh/m²kilowatt hour per square meters,C,20220425005199,48 kg CO₂/m²,71590 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 595,000Make an offer starting from595000 €","€ 1,3351335 €",No,"Avenue des Combattants, 21 1370- Jodoigne",http://www.bonnivers.be,43076 - 20245,Waloon Brabant,,50m²square meters,,,Yes,,,,,,,,,,,,,,,,,12m²square meters,,,,,,,,,,,South,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10099925,10099925,house,house,120000,forsale,1370,l,,,torenovate,fueloil,768,3,97,true,,,,,,,,,Waloon Brabant,After signing the deed,,,To renovate,,2,,,,Link to the virtual visit,80m²square meters,,,,3,,,,,1,,1,,97m²square meters,,,,,,,,,768 kWh/m²kilowatt hour per square meters,G,20220822015925,Not specified,78020 kWh/year,,Fuel oil,,,No,No,,"Living area (residential, urban or rural)","€ 120,000120000 €",€ 327327 €,No,"Avenue des Commandants Borlée, 14 1370- Jodoigne",,,Waloon Brabant,,,,,No,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,No,,,Emilie MAHY,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543424,9543424,house,house,190000,forsale,1457,l,installed,1895,torenovate,gas,709,2,210,,true,,,,,,1,,Waloon Brabant,After signing the deed,,1895,To renovate,,3,,1,,,110m²square meters,27m²square meters,Installed,,2,17m²square meters,10m²square meters,,,1,,1,,210m²square meters,,Connected,Yes,,,,,Yes,709 kWh/m²kilowatt hour per square meters,G,20210923018585,Not specified,Not specified,,Gas,,,,,,,"€ 190,000190000 €",€ 458458 €,,Rue Entrée Jacques 78/12 5030- Gembloux,http://www.homesweethomeimmo.be,,Waloon Brabant,,11m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,East,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10108084,10108084,house,house,295000,forsale,1390,l,notinstalled,,torenovate,fueloil,461,4,450,,true,,,true,,1,2,,Waloon Brabant,After signing the deed,,,To renovate,,4,1,2,,,,,Not installed,8m²square meters,4,16m²square meters,13m²square meters,13m²square meters,9m²square meters,,1,2,No,450m²square meters,,,Yes,,,,,,461 kWh/m²kilowatt hour per square meters,F,20210820003303,116 kg CO₂/m²,91595 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 295,000Make an offer starting from295000 €",€ 314314 €,No,Chaussée de Louvain 244 1300- Wavre,,43001 - 20127/WAD,Waloon Brabant,,,,,Yes,,8m²square meters,Yes,,Yes,,,,,,,"Yes, not conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095101,10095101,house,house,150000,forsale,1370,l,,,torenovate,gas,373,2,1080,,,,true,,,,1,,Waloon Brabant,After signing the deed,,,To renovate,,3,,1,,,135m²square meters,,,20m²square meters,2,25m²square meters,12m²square meters,,,,,1,No,1080m²square meters,,,,,,,,,373 kWh/m²kilowatt hour per square meters,E,20220802004957,Not specified,76138 kWh/year,No,Gas,,,,,,,"€ 150,000150000 €",€ 102102 €,No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009585 - 1049,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033656,10033656,house,house,200000,forsale,1480,l,installed,,good,gas,278,2,0,,true,,,,,,,,Waloon Brabant,After signing the deed,,,Good,,2,,,,,100m²square meters,30m²square meters,Installed,,2,,,,,,1,2,No,,,,Yes,,,,,,278 kWh/m²kilowatt hour per square meters,D,20220816002470,51 kg CO₂/m²,27819 kWh/year,No,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 200,000200000 €",€ 565565 €,No,Rue de Bruxelles 296/301 1480- Tubize,http://www.immobme.be,2711 - V2207,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932654,9932654,house,house,299000,forsale,1300,l,installed,1979,,gas,496,2,0,,true,132,,true,,1,1,,Waloon Brabant,After signing the deed,,1979,,,2,1,1,,,135m²square meters,25m²square meters,Installed,7m²square meters,2,14m²square meters,11m²square meters,,,1,,1,No,,,,Yes,132m²square meters,,,,,496 kWh/m²kilowatt hour per square meters,F,20220513006570,94 kg CO₂/m²,60266 kWh/year,No,Gas,,,,,,,"Make an offer starting from€ 299,000Make an offer starting from299000 €","€ 1,3181318 €",No,Chaussée de Louvain 244 1300- Wavre,,42571 - 20057/WAD,Waloon Brabant,,,,,Yes,,7m²square meters,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
