,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room,Kitchen type,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Planning permission obtained,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Neighbourhood or locality,Living room surface,Dining room,Kitchen surface,Shower rooms,Office surface,Office,Professional space surface,Basement,Attic,Furnished,Terrace surface,Double glazing,Garden orientation,As built plan,Secure access / alarm,Garden,Intercom,E-level (overall energy performance),Thermic solar panels,Visio phone,How many fireplaces?,Conformity certification for fuel tanks,Agent's name,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Dressing room,Laundry room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Heat pump,Photovoltaic solar panels,Common water heater,Value of the property,Current monthly revenue,Professional space,Terrace orientation,Jacuzzi,Sauna,Internet,Type of building,Obligation to build,Monthly charges,Air conditioning,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Number of annexes,Property name,Monthly rental price
10078035,10078035,house,mixedusebuilding,129000,forsale,4500,xl,notinstalled,1850,good,gas,343,2,59,,true,,,,,,,,Liege,After signing the deed,1850,Good,4.57 m,2,,,Urban,Link to the virtual visit,115m²square meters,,Not installed,2,9m²square meters,11m²square meters,,,,1,1,,,59m²square meters,,Connected,Yes,,,,,,,343 kWh/m²kilowatt hour per square meters,E,20190918013784,63 kg CO₂/m²,19991 kWh/year,Gas,,59m²square meters,,,,,Economic activity area,"€ 129,000129000 €","€ 1,1791179 €",Yes,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4894121,Liege,August 25 2022 - 12:00 AM,,9m²square meters,,12m²square meters,1,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070002,10070002,house,house,139500,forsale,4520,xl,notinstalled,1918,tobedoneup,gas,781,4,345,,true,275,true,,,,,,Liege,After signing the deed,1918,To be done up,5 m,4,,,Urban,,150m²square meters,,Not installed,4,22m²square meters,13m²square meters,12m²square meters,11m²square meters,,1,1,,,345m²square meters,6.5 mmeters,,Yes,275m²square meters,,,,Yes,,781 kWh/m²kilowatt hour per square meters,G,20170503002836,Not specified,88785 kWh/year,Gas,,,,,,,,"Make an offer starting from€ 139,500Make an offer starting from139500 €",€ 396396 €,No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,15922 - 111114688,Liege,,,28m²square meters,,9m²square meters,,,,,Yes,,No,25m²square meters,Yes,East,No,,,,88785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078050,10078050,house,house,165000,forsale,4101,xl,semiequipped,1938,tobedoneup,gas,487,2,235,,true,120,true,,,,,,Liege,After signing the deed,1938,To be done up,4.5 m,2,,,Urban,,100m²square meters,,Semi equipped,2,16m²square meters,14m²square meters,,,,1,1,,,235m²square meters,4.5 mmeters,Connected,Yes,120m²square meters,,No,No,Yes,No,487 kWh/m²kilowatt hour per square meters,F,20220802013258,89 kg CO₂/m²,49526 kWh/year,Gas,Yes,65m²square meters,,,,Non flood zone,,"€ 165,000165000 €",€ 456456 €,No,Grand rue 191 4870- Trooz,http://www.groupecadimmo.be,4892999,Liege,December 23 2022 - 12:00 AM,Grand Liège,16m²square meters,Yes,10m²square meters,1,,,,Yes,,No,24m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601088,9601088,house,farmhouse,149000,forsale,4560,xl,notinstalled,1880,torenovate,fueloil,471,5,581,true,true,,true,,,,2,,Liege,After signing the deed,1880,To renovate,13 m,3,,2,Isolated,,300m²square meters,,Not installed,5,23m²square meters,21m²square meters,13m²square meters,12m²square meters,11m²square meters,1,1,,,581m²square meters,24 mmeters,Not connected,No,,,,,,,471 kWh/m²kilowatt hour per square meters,F,20190807008638,116 kg CO₂/m²,159067 kWh/year,Fuel oil,,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 149,000149000 €",€ 620620 €,No,Grand rue 191 4870- Trooz,http://www.groupecadimmo.be,4567919,Liege,March 1 2022 - 12:00 AM,,39m²square meters,Yes,9m²square meters,1,,,,Yes,Yes,No,250m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075923,10075923,house,house,149000,forsale,4420,xl,semiequipped,1874,good,gas,433,2,107,true,true,37,,,,,,,Liege,After signing the deed,1874,Good,4.22 m,2,,,Urban,,87m²square meters,,Semi equipped,2,17m²square meters,11m²square meters,,,,1,1,16m²square meters,16m²square meters,107m²square meters,,Connected,Yes,37m²square meters,,,,,,433 kWh/m²kilowatt hour per square meters,F,20171214000339,32 kg CO₂/m²,42056 kWh/year,Gas,,57m²square meters,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 149,000Make an offer starting from149000 €",€ 277277 €,No,Rue de l'Yser 425 4430- Ans,http://www.labelimmo.be,4845624,Liege,August 23 2022 - 12:00 AM,,23m²square meters,,11m²square meters,,,,,,,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019077,10019077,house,house,149000,forsale,4800,xl,notinstalled,1850,torenovate,gas,433,3,476,true,true,224,true,true,,,1,,Liege,After signing the deed,1850,To renovate,16 m,4,,1,Isolated,Link to the virtual visit,117m²square meters,,Not installed,3,14m²square meters,12m²square meters,8m²square meters,,,2,2,,,476m²square meters,29 mmeters,Connected,Yes,224m²square meters,,No,No,Yes,No,433 kWh/m²kilowatt hour per square meters,F,20220622003632,80 kg CO₂/m²,54521 kWh/year,Gas,,92m²square meters,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 149,000Make an offer starting from149000 €",€ 244244 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4807383,Liege,October 1 2022 - 12:00 AM,Basse Meuse,19m²square meters,Yes,13m²square meters,2,8m²square meters,Yes,19m²square meters,Yes,Yes,No,92m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977119,9977119,house,house,149000,forsale,4040,xl,notinstalled,1919,torenovate,gas,765,4,222,true,true,147,true,true,,1,,,Liege,After signing the deed,1919,To renovate,6 m,3,1,,Isolated,Link to the virtual visit,134m²square meters,,Not installed,4,28m²square meters,13m²square meters,12m²square meters,9m²square meters,,2,2,,,222m²square meters,6 mmeters,Connected,Yes,147m²square meters,,No,No,Yes,No,765 kWh/m²kilowatt hour per square meters,G,20210612003663,139 kg CO₂/m²,72501 kWh/year,Gas,,70m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 149,000Make an offer starting from149000 €",€ 495495 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4759014,Liege,August 1 2022 - 12:00 AM,Liège environs,33m²square meters,Yes,12m²square meters,2,9m²square meters,Yes,,Yes,Yes,No,36m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036307,10036307,house,house,169000,forsale,4020,xl,notinstalled,1958,good,gas,504,3,168,,true,66,true,true,,,1,,Liege,After signing the deed,1958,Good,6 m,2,,1,Urban,Link to the virtual visit,97m²square meters,,Not installed,3,13m²square meters,9m²square meters,6m²square meters,,,1,1,,,168m²square meters,6 mmeters,Connected,Yes,66m²square meters,,No,No,Yes,No,504 kWh/m²kilowatt hour per square meters,F,20220727008931,92 kg CO₂/m²,49509 kWh/year,Gas,Yes,62m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 169,000Make an offer starting from169000 €",€ 555555 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4846610,Liege,August 31 2022 - 12:00 AM,,13m²square meters,Yes,17m²square meters,1,6m²square meters,Yes,,Yes,,No,29m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846452,9846452,house,house,169000,forsale,4100,xl,semiequipped,1918,good,fueloil,508,3,122,,,,true,true,,,,,Liege,Depending on the tenant,1918,Good,7 m,3,,,Isolated,Link to the virtual visit,134m²square meters,,Semi equipped,3,17m²square meters,17m²square meters,16m²square meters,,,1,1,,,122m²square meters,7 mmeters,Connected,No,,,No,No,Yes,No,508 kWh/m²kilowatt hour per square meters,F,202202007616,127 kg CO₂/m²,80599 kWh/year,Fuel oil,,108m²square meters,No,No,No,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,"Living area (residential, urban or rural)","Make an offer starting from€ 169,000Make an offer starting from169000 €",€ 734734 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4706546,Liege,June 30 2022 - 12:00 AM,,32m²square meters,,12m²square meters,1,,Yes,,,,No,100m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819963,9819963,house,house,189000,forsale,4100,xl,installed,1918,good,gas,234,4,420,true,,335,true,true,,,,,Liege,After signing the deed,1918,Good,5 m,2,,,Urban,Link to the virtual visit,120m²square meters,,Installed,4,19m²square meters,15m²square meters,11m²square meters,17m²square meters,,1,1,,,420m²square meters,5 mmeters,Connected,Yes,335m²square meters,,No,No,Yes,No,234 kWh/m²kilowatt hour per square meters,C,20220311009462,43 kg CO₂/m²,39457 kWh/year,Gas,,58m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 189,000Make an offer starting from189000 €",€ 535535 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4682951,Liege,July 21 2022 - 12:00 AM,Liège environs,30m²square meters,,13m²square meters,1,11m²square meters,Yes,,,Yes,No,36m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028451,10028451,house,house,189000,forsale,4420,xl,semiequipped,1954,tobedoneup,fueloil,546,5,324,,true,280,true,true,,1,,,Liege,After signing the deed,1954,To be done up,8 m,2,1,,Urban,Link to the virtual visit,195m²square meters,,Semi equipped,5,18m²square meters,10m²square meters,10m²square meters,10m²square meters,9m²square meters,1,2,,,324m²square meters,8 mmeters,Connected,No,280m²square meters,,No,No,Yes,No,546 kWh/m²kilowatt hour per square meters,G,20220510012150,135 kg CO₂/m²,96603 kWh/year,Fuel oil,Yes,79m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 189,000Make an offer starting from189000 €","€ 1,0751075 €",No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4838428,Liege,September 30 2022 - 12:00 AM,Liège environs,28m²square meters,Yes,15m²square meters,1,9m²square meters,Yes,,Yes,,No,40m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069057,10069057,house,house,194000,forsale,4000,xl,installed,1948,good,gas,358,3,90,true,true,30,true,true,,,,,Liege,To be defined,1948,Good,5 m,2,,,Urban,Link to the virtual visit,88m²square meters,,Installed,3,17m²square meters,16m²square meters,12m²square meters,,,1,1,,,90m²square meters,5 mmeters,Connected,Yes,30m²square meters,,No,No,Yes,No,358 kWh/m²kilowatt hour per square meters,E,20220805004529,66 kg CO₂/m²,38065 kWh/year,Gas,,43m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 194,000Make an offer starting from194000 €",€ 560560 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4845632,Liege,July 1 2023 - 12:00 AM,Liège environs,29m²square meters,,9m²square meters,1,12m²square meters,Yes,,Yes,Yes,No,4m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768237,9768237,house,house,199000,forsale,4682,xl,semiequipped,1963,good,fueloil,460,3,652,,,536,true,true,,1,1,,Liege,Depending on the tenant,1963,Good,8 m,4,1,1,Isolated,Link to the virtual visit,111m²square meters,,Semi equipped,3,15m²square meters,10m²square meters,8m²square meters,,,1,2,,,652m²square meters,8 mmeters,Connected,Yes,536m²square meters,,No,No,Yes,No,460 kWh/m²kilowatt hour per square meters,F,20220211002418,114 kg CO₂/m²,70019 kWh/year,Fuel oil,Yes,88m²square meters,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 199,000Make an offer starting from199000 €",€ 892892 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4633594,Liege,March 1 2022 - 12:00 AM,Oupeye,22m²square meters,Yes,5m²square meters,1,8m²square meters,Yes,,,,Yes,63m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101773,10101773,house,house,220000,forsale,4040,xl,usahyperequipped,1951,justrenovated,fueloil,338,2,143,,true,,true,true,,,1,,Liege,To be defined,1951,Just renovated,7 m,2,,1,Isolated,Link to the virtual visit,90m²square meters,,USA hyper equipped,2,19m²square meters,10m²square meters,,,,1,1,,,143m²square meters,7 mmeters,Connected,No,,,No,No,Yes,No,338 kWh/m²kilowatt hour per square meters,D,20191003001474,7 kg CO₂/m²,26998 kWh/year,Fuel oil,Yes,90m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 220,000Make an offer starting from220000 €",€ 686686 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4894934,Liege,November 30 2022 - 12:00 AM,Liège environs,28m²square meters,,16m²square meters,1,10m²square meters,Yes,,Yes,,No,22m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098942,10098942,house,mixedusebuilding,210000,forsale,4101,xl,notinstalled,1874,torenovate,gas,168,3,1020,,true,64,true,,,,,,Liege,After signing the deed,1874,To renovate,3.82 m,2,,,Urban,Link to the virtual visit,135m²square meters,,Not installed,3,27m²square meters,10m²square meters,9m²square meters,,,2,2,36m²square meters,,1020m²square meters,,Connected,Yes,64m²square meters,Yes,,,,,168 kWh/m²kilowatt hour per square meters,B,20220714024184,31 kg CO₂/m²,24322 kWh/year,Gas,Yes,36m²square meters,,,,,Mixed living area (accommodation &amp; economic activities),"€ 210,000210000 €","€ 1,2171217 €",Yes,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4903518,Liege,July 28 2022 - 12:00 AM,,38m²square meters,,,,,,36m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737379,9737379,house,mixedusebuilding,199000,forsale,4020,xl,usasemiequipped,1918,good,fueloil,333,2,305,,true,100,true,,,,1,,Liege,After signing the deed,1918,Good,7 m,3,,1,Urban,Link to the virtual visit,191m²square meters,,USA semi equipped,2,16m²square meters,16m²square meters,,,,1,2,,,305m²square meters,9 mmeters,Connected,Yes,100m²square meters,,No,No,Yes,No,333 kWh/m²kilowatt hour per square meters,D,20201023007468,82 kg CO₂/m²,45069 kWh/year,Fuel oil,Yes,95m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 199,000Make an offer starting from199000 €","€ 1,0281028 €",Yes,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4615004,Liege,January 31 2022 - 12:00 AM,,30m²square meters,,12m²square meters,1,,,83m²square meters,Yes,,No,56m²square meters,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071796,10071796,house,house,239000,forsale,4400,xl,installed,1952,good,pellet,738,3,309,,true,195,true,,,1,,,Liege,After signing the deed,1952,Good,9.6 m,4,1,,Urban,Link to the virtual visit,92m²square meters,,Installed,3,9m²square meters,13m²square meters,13m²square meters,,,1,2,64m²square meters,,309m²square meters,,Connected,No,195m²square meters,Yes,,,,,738 kWh/m²kilowatt hour per square meters,G,20220609010113,1285 kg CO₂/m²,74070 kWh/year,Pellet,,82m²square meters,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 239,000Make an offer starting from239000 €",€ 633633 €,No,Rue de l'Yser 425 4430- Ans,http://www.labelimmo.be,4890908,Liege,,,26m²square meters,,10m²square meters,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941464,9941464,house,house,229000,forsale,4020,xl,semiequipped,1919,tobedoneup,gas,504,4,417,true,true,251,true,true,,1,,,Liege,To be defined,1919,To be done up,9 m,2,1,,"Living area (residential, urban or rural)",Link to the virtual visit,159m²square meters,,Semi equipped,4,18m²square meters,17m²square meters,14m²square meters,13m²square meters,,2,2,,,417m²square meters,9 mmeters,Connected,Yes,251m²square meters,,No,No,Yes,No,504 kWh/m²kilowatt hour per square meters,F,20220515005453,126 kg CO₂/m²,65826 kWh/year,Gas,,190m²square meters,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 229,000Make an offer starting from229000 €",€ 743743 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4746929,Liege,March 1 2023 - 12:00 AM,,37m²square meters,,17m²square meters,2,,Yes,,Yes,Yes,No,48m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9613290,9613290,house,house,249000,forsale,4000,xl,notinstalled,1831,tobedoneup,fueloil,290,6,910,true,true,653,true,true,,,,,Liege,After signing the deed,1831,To be done up,11 m,2,,,Urban,Link to the virtual visit,252m²square meters,,Not installed,6,20m²square meters,20m²square meters,18m²square meters,15m²square meters,13m²square meters,2,3,,,910m²square meters,11 mmeters,Connected,No,653m²square meters,,No,No,,No,290 kWh/m²kilowatt hour per square meters,D,20211105016788,72 kg CO₂/m²,91854 kWh/year,Fuel oil,,143m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 984984 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4536589,Liege,November 1 2021 - 12:00 AM,Liège environs,21m²square meters,Yes,21m²square meters,1,15m²square meters,Yes,,Yes,Yes,No,49m²square meters,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813825,9813825,house,house,229000,forsale,4030,xl,semiequipped,1939,good,gas,286,4,242,true,true,164,true,true,,,,,Liege,To be defined,1939,Good,7 m,2,,,"Living area (residential, urban or rural)",Link to the virtual visit,150m²square meters,,Semi equipped,4,23m²square meters,15m²square meters,15m²square meters,14m²square meters,,1,2,,,242m²square meters,7 mmeters,Connected,Yes,164m²square meters,,No,No,Yes,No,286 kWh/m²kilowatt hour per square meters,D,20220317004846,56 kg CO₂/m²,51500 kWh/year,Gas,,79m²square meters,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 229,000Make an offer starting from229000 €",€ 830830 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4679084,Liege,June 1 2022 - 12:00 AM,Liège environs,15m²square meters,Yes,12m²square meters,1,5m²square meters,Yes,,Yes,Yes,Yes,46m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943915,9943915,house,house,249000,forsale,4020,xl,notinstalled,1930,tobedoneup,gas,305,4,155,,true,,true,true,,,,,Liege,Depending on the tenant,1930,To be done up,7 m,2,,,Urban,Link to the virtual visit,235m²square meters,,Not installed,4,17m²square meters,17m²square meters,15m²square meters,12m²square meters,,4,4,,,155m²square meters,7 mmeters,Not connected,Yes,,,No,No,Yes,No,305 kWh/m²kilowatt hour per square meters,D,20200525009229,57 kg CO₂/m²,15369 kWh/year,Gas,,122m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 986986 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4735009,Liege,December 30 2022 - 12:00 AM,,17m²square meters,Yes,13m²square meters,4,,Yes,113m²square meters,Yes,,No,40m²square meters,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086107,10086107,house,townhouse,249000,forsale,4040,xl,installed,1970,good,fueloil,265,3,320,,true,156,true,true,,2,1,,Liege,After signing the deed,1970,Good,7 m,3,2,1,"Living area (residential, urban or rural)",Link to the virtual visit,116m²square meters,,Installed,3,17m²square meters,16m²square meters,11m²square meters,,,1,2,,,320m²square meters,10 mmeters,Connected,Yes,156m²square meters,,No,No,Yes,No,265 kWh/m²kilowatt hour per square meters,D,20220823013727,66 kg CO₂/m²,32777 kWh/year,Fuel oil,Yes,87m²square meters,Yes,No,No,Possible flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €","€ 1,2221222 €",No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4870128,Liege,September 30 2022 - 12:00 AM,Liège environs,32m²square meters,Yes,11m²square meters,1,11m²square meters,Yes,,Yes,,No,6m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101243,10101243,house,house,249000,forsale,4420,xl,installed,1920,tobedoneup,gas,594,5,140,,true,30,,,,,,,Liege,After signing the deed,1920,To be done up,5.7 m,2,,,Urban,Link to the virtual visit,160m²square meters,,Installed,5,9m²square meters,16m²square meters,13m²square meters,17m²square meters,15m²square meters,3,3,40m²square meters,,140m²square meters,,Connected,Yes,30m²square meters,,No,No,,No,594 kWh/m²kilowatt hour per square meters,G,20150515002369,109 kg CO₂/m²,120469 kWh/year,Gas,,50m²square meters,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 594594 €,No,Rue de l'Yser 425 4430- Ans,http://www.labelimmo.be,4896220,Liege,September 6 2022 - 12:00 AM,,32m²square meters,,9m²square meters,,,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117547,10117547,house,house,249000,forsale,4420,xl,installed,1979,good,gas,441,4,404,true,true,765,true,true,,1,,,Liege,After signing the deed,1979,Good,11 m,3,1,,Isolated,Link to the virtual visit,172m²square meters,,Installed,4,34m²square meters,18m²square meters,18m²square meters,13m²square meters,,1,2,,,404m²square meters,11 mmeters,Connected,Yes,765m²square meters,,No,No,Yes,No,441 kWh/m²kilowatt hour per square meters,F,20211029009121,79 kg CO₂/m²,74606 kWh/year,Gas,,120m²square meters,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 743743 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4932933,Liege,December 1 2021 - 12:00 AM,,34m²square meters,Yes,17m²square meters,1,13m²square meters,Yes,,Yes,Yes,Yes,57m²square meters,Yes,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080195,10080195,house,house,255000,forsale,4630,xl,installed,1918,good,fueloil,436,3,300,true,true,220,true,,,1,2,,Liege,After signing the deed,1918,Good,12 m,3,1,2,Countryside,,234m²square meters,,Installed,3,15m²square meters,11m²square meters,10m²square meters,,,1,1,47m²square meters,36m²square meters,300m²square meters,,Connected,No,220m²square meters,Yes,,,,,436 kWh/m²kilowatt hour per square meters,F,20210204014109,107 kg CO₂/m²,102160 kWh/year,Fuel oil,,75m²square meters,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 255,000Make an offer starting from255000 €",€ 654654 €,No,Rue de l'Yser 425 4430- Ans,http://www.labelimmo.be,4895364,Liege,July 4 2022 - 12:00 AM,,33m²square meters,,17m²square meters,1,,,,,,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769883,9769883,house,apartmentblock,259000,forsale,4040,xl,semiequipped,1938,good,gas,163,7,140,,true,,true,,,,,,Liege,After signing the deed,1938,Good,6 m,2,,,,,215m²square meters,,Semi equipped,7,,,,,,4,4,,,140m²square meters,6 mmeters,,,,,,,,,163 kWh/m²kilowatt hour per square meters,B,20210419019564,30 kg CO₂/m²,10505 kWh/year,Gas,,,,,,,,"€ 259,000259000 €","€ 1,0731073 €",Yes,Rue Arnold Delsupexhe 103 4040- Herstal,https://demir-immo.be,559268 - 76102070,Liege,,,25m²square meters,,,,,,,Yes,,No,20m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130670,10130670,house,apartmentblock,255000,forsale,4841,xl,usainstalled,1850,good,fueloil,403,5,432,true,true,339,,true,,,,,Liege,After signing the deed,1850,Good,7 m,3,,,Isolated,Link to the virtual visit,230m²square meters,,USA installed,5,15m²square meters,15m²square meters,26m²square meters,12m²square meters,13m²square meters,2,2,,,432m²square meters,7 mmeters,Connected,No,339m²square meters,,No,No,Yes,No,403 kWh/m²kilowatt hour per square meters,E,20220908028590,101 kg CO₂/m²,28418 kWh/year,Fuel oil,,93m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 255,000Make an offer starting from255000 €",€ 593593 €,Yes,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4934898,Liege,December 26 2022 - 12:00 AM,Liège environs,12m²square meters,Yes,11m²square meters,2,,Yes,73m²square meters,Yes,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130669,10130669,house,house,255000,forsale,4841,xl,usainstalled,1850,good,fueloil,403,5,432,true,true,339,,true,,,,,Liege,After signing the deed,1850,Good,7 m,3,,,Isolated,Link to the virtual visit,230m²square meters,,USA installed,5,15m²square meters,15m²square meters,26m²square meters,12m²square meters,13m²square meters,2,2,,,432m²square meters,7 mmeters,Connected,No,339m²square meters,,No,No,Yes,No,403 kWh/m²kilowatt hour per square meters,E,20220908028590,101 kg CO₂/m²,28418 kWh/year,Fuel oil,Yes,93m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 255,000Make an offer starting from255000 €",€ 593593 €,No,Rue de la Wallonie 2A 4680- Oupeye,http://www.nigel-immo.be,4894846,Liege,December 26 2022 - 12:00 AM,Liège environs,12m²square meters,Yes,11m²square meters,2,12m²square meters,Yes,73m²square meters,Yes,Yes,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
