,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room,Kitchen type,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Planning permission obtained,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Neighbourhood or locality,Living room surface,Dining room,Kitchen surface,Shower rooms,Office surface,Office,Professional space surface,Basement,Attic,Furnished,Terrace surface,Double glazing,Garden orientation,As built plan,Secure access / alarm,Garden,Intercom,E-level (overall energy performance),Thermic solar panels,Visio phone,How many fireplaces?,Conformity certification for fuel tanks,Agent's name,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Dressing room,Laundry room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Heat pump,Photovoltaic solar panels,Common water heater,Value of the property,Current monthly revenue,Professional space,Terrace orientation,Jacuzzi,Sauna,Internet,Type of building,Obligation to build,Monthly charges,Air conditioning,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Number of annexes,Property name,Monthly rental price
10076180,10076180,house,house,154000,forsale,4820,m,installed,,good,,290,4,90,,true,,,,,,,,Liege,After signing the deed,,Good,5.5 m,2,,,Urban,,170m²square meters,,Installed,4,22m²square meters,17m²square meters,26m²square meters,18m²square meters,,1,1,11m²square meters,,90m²square meters,,Connected,Yes,,,No,,Yes,,290 kWh/m²kilowatt hour per square meters,D,20220507005702,53 kg CO₂/m²,44254 kWh/year,,,70m²square meters,,,,Non flood zone,"Living area (residential, urban or rural)","€ 154,000154000 €",€ 391391 €,No,"Rue Centrale,30 4950- Robertville",https://homes-immo.be,4893534,Liege,,VERVIERS,16m²square meters,Yes,7m²square meters,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016171,10016171,house,house,159000,forsale,4100,m,notinstalled,1952,,,698,2,210,,,,,,,,,,Liege,After signing the deed,1952,,,,,,,,102m²square meters,,Not installed,2,17m²square meters,12m²square meters,,,,,,,,210m²square meters,,Connected,No,,,,,,,698 kWh/m²kilowatt hour per square meters,G,20220531015435,Not specified,698 kWh/year,,,210m²square meters,No,No,No,,,"€ 159,000159000 €",€ 272272 €,No,Rue des Pinsons 2 4671- Barchon,http://www.remax.be,7236273,Liege,,,32m²square meters,,6m²square meters,1,,No,,,,No,,Yes,,No,,,,,No,,1,No,,,,,,,,,,,No,,No,No,No,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
10043007,10043007,house,house,164900,forsale,4000,m,usahyperequipped,,justrenovated,,147,1,50,,true,,true,true,,,,,Liege,After signing the deed,,Just renovated,3.52 m,2,,,Urban,,75m²square meters,,USA hyper equipped,1,20m²square meters,,,,,1,2,,,50m²square meters,3.52 mmeters,Connected,Yes,,Yes,Yes,No,Yes,No,147 kWh/m²kilowatt hour per square meters,B,20220729009082,Not specified,14658 kWh/year,,,51m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 164,900164900 €",€ 312312 €,No,Rue Chapuis 24 4100- Seraing,http://www.infinity-immo.be,4848144,Liege,,,31m²square meters,,,1,9m²square meters,Yes,,Yes,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064834,10064834,house,townhouse,155000,forsale,4860,m,installed,,good,gas,378,3,260,true,,211,true,,,1,,,Liege,To be defined,,Good,5.9 m,2,1,,Urban,Link to the virtual visit,133m²square meters,,Installed,3,12m²square meters,12m²square meters,9m²square meters,,,1,2,,,260m²square meters,5.9 mmeters,Connected,Yes,211m²square meters,Yes,No,No,Yes,No,378 kWh/m²kilowatt hour per square meters,E,20170529002120,Not specified,50499 kWh/year,Gas,,49m²square meters,No,No,No,Non flood zone,Residential park,"Make an offer starting from€ 155,000Make an offer starting from155000 €",€ 596596 €,No,Rue Fernand Houget 19 4800- Verviers,http://www.partner-immo.be,4870207,Liege,,Pépinster et arrondissement,14m²square meters,Yes,8m²square meters,,,,,,Yes,No,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503454,9503454,house,house,175000,forsale,4100,m,notinstalled,,torestore,gas,556,2,158,,,25,,,,1,,,Liege,After signing the deed,,To restore,13 m,,1,,,,130m²square meters,,Not installed,2,,,,,,1,,,,158m²square meters,,,,25m²square meters,,,,,,556 kWh/m²kilowatt hour per square meters,G,20210630015704,Not specified,63367 kWh/year,Gas,,,,,,,,"€ 175,000175000 €",€ 716716 €,No,"Chaussée de Tongres, 269 4000- Rocourt",http://www.aries-immo.be,425 - BON COR 2,Liege,,,,,,,,,,,,No,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137850,10137850,house,townhouse,176000,forsale,4420,m,,,,,480,3,239,,,,,,,,,,Liege,,,,,,,,,,129m²square meters,,,3,,,,,,1,2,,,239m²square meters,9.12 mmeters,,Yes,,,,,,,480 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,96297 kWh/year,,,,,,,,,"€ 176,000176000 €",€ 927927 €,No,rue Saint-Gilles 590 4000- Liège,http://www.igg.immo,231 - 93363926,Liege,,,27m²square meters,,,1,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899108,9899108,house,apartmentblock,169000,forsale,4500,m,notinstalled,1963,,,670,2,243,,,,,true,,,,,Liege,After signing the deed,1963,,,,,,,,243m²square meters,,Not installed,2,18m²square meters,18m²square meters,,,,,,,,243m²square meters,,Connected,No,,,,,,,670 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,670 kWh/year,,,243m²square meters,No,No,No,,,"€ 169,000169000 €","€ 2,7402740 €",Yes,Rue des Pinsons 2 4671- Barchon,http://www.remax.be,6978513,Liege,,,,,11m²square meters,1,130m²square meters,Yes,,,,No,,Yes,,No,,,,,No,,,No,,,,,,,,,,,No,Yes,No,No,No,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
10137849,10137849,house,house,176000,forsale,4420,m,,,,,480,3,239,,,,,,,,,,Liege,,,,,,,,,,129m²square meters,,,3,,,,,,1,2,,,239m²square meters,9.12 mmeters,,Yes,,,,,,,480 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,96297 kWh/year,,,,,,,,,"€ 176,000176000 €",€ 927927 €,No,rue Saint-Gilles 590 4000- Liège,http://www.igg.immo,230 - 93363926,Liege,,,27m²square meters,,,1,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998984,9998984,house,house,195000,forsale,4900,m,semiequipped,,tobedoneup,fueloil,414,2,487,true,,140,,,,1,3,,Liege,To be defined,,To be done up,9.7 m,3,1,3,Countryside,,106m²square meters,,Semi equipped,2,11m²square meters,19m²square meters,,,,1,2,,,487m²square meters,19.8 mmeters,Connected,Yes,140m²square meters,,No,No,Yes,No,414 kWh/m²kilowatt hour per square meters,E,20220623012693,Not specified,50653 kWh/year,Fuel oil,,209m²square meters,No,No,No,,,"€ 195,000195000 €",€ 716716 €,No,Rue du Parc 10 4800- Verviers,,4812979,Liege,,,26m²square meters,,13m²square meters,,,,,,Yes,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131283,10131283,house,house,225000,forsale,4280,m,notinstalled,,torenovate,fueloil,575,2,423,true,true,,true,,,1,1,,Liege,After signing the deed,,To renovate,7 m,3,1,1,Urban,,162m²square meters,,Not installed,2,16m²square meters,16m²square meters,,,,1,1,31m²square meters,55m²square meters,423m²square meters,8 mmeters,Connected,Yes,,,,,,,575 kWh/m²kilowatt hour per square meters,G,20220906015760,142 kg CO₂/m²,Not specified,Fuel oil,,,,,,,,"€ 225,000225000 €","€ 1,0161016 €",,"rue de Tirlemont, 7 4280- Hannut",http://www.barbiere-immo.be,,Liege,,,20m²square meters,Yes,7m²square meters,,,,,,,No,63m²square meters,Yes,East,,,Yes,,,,,,,Gaëtane Van Hove,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,East,,,,,,,,,,,,,,,,
9987513,9987513,house,house,250000,forsale,4287,m,,,,fueloil,489,4,1064,,,,,,,2,,,Liege,,,,,,2,,,,,,,4,,,,,,1,1,,,1064m²square meters,,,,,,,,,,489 kWh/m²kilowatt hour per square meters,F,20220617022475,121 kg CO₂/m²,89973 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 250,000Make an offer starting from250000 €",€ 515515 €,No,Rue de Landen 354280- Hannut,,382 - 1563,Liege,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123772,10123772,house,townhouse,230000,forsale,4100,m,installed,1979,good,gas,220,3,157,true,,41,true,true,,1,,,Liege,To be defined,1979,Good,6.59 m,2,1,,Urban,,,,Installed,3,10m²square meters,10m²square meters,17m²square meters,,,1,3,,,157m²square meters,6.59 mmeters,,Yes,41m²square meters,,No,No,Yes,No,220 kWh/m²kilowatt hour per square meters,C,20220615028252,Not specified,59137 kWh/year,Gas,,115m²square meters,No,No,,Non flood zone,,"€ 230,000230000 €","€ 1,4121412 €",No,Rue Chapuis 24 4100- Seraing,http://www.infinity-immo.be,4934451,Liege,,,31m²square meters,Yes,9m²square meters,2,4m²square meters,Yes,125m²square meters,,Yes,No,49m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293601,9293601,house,house,259000,forsale,4020,m,installed,2020,,gas,,3,0,,true,,true,,,2,,,Liege,After signing the deed,2020,,,2,2,,,,106m²square meters,,Installed,3,15m²square meters,12m²square meters,9m²square meters,,,1,2,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 259,000259000 €",,No,Rue des Anges 27 4000- Liège,http://www.urbis-immo.be,4567 - 111113839,Liege,,AMERCOEUR,44m²square meters,,,,,,,Yes,,No,34m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAISON N° 1,
9151166,9151166,house,house,264000,forsale,4020,m,installed,2020,,gas,,3,0,,true,,true,,,2,,,Liege,After signing the deed,2020,,,2,2,,,,106m²square meters,,Installed,3,15m²square meters,12m²square meters,9m²square meters,,,1,2,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 264,000264000 €",,No,Rue des Anges 27 4000- Liège,http://www.urbis-immo.be,4548 - 111113839,Liege,,AMERCOEUR,44m²square meters,,,,,,,Yes,,No,34m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAISON N° 1,
9293600,9293600,house,house,259000,forsale,4020,m,installed,2020,,gas,,3,0,,true,,true,,,2,,,Liege,After signing the deed,2020,,,2,2,,,,103m²square meters,,Installed,3,15m²square meters,12m²square meters,9m²square meters,,,1,2,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 259,000259000 €",,No,Rue des Anges 27 4000- Liège,http://www.urbis-immo.be,4566 - 111113839,Liege,,AMERCOEUR,43m²square meters,,,,,,,Yes,,No,34m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAISON N° 1,
9293598,9293598,house,house,259000,forsale,4020,m,installed,2020,,gas,,3,0,,true,,true,,,2,,,Liege,After signing the deed,2020,,,2,2,,,,103m²square meters,,Installed,3,15m²square meters,12m²square meters,9m²square meters,,,1,2,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 259,000259000 €",,No,Rue des Anges 27 4000- Liège,http://www.urbis-immo.be,4564 - 111113839,Liege,,AMERCOEUR,43m²square meters,,,,,,,Yes,,No,34m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAISON N° 1,
9969820,9969820,house,house,260000,forsale,4280,m,installed,,tobedoneup,fueloil,368,6,710,,true,474,,true,true,1,2,,Liege,After signing the deed,,To be done up,14.8 m,2,1,2,Urban,,250m²square meters,,Installed,6,18m²square meters,29m²square meters,13m²square meters,17m²square meters,14m²square meters,1,1,10m²square meters,,710m²square meters,14.8 mmeters,Connected,Yes,474m²square meters,,,,Yes,Yes,368 kWh/m²kilowatt hour per square meters,E,20220614006896,94 kg CO₂/m²,Not specified,Fuel oil,,,,,,Non flood zone,,"€ 260,000260000 €","€ 2,1172117 €",,"rue de Tirlemont, 7 4280- Hannut",http://www.barbiere-immo.be,,Liege,,,12m²square meters,Yes,16m²square meters,,16m²square meters,Yes,,,,No,,Yes,North,,,,,,,,,,Gaëtane Van Hove,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,1,,
10104361,10104361,house,house,278000,forsale,4980,m,usainstalled,1974,,fueloil,560,3,662,,true,600,true,,,,8,,Liege,After signing the deed,1974,,,,,8,,,110m²square meters,,USA installed,3,,,,,,1,1,,,662m²square meters,,,Yes,600m²square meters,,,,Yes,,560 kWh/m²kilowatt hour per square meters,G,20110425001894,Not specified,Not specified,Fuel oil,,,,,,,,"€ 278,000278000 €",€ 542542 €,Yes,Bouquette 69 4800- Verviers,http://www.century21.be/orbleu,676 - 2118,Liege,,,36m²square meters,,,,,,,Yes,,No,54m²square meters,Yes,South West,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039399,10039399,house,townhouse,315000,forsale,4420,m,,,,,164,3,411,,true,,,,,1,2,,Liege,,,,8 m,2,1,2,,,160m²square meters,,,3,,,,,,1,2,,,411m²square meters,8 mmeters,,Yes,,,,,,,164 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,38151 kWh/year,,,,,,,,,"€ 315,000315000 €","€ 1,3061306 €",No,rue Saint-Gilles 590 4000- Liège,http://www.igg.immo,203 - 93363908,Liege,,,30m²square meters,,,1,,,,Yes,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988978,9988978,house,townhouse,299000,forsale,4910,m,notinstalled,1969,tobedoneup,fueloil,376,5,834,,,700,true,true,,1,3,,Liege,,1969,To be done up,10 m,4,1,3,,,,,Not installed,5,9m²square meters,11m²square meters,13m²square meters,13m²square meters,14m²square meters,1,1,,,834m²square meters,12 mmeters,Connected,Yes,700m²square meters,,No,No,Yes,No,376 kWh/m²kilowatt hour per square meters,E,20220331026723,93 kg CO₂/m²,77711 kWh/year,Fuel oil,,,,,,,,"€ 299,000299000 €",€ 939939 €,No,,,,Liege,,,19m²square meters,Yes,14m²square meters,,,Yes,,,,,28m²square meters,Yes,East,,No,,No,,No,No,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,,,Yes,East,No,No,Yes,Town-house,,,No,,,,,,,,,
10086315,10086315,house,mansion,285000,forsale,4820,m,installed,,asnew,gas,325,7,785,true,true,325,true,true,,1,2,,Liege,After signing the deed,,As new,8 m,3,1,2,Urban,Link to the virtual visit,324m²square meters,,Installed,7,18m²square meters,19m²square meters,20m²square meters,19m²square meters,33m²square meters,2,3,,,785m²square meters,16.8 mmeters,Connected,Yes,325m²square meters,Yes,No,No,Yes,No,325 kWh/m²kilowatt hour per square meters,D,20220608031587,Not specified,105342 kWh/year,Gas,,180m²square meters,,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 285,000Make an offer starting from285000 €","€ 1,0501050 €",No,Rue Fernand Houget 19 4800- Verviers,http://www.partner-immo.be,4897894,Liege,,DISON,23m²square meters,Yes,14m²square meters,2,16m²square meters,Yes,,Yes,Yes,No,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929223,9929223,house,house,299000,forsale,4950,m,semiequipped,,tobedoneup,,489,3,922,true,true,,,true,,1,3,,Liege,After signing the deed,,To be done up,18 m,4,1,3,,,154m²square meters,,Semi equipped,3,18m²square meters,19m²square meters,10m²square meters,,,1,2,40m²square meters,90m²square meters,922m²square meters,32.97 mmeters,,No,,,No,No,Yes,,489 kWh/m²kilowatt hour per square meters,F,20211013020074,Not specified,76592 kWh/year,,,151m²square meters,,No,,,,"€ 299,000299000 €",€ 829829 €,No,Avenue Monbijou 14 4960- Malmedy,http://www.scheen-lecoq.be,4768623,Liege,,Waimes,35m²square meters,,10m²square meters,1,9m²square meters,Yes,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9762064,9762064,house,villa,370000,forsale,4140,m,semiequipped,,tobedoneup,fueloil,316,4,874,,,874,true,true,,2,,,Liege,After signing the deed,,To be done up,15 m,3,2,,,,294m²square meters,,Semi equipped,4,35m²square meters,16m²square meters,14m²square meters,14m²square meters,12m²square meters,2,3,,,874m²square meters,,,Yes,874m²square meters,Yes,,,,,316 kWh/m²kilowatt hour per square meters,D,20190110008229,Not specified,93649 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 370,000Make an offer starting from370000 €","€ 2,1072107 €",No,place Marcellis 4 4920- Aywaille,http://www.immocastor.com,481 - 398,Liege,,,46m²square meters,,12m²square meters,,,Yes,,,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082508,10082508,house,apartmentblock,550000,forsale,4140,m,semiequipped,,tobedoneup,fueloil,316,5,874,,,874,true,true,,2,,,Liege,,,To be done up,30 m,4,2,,,,436m²square meters,,Semi equipped,5,35m²square meters,16m²square meters,14m²square meters,14m²square meters,12m²square meters,3,5,,,874m²square meters,,,Yes,874m²square meters,,,,,,316 kWh/m²kilowatt hour per square meters,D,20190110008229,Not specified,93649 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 550,000Make an offer starting from550000 €","€ 3,3293329 €",Yes,place Marcellis 4 4920- Aywaille,http://www.immocastor.com,499 - 416,Liege,,,46m²square meters,,26m²square meters,,,Yes,,,,No,30m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100286,10100286,house,house,575000,forsale,4770,m,installed,,good,,290,7,2049,true,true,1400,true,,,2,4,,Liege,Depending on the tenant,,Good,21 m,4,2,4,Countryside,,266m²square meters,,Installed,7,16m²square meters,11m²square meters,11m²square meters,14m²square meters,16m²square meters,4,4,14m²square meters,50m²square meters,2049m²square meters,,,No,1400m²square meters,,No,,Yes,,290 kWh/m²kilowatt hour per square meters,D,20220112003891,1495 kg CO₂/m²,60490 kWh/year,,,184m²square meters,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 575,000575000 €",€ 966966 €,No,"Rue Centrale,30 4950- Robertville",https://homes-immo.be,4905191,Liege,,WAIMES,,,,4,,,,,,Yes,45m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10141323,10141323,house,townhouse,335000,forsale,4630,m,installed,2004,asnew,fueloil,223,3,270,,,200,true,,,1,,,Liege,After signing the deed,2004,As new,,2,1,,"Living area (residential, urban or rural)",,100m²square meters,Yes,Installed,3,,,,,,1,,,,270m²square meters,,,Yes,200m²square meters,,,,,,223 kWh/m²kilowatt hour per square meters,C,20220913002232,Not specified,Not specified,Fuel oil,Yes,,,,,,,"€ 335,000335000 €",,No,Rue Lebeau 5 4000- Liège,http://www.pureimmo.net,,Liege,,,,Yes,,,,,,,,,30m²square meters,Yes,North West,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,North West,,,,,,,,,,,,,,,,
10002472,10002472,house,house,335000,forsale,4920,m,,2016,asnew,gas,94,5,389,true,true,197,true,,,,2,1,Liege,After signing the deed,2016,As new,,3,,2,"Living area (residential, urban or rural)",,183m²square meters,,,5,11m²square meters,16m²square meters,18m²square meters,22m²square meters,23m²square meters,2,2,13m²square meters,,389m²square meters,,,Yes,197m²square meters,,,,Yes,,94 kWh/m²kilowatt hour per square meters,B,20210502006150,Not specified,Not specified,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 335,000335000 €",,,Rue Hoyoux 2 4040- Herstal,,,Liege,,Quarreux,49m²square meters,,11m²square meters,,,,,,Yes,,18m²square meters,,South East,,,,Yes,,,,,,Charlier Caroline,,,,,,,,,,,Yes,,,,,,,,,,,,,South East,,,,,,,,,,,,,,,,
10002526,10002526,house,house,415000,forsale,4920,m,,2016,asnew,gas,77,4,1875,true,,,true,,,,2,1,Liege,After signing the deed,2016,As new,,3,,2,"Living area (residential, urban or rural)",,240m²square meters,,,4,17m²square meters,22m²square meters,23m²square meters,23m²square meters,,2,2,,,1875m²square meters,,,Yes,,,,,,,77 kWh/m²kilowatt hour per square meters,A,20200407500234,Not specified,Not specified,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 415,000415000 €",,,Rue Hoyoux 2 4040- Herstal,,,Liege,,Quarreux,90m²square meters,,16m²square meters,,,,,,Yes,,60m²square meters,,South West,,,Yes,Yes,,,,,,Charlier Caroline,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,South West,,,,,,,,,,,,,,,,
10165123,10165123,house,house,140000,forsale,4470,m,notinstalled,,good,,337,1,283,,true,,,,,1,,,Liege,After signing the deed,,Good,,2,1,,Urban,,140m²square meters,,Not installed,1,31m²square meters,31m²square meters,,,,,1,,,283m²square meters,,Connected,Yes,,,,,,,337 kWh/m²kilowatt hour per square meters,D,20221003020565,Not specified,60320 kWh/year,,Yes,,Yes,No,,,Residential area with cultural historical aesthetic value,"€ 140,000140000 €",€ 255255 €,No,Rue Emile Vandervelde 1 4624- Fléron,http://www.proprietas.be,Millelieue,Liege,,,,,5m²square meters,1,,,,Yes,,No,,Yes,,,,,,60320,,,,,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,No,,,,,,,,,,,
10161136,10161136,house,house,239000,forsale,4100,m,,,good,gas,,3,72,,true,,true,,,1,,,Liege,,,Good,9 m,2,1,,Urban,Link to the virtual visit,189m²square meters,,,3,7m²square meters,16m²square meters,14m²square meters,,,1,2,,,72m²square meters,9 mmeters,Connected,Yes,,Yes,No,No,Yes,,Not specified,Not specified,Not specified,237 kg CO₂/m²,Not specified,Gas,,111m²square meters,No,,,,,"€ 239,000239000 €","€ 1,1521152 €",Yes,Place Merlot 6 4100- Seraing,,4971014,Liege,,,25m²square meters,,12m²square meters,,,,,Yes,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102711,10102711,house,villa,525000,forsale,4557,m,hyperequipped,2022,asnew,,,3,559,,,474,true,true,true,2,4,1,Liege,To be defined,2022,As new,,4,2,4,,,255m²square meters,Yes,Hyper equipped,3,20m²square meters,20m²square meters,20m²square meters,,,2,2,,,559m²square meters,,,Yes,474m²square meters,,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,,,,,Non flood zone,,"€ 525,000525000 €",,No,,,,Liege,,,,Yes,,,,Yes,,,,No,60m²square meters,Yes,,,No,,Yes,,No,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,,,Yes,,No,No,Yes,Villa,,,Yes,,,,,,,,,
9909805,9909805,house,apartmentblock,400000,forsale,4850,m,hyperequipped,,good,fueloil,803,0,0,,true,,,true,,1,15,,Liege,After signing the deed,,Good,,4,1,15,Isolated,Link to the virtual visit,480m²square meters,Yes,Hyper equipped,,,,,,,,6,,,,,Connected,Yes,,,No,Yes,,,803 kWh/m²kilowatt hour per square meters,G,20211020007452,Not specified,138713 kWh/year,Fuel oil,,286m²square meters,,,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 400,000Make an offer starting from400000 €","€ 1,5741574 €",Yes,Village 55 4841- Henri-Chapelle,,4759390,Liege,,Plateau EST-NORD (Welkenraedt-Montzen-Calamine),,,12m²square meters,2,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149412,10149412,house,house,175298,forsale,4480,m,,2023,,gas,97,2,129,,,,,,,,,,Liege,,2023,,,,,,,,,,,2,,,,,,1,2,,,129m²square meters,,,,,,,,,,97 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 175,298175298 €",,No,Grand Route 63a/006 4367- Crisnée,http://www.accordimmo.be,1606 - 2017424,Liege,,,,,,,,,,,,No,,,South,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903574,9903574,house,house,168000,forsale,4900,m,,,torenovate,gas,750,3,130,,,,,,,,,,Liege,Immediately,,To renovate,,2,,,,,125m²square meters,,,3,23m²square meters,14m²square meters,12m²square meters,,,1,2,,,130m²square meters,,,,,,,,,,750 kWh/m²kilowatt hour per square meters,G,20220510004388,Not specified,156726 kWh/year,Gas,,,No,,No,,"Living area (residential, urban or rural)","€ 168,000168000 €",€ 612612 €,No,Av. Victor David 58 4830- Limbourg,,,Liege,,,18m²square meters,Yes,,,,,,,,,,No,,,,,,,No,,,,Antoine FYON,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10149411,10149411,house,house,175918,forsale,4480,m,,2023,,gas,96,2,132,,,,,,,,,,Liege,,2023,,,,,,,,,,,2,,,,,,1,2,,,132m²square meters,,,,,,,,,,96 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 175,918175918 €",,No,Grand Route 63a/006 4367- Crisnée,http://www.accordimmo.be,1604 - 2017423,Liege,,,,,,,,,,,,No,,,South,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149415,10149415,house,house,211100,forsale,4480,m,,2023,,gas,97,3,122,,,,,,,1,,,Liege,,2023,,,,1,,,,,,,3,,,,,,1,2,,,122m²square meters,,,,,,,,,,97 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 211,100211100 €",,No,Grand Route 63a/006 4367- Crisnée,http://www.accordimmo.be,1612 - 2017427,Liege,,,,,,1,,,,,,No,,,South,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
