,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,How many fireplaces?,Kitchen type,Bedrooms,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Width of the lot on the street,"Gas, water &amp; electricity",Garden surface,Garden orientation,Terrace,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Virtual visit,Living room surface,Dining room,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Shower rooms,Office surface,Office,Attic,Connection to sewer network,Terrace surface,Elevator,Accessible for disabled people,TV cable,Total ground floor buildable,Cadastral income,Bedroom 3 surface,Bedroom 4 surface,Garden,Property name,Basement surface,Type of building,Obligation to build,Living room,Attic surface,E-level (overall energy performance),Dressing room,Terrace orientation,Heat pump,Agent's name,Bedroom 5 surface,Professional space surface,Conformity certification for fuel tanks,Thermic solar panels,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Number of annexes,Caretaker,Intercom,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Common water heater,Isolated,Neighbourhood or locality,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant
10068786,10068786,house,house,499000,forsale,3500,m,installed,1950,asnew,gas,257,4,388,,true,,,,,1,,,Limburg,,1950,As new,,1,,Urban,147m²square meters,,Installed,4,2,2,,,388m²square meters,,Yes,,West,,Yes,No,257 kWh/m²kilowatt hour per square meters,C,20220907-0002658158-RES2,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 499,000499000 €",No,Mielenweg 7 3800- Sint-Truiden,http://www.duovastgoed.be,3500Sint-Truiderstee,Limburg,January 31 2023 - 12:00 AM,,,15m²square meters,Yes,20m²square meters,16m²square meters,16m²square meters,,,No,,Connected,,No,No,Yes,,,14m²square meters,14m²square meters,Yes,,21m²square meters,,No,,,,No,,,,,,,,,,,No,No,No,No,,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,
10103606,10103606,house,villa,550000,forsale,3500,m,,1963,tobedoneup,gas,649,4,795,,true,,true,true,,2,,,Limburg,,1963,To be done up,,2,,,250m²square meters,,,4,1,2,Yes,,795m²square meters,,Yes,,South West,Yes,No,No,649 kWh/m²kilowatt hour per square meters,F,20220531-0001533702-RES-2,Not specified,Not specified,,Gas,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 550,000550000 €",No,Europalaan 68 3600- Genk,,HPB15,Limburg,,,,,Yes,,,,,,Yes,,Connected,,No,No,Yes,,"€ 1,9331933 €",,,Yes,,,All kind,No,Yes,,,No,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10036190,10036190,house,villa,970000,forsale,3910,m,hyperequipped,1973,asnew,gas,206,6,2441,true,true,2100,true,true,true,4,5,,Limburg,After signing the deed,1973,As new,4,4,5,"Living area (residential, urban or rural)",376m²square meters,,Hyper equipped,6,2,4,Yes,No,2441m²square meters,50 mmeters,Yes,2100m²square meters,,,Yes,Yes,206 kWh/m²kilowatt hour per square meters,C,20220210-0002543800-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,,Park area,"€ 970,000970000 €",No,Noord-Brabantlaan 3 2300- Turnhout,http://www.home-id.be,4853305,Limburg,,23.5 m,,62m²square meters,,24m²square meters,43m²square meters,34m²square meters,2,21m²square meters,Yes,Yes,,160m²square meters,,,Yes,380m²square meters,,33m²square meters,27m²square meters,,,,,,,,,,,,,21m²square meters,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,
10140441,10140441,house,countrycottage,699000,forsale,3870,m,installed,1885,justrenovated,gas,248,5,1450,,true,,,,,,,,Limburg,,1885,Just renovated,,,,Countryside,370m²square meters,,Installed,5,2,2,Yes,,1450m²square meters,,Yes,,South West,,No,No,248 kWh/m²kilowatt hour per square meters,C,20200618-0002283730-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 699,000699000 €",No,Opheersstraat 80A 8870- Heers,http://www.thenaers.be,OREYEBERGSTRAAT 25,Limburg,,,,,,,,,,,No,,Connected,,No,No,Yes,,€ 775775 €,,,Yes,,,,No,Yes,,,No,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10157314,10157314,house,house,295000,forsale,3600,m,,1955,asnew,,481,4,812,,,,true,true,,1,,,Limburg,,1955,As new,,1,,,166m²square meters,,,4,1,,,,812m²square meters,,Yes,,,,,,481 kWh/m²kilowatt hour per square meters,E,20220929-0002685772-RES-1,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",No,André Dumontlaan 210 3600- Genk,http://www.steegmans.be,Oude Hostartstraat 2,Limburg,,,,28m²square meters,Yes,18m²square meters,14m²square meters,14m²square meters,,8m²square meters,Yes,,Connected,62m²square meters,,,,240m²square meters,€ 875875 €,21m²square meters,7m²square meters,,,,,No,,,,No,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10158186,10158186,house,house,395000,forsale,3530,m,installed,1989,,fueloil,293,3,1506,,true,,true,,,1,3,,Limburg,After signing the deed,1989,,4,1,3,,,1,Installed,3,2,2,,,1506m²square meters,,,,South,Yes,,,293 kWh/m²kilowatt hour per square meters,C,20220915-0002675183-RES-2,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,,Non flood zone,,"€ 395,000395000 €",No,Sint-Trudoplein 7/1 3530- HOUTHALEN-HELCHTEREN,,,Limburg,,,,18m²square meters,Yes,14m²square meters,36m²square meters,16m²square meters,,,,,Connected,,,,,,"€ 1,1491149 €",21m²square meters,,Yes,,130m²square meters,,,,,,,,No,Johan JEURISSEN,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
10163760,10163760,house,house,259000,forsale,3530,m,installed,,,gas,291,1,413,,,,,,,,,,Limburg,After signing the deed,,,4,,,"Living area (residential, urban or rural)",140m²square meters,,Installed,1,1,,,No,413m²square meters,38.5 mmeters,,,South East,,,,291 kWh/m²kilowatt hour per square meters,C,20210331-0002395467-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 259,000259000 €",No,MARKT 20 3740- BILZEN,http://www.ellimmo.be,ELVA2252,Limburg,,,,,,,,,,,No,,,,,,,,€ 565565 €,,,Yes,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149112,10149112,house,house,279000,forsale,3590,m,,1988,good,gas,262,3,818,,,,true,,,1,2,,Limburg,After signing the deed,1988,Good,3,1,2,Isolated,164m²square meters,,,3,1,,,No,818m²square meters,,No,,,Yes,,,262 kWh/m²kilowatt hour per square meters,C,20220915-0002675526-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",No,Broedersstraat 8 3600- Genk,,4901608,Limburg,,,,,,,,,,,,,,,,,,,€ 650650 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143021,10143021,house,house,695000,forsale,3550,m,hyperequipped,1986,,fueloil,341,4,2416,true,true,,true,true,,,4,,Limburg,After signing the deed,1986,,4,,4,"Living area (residential, urban or rural)",253m²square meters,,Hyper equipped,4,1,2,Yes,,2416m²square meters,,No,,,Yes,,,341 kWh/m²kilowatt hour per square meters,D,2685024,Not specified,Not specified,,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,Residential park,"€ 695,000695000 €",No,Diestersteenweg 196 3510- Hasselt-Kermt,,4931641,Limburg,,,,45m²square meters,,18m²square meters,24m²square meters,20m²square meters,,20m²square meters,Yes,Yes,Not connected,,,,Yes,,"€ 1,6061606 €",12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regio Hasselt,,,,,,,,,,,,,,
10011587,10011587,house,house,129000,forsale,3800,m,notinstalled,,torenovate,gas,487,4,68,,true,,true,,,,,,Limburg,After signing the deed,,To renovate,2,,,"Living area (residential, urban or rural)",117m²square meters,,Not installed,4,1,,,,68m²square meters,,Yes,,,,,,487 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Gas,,,,,,Non flood zone,,"€ 129,000129000 €",,Consiencelaan 25 3191- Boortmeerbeek,,,Limburg,,5 m,,,,,,,,,,,Connected,11m²square meters,,,,,€ 317317 €,,,,,4m²square meters,,,,,,,,,Geert,,,,,,,,,,,,,,,,,,,,,,,Centrum,,,,,,,,,,,,,,
10163414,10163414,house,house,279500,forsale,3600,m,installed,,good,fueloil,250,3,0,,true,,true,true,,,2,,Limburg,,,Good,2,,2,,176m²square meters,,Installed,3,1,2,Yes,No,,,No,,,Yes,,,250 kWh/m²kilowatt hour per square meters,C,20191011-0002205436-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,500279500 €",No,"Genkersteenweg, 426 3500- Hasselt",http://www.group-inc.be,K2090-N,Limburg,,,,,,,,,,,Yes,,Connected,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935084,9935084,house,house,209000,forsale,3730,m,installed,1970,,,721,3,397,,true,78,true,,,1,,,Limburg,,1970,,3,1,,,197m²square meters,,Installed,3,1,1,,No,397m²square meters,11.24 mmeters,No,78m²square meters,North,Yes,,,721 kWh/m²kilowatt hour per square meters,F,20220518-0002601484-RES-1,Not specified,Not specified,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 209,000209000 €",No,Industrielaan 32 bus 5 3730- Hoeselt,,Gietrijstraat 13 IG,Limburg,,7.23 m,,32m²square meters,,18m²square meters,14m²square meters,17m²square meters,,,No,,Connected,,,,,,€ 855855 €,16m²square meters,,,,31m²square meters,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564776,9564776,house,house,219000,forsale,3700,m,installed,1930,,gas,510,4,293,true,true,,,,,,,,Limburg,,1930,,,,,,195m²square meters,,Installed,4,2,2,,,293m²square meters,,Yes,,,,,,510 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",No,"Plattestraat, 30 3830- Wellen",,Blaarstraat 112,Limburg,,5 m,,35m²square meters,,15m²square meters,26m²square meters,16m²square meters,,,No,,Connected,,,,,,€ 470470 €,15m²square meters,15m²square meters,,,35m²square meters,,No,,32m²square meters,,No,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10086802,10086802,house,house,220000,forsale,3890,m,,,good,gas,484,3,500,true,,,true,,,,,,Limburg,To be defined,,Good,3,,,"Living area (residential, urban or rural)",150m²square meters,,,3,,,,,500m²square meters,,Yes,,,Yes,,,484 kWh/m²kilowatt hour per square meters,E,20220808-0002652344-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 220,000220000 €",No,Avenue Guillaume Joachim 42 4300- Waremme,http://www.wafina.be,,Limburg,,,,,,,,,,,,Yes,Connected,,,,,,€ 240240 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032992,10032992,house,house,225000,forsale,3650,m,installed,1919,,,584,4,1822,,true,,,,,,12,,Limburg,,1919,,3,,12,,177m²square meters,,Installed,4,1,1,Yes,No,1822m²square meters,60 mmeters,No,,West,,,,584 kWh/m²kilowatt hour per square meters,F,20210830-0002457652-RES-1,Not specified,Not specified,,,Yes,,,,No,Non flood zone,Natural area,"€ 225,000225000 €",No,"Broekhofstraat, 1 3650- Lanklaar",http://www.lumaro.be,7406,Limburg,,19 m,,36m²square meters,,14m²square meters,,,,,No,,Connected,,,,,85m²square meters,€ 384384 €,,,Yes,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955249,9955249,house,house,249000,forsale,3700,m,,1930,torenovate,,,3,435,,true,,,true,,,,,Limburg,After signing the deed,1930,To renovate,3,,,Urban,181m²square meters,,,3,1,2,,No,435m²square meters,9.5 mmeters,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,,,,,,Extended residential area,"€ 249,000249000 €",No,Grote Markt 23700- Tongeren,http://www.century21athome.be,spir294,Limburg,,6.5 m,,38m²square meters,,23m²square meters,18m²square meters,15m²square meters,,6m²square meters,Yes,,,,,,,88m²square meters,,15m²square meters,,,,40m²square meters,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069611,10069611,house,house,220000,forsale,3500,m,installed,,torenovate,fueloil,1103,3,1670,true,,,,,,1,,,Limburg,,,To renovate,,1,,Countryside,144m²square meters,,Installed,3,1,1,,,1670m²square meters,15 mmeters,No,,South West,,No,No,1103 kWh/m²kilowatt hour per square meters,F,20220630-0002633136-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 220,000220000 €",No,Kolonel Dusartplein 21 3500- Hasselt,,Melbeek27C,Limburg,,9 m,,27m²square meters,,12m²square meters,10m²square meters,14m²square meters,,,No,,Not connected,,No,No,Yes,156m²square meters,€ 634634 €,9m²square meters,,Yes,,,All kind,No,,127m²square meters,,No,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10011139,10011139,house,house,265000,forsale,3980,m,,1961,tobedoneup,fueloil,356,3,1344,true,true,,true,,,1,2,,Limburg,After signing the deed,1961,To be done up,3,1,2,"Living area (residential, urban or rural)",128m²square meters,,,3,1,2,Yes,,1344m²square meters,,Yes,,North West,Yes,,,356 kWh/m²kilowatt hour per square meters,D,20220624-0002626986-RES-1,Not specified,Not specified,,Fuel oil,,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €",,Diesterstraat 103 A 3980- Tessenderlo,http://www.immohuismus.be,,Limburg,,,,,Yes,,,,,,,Yes,Connected,,,,,,,,,Yes,,,,,Yes,,,,North West,,Yannick van Immo Huismus,,,"Yes, conform",,Yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9910632,9910632,house,house,272000,forsale,3730,m,installed,1967,,,625,4,439,,true,,,,,1,,,Limburg,,1967,,2,1,,,267m²square meters,,Installed,4,1,2,,No,439m²square meters,10.57 mmeters,No,,North West,,,,625 kWh/m²kilowatt hour per square meters,F,20220503-0002587581-RES-1,Not specified,Not specified,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 272,000272000 €",No,Industrielaan 32 bus 5 3730- Hoeselt,,Bilzersteenweg P woning,Limburg,,10.57 m,,61m²square meters,Yes,27m²square meters,18m²square meters,23m²square meters,,,No,,Connected,,,,,155m²square meters,"€ 1,0831083 €",12m²square meters,12m²square meters,Yes,,28m²square meters,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118384,10118384,house,house,249500,forsale,3650,m,installed,1979,,,491,3,870,,true,,,,,1,,,Limburg,,1979,,4,1,,,130m²square meters,,Installed,3,1,1,Yes,No,870m²square meters,9 mmeters,No,,West,,,,491 kWh/m²kilowatt hour per square meters,E,20220910-0002349734-RES-2,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 249,500249500 €",No,"Broekhofstraat, 1 3650- Lanklaar",http://www.lumaro.be,7478,Limburg,,15 m,,,,,,,,,No,,Not connected,,,,,150m²square meters,€ 880880 €,,,Yes,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111998,10111998,house,house,268000,forsale,3960,m,installed,1890,,gas,216,3,101,,,,,,,,,,Limburg,,1890,,,,,Urban,116m²square meters,,Installed,3,1,1,,,101m²square meters,5 mmeters,Yes,,South,,No,No,216 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 268,000268000 €",No,Kloosterpoort 20 3960- Bree,http://www.klapsvastgoed.be,BREE - Gerdingerstra,Limburg,,5 m,,35m²square meters,,14m²square meters,9m²square meters,11m²square meters,,,No,,Connected,,No,No,Yes,,€ 558558 €,11m²square meters,,Yes,,,,No,,,,No,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
9424796,9424796,house,house,312000,forsale,3590,m,,1970,tobedoneup,,696,3,772,,true,700,,,,1,,,Limburg,,1970,To be done up,,1,,Countryside,150m²square meters,,,3,1,1,,,772m²square meters,20 mmeters,No,700m²square meters,North East,,,,696 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 312,000312000 €",No,Armand Maclotlaan 45 3600- Genk,,0713C,Limburg,,11 m,,,Yes,17m²square meters,16m²square meters,16m²square meters,,,No,,Connected,,,,,205m²square meters,"€ 1,1061106 €",16m²square meters,,,,14m²square meters,All kind,No,,,,No,,,,,,,,Yes,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9972922,9972922,house,house,329000,forsale,3930,m,installed,1942,asnew,gas,667,4,476,,,,true,,,1,,,Limburg,,1942,As new,,1,,,329m²square meters,,Installed,4,1,1,,,476m²square meters,,Yes,,South West,Yes,,,667 kWh/m²kilowatt hour per square meters,F,20220131-0002535888-RES-1,Not specified,Not specified,,Gas,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",No,Binnensingel 70 / 23920- Lommel,http://www.bedrijfskantoor.be,Abdijstraat21hamonta,Limburg,,,,,,,,,,,No,,Not connected,,,,,,"€ 1,4031403 €",,,Yes,,,,No,Yes,,,Yes,,,,,,,,Yes,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10081679,10081679,house,house,315000,forsale,3980,m,,1975,torenovate,,325,5,2188,,,,,true,,,,,Limburg,,1975,To renovate,,,,,218m²square meters,,,5,2,1,,,2188m²square meters,,No,,South,,,,325 kWh/m²kilowatt hour per square meters,D,20220120-000259764-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,Farming area,"€ 315,000315000 €",No,Lazarijstraat 156/1 3500- Hasselt,http://www.optie-m.be,22703 huis - Industr,Limburg,,16 m,,46m²square meters,,26m²square meters,11m²square meters,10m²square meters,,11m²square meters,Yes,,Connected,,,,,,"€ 2,4142414 €",20m²square meters,8m²square meters,Yes,,,All kind,No,,,,No,,,,12m²square meters,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10109677,10109677,house,house,325000,forsale,3971,m,usasemiequipped,,good,fueloil,529,4,850,,,450,true,true,,1,3,,Limburg,Immediately,,Good,3,1,3,Urban,200m²square meters,,USA semi equipped,4,1,2,,Yes,850m²square meters,12 mmeters,,450m²square meters,,,,,529 kWh/m²kilowatt hour per square meters,F,20220831-0002665804-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 325,000325000 €",No,Bevrijdingsplein 7 3970- Leopoldsburg,,4928648,Limburg,,12 m,,18m²square meters,,6m²square meters,12m²square meters,12m²square meters,,50m²square meters,Yes,,,40m²square meters,,,,300m²square meters,,10m²square meters,10m²square meters,,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117087,10117087,house,house,299000,forsale,3600,m,,1930,tobedoneup,,317,3,651,,true,,,,,1,,,Limburg,,1930,To be done up,,1,,,168m²square meters,,,3,1,1,Yes,No,651m²square meters,,Yes,,South West,,No,No,317 kWh/m²kilowatt hour per square meters,D,20220914-0002674269-RES-1,Not specified,Not specified,,,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 299,000299000 €",No,Europalaan 68 3600- Genk,,N59C,Limburg,,6 m,,,,,,,,,No,,Connected,,No,No,Yes,,€ 354354 €,,,Yes,,,,No,Yes,,,No,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
9941001,9941001,house,house,335000,forsale,3640,m,installed,1958,,fueloil,579,3,2452,,,,,,,,,,Limburg,,1958,,,,,,149m²square meters,,Installed,3,1,1,,,2452m²square meters,,No,,East,,,,579 kWh/m²kilowatt hour per square meters,F,20220412-0002582587-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 335,000335000 €",No,Kolonel Dusartplein 16 3500- Hasselt,http://www.realmart.be,2022/VK-006,Limburg,,9 m,,34m²square meters,,,8m²square meters,16m²square meters,,,No,,Connected,,,,,,€ 775775 €,18m²square meters,,Yes,Open gezinswoning met ruime tuin,,All kind,No,,,,No,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10105107,10105107,house,house,340000,forsale,3724,m,installed,1995,,,260,4,600,,true,317,,,,2,,,Limburg,,1995,,3,2,,,231m²square meters,,Installed,4,2,1,,No,600m²square meters,17.3 mmeters,No,317m²square meters,South West,,,,260 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 340,000340000 €",No,Industrielaan 32 bus 5 3730- Hoeselt,,K.Boudewijnlaan1 P,Limburg,,11.4 m,,33m²square meters,,13m²square meters,19m²square meters,15m²square meters,,,No,,Connected,,,,,,€ 850850 €,18m²square meters,9m²square meters,,,52m²square meters,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942328,9942328,house,bungalow,340000,forsale,3840,m,installed,1979,good,,207,2,1985,,,1600,true,,,1,,,Limburg,,1979,Good,4,1,,Countryside,195m²square meters,,Installed,2,1,2,,No,1985m²square meters,15.5 mmeters,No,1600m²square meters,East,Yes,No,No,207 kWh/m²kilowatt hour per square meters,C,20220521-0002604375-RES-1,Not specified,Not specified,,,Yes,Yes,,No,No,Non flood zone,,"€ 340,000340000 €",No,Industrielaan 32 bus 5 3730- Hoeselt,,Schanzestraat 1E P,Limburg,,13 m,,37m²square meters,,18m²square meters,15m²square meters,11m²square meters,,,No,,Connected,,No,Yes,No,182m²square meters,€ 924924 €,,,,,,Bungalow,,,,,,,,,,,,,,,No,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,
10056176,10056176,house,house,347000,forsale,3650,m,,1978,good,fueloil,447,3,1000,,true,,,true,,,,,Limburg,,1978,Good,4,,,,162m²square meters,,,3,1,,Yes,No,1000m²square meters,,Yes,,,,No,No,447 kWh/m²kilowatt hour per square meters,E,2605705-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 347,000347000 €",No,Stationswal 53960- Bree,http://www.era.be/impact,,Limburg,,,,,,,,,,,Yes,,Connected,,No,No,Yes,,€ 904904 €,,,,,,,,,,447,,,No,,,,"Yes, conform",No,,Yes,No,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,
9969174,9969174,house,mixedusebuilding,439000,forsale,3530,m,,1988,good,fueloil,202,3,424,true,true,,true,true,,1,2,,Limburg,Depending on the tenant,1988,Good,2,1,2,Urban,360m²square meters,,,3,1,,Yes,No,424m²square meters,,No,,,Yes,,,202 kWh/m²kilowatt hour per square meters,C,20120612-0001142330-00000010-6,Not specified,Not specified,,Fuel oil,,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 439,000439000 €",Yes,Broedersstraat 8 3600- Genk,,4795487,Limburg,,,,,,,,,,,Yes,Yes,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976166,9976166,house,house,425000,forsale,3665,m,,2007,asnew,,105,4,907,,true,,true,true,,3,,,Limburg,,2007,As new,,3,,,195m²square meters,,,4,1,2,Yes,,907m²square meters,13 mmeters,Yes,,South East,Yes,,,105 kWh/m²kilowatt hour per square meters,B,20220310-0002561406-RES-1,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",No,Armand Maclotlaan 45 3600- Genk,,0734C,Limburg,,7 m,,,,,,,,,Yes,,Connected,,,,,,"€ 1,0081008 €",,,Yes,,,,No,Yes,,,Yes,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10034501,10034501,house,house,375000,forsale,3990,m,,1994,good,gas,191,4,963,,,,,true,,,,,Limburg,,1994,Good,4,,,,249m²square meters,,,4,1,,,No,963m²square meters,,Yes,,,,,,191 kWh/m²kilowatt hour per square meters,B,2507441-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",No,Stationswal 53960- Bree,http://www.era.be/impact,,Limburg,,,,,,,,,,,Yes,,Connected,,,,,,"€ 1,3601360 €",,,,,,,,,,191,,,No,,,,,No,,Yes,No,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,
10038347,10038347,house,house,359000,forsale,3590,m,installed,1975,good,,332,3,915,,true,,,,,1,,,Limburg,,1975,Good,4,1,,,216m²square meters,1,Installed,3,1,1,Yes,No,915m²square meters,25 mmeters,No,,North East,,No,No,332 kWh/m²kilowatt hour per square meters,D,20220111-0002524109-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 359,000359000 €",No,Berglaan 40 3600- Genk,http://www.sensimmo.be,2266,Limburg,,9.25 m,,25m²square meters,Yes,12m²square meters,16m²square meters,15m²square meters,,,No,,Connected,,No,No,Yes,,€ 961961 €,14m²square meters,,Yes,,,,,,,,,,,,,,,,,,No,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,
10120671,10120671,house,villa,435000,forsale,3620,m,installed,2004,good,,270,3,515,,true,,,,,1,,,Limburg,,2004,Good,3,1,,Countryside,225m²square meters,,Installed,3,1,2,,No,515m²square meters,17 mmeters,No,,South West,,,,270 kWh/m²kilowatt hour per square meters,C,20211201-0002493523-RES-1,20180 kg CO₂/m²,Not specified,"Yes, conform",,Yes,Yes,Yes,No,No,Possible flood zone,Extended residential area,"€ 435,000435000 €",No,Schumanplein 14 3620- Lanaken,http://www.immonulens.be,2022TK014,Limburg,,15 m,,39m²square meters,,22m²square meters,14m²square meters,17m²square meters,,,No,,Connected,,,,,,"€ 1,2361236 €",22m²square meters,,Yes,,137m²square meters,Villa,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
