,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,How many fireplaces?,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement surface,Furnished,Surface of the plot,Garden,Garden orientation,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Surroundings type,Living room,Dressing room,Office,Width of the lot on the street,Garden surface,Caretaker,Elevator,Accessible for disabled people,Intercom,TV cable,Visio phone,Conformity certification for fuel tanks,Heat pump,Planning permission obtained,Obligation to build,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Dining room,Basement,Terrace,Subdivision permit,Shower rooms,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water &amp; electricity",Laundry room,Total ground floor buildable,Agent's name,Available date,Bedroom 4 surface,Bedroom 5 surface,Neighbourhood or locality,Living room surface,Terrace surface,Professional space,Armored door,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Attic,Virtual visit,E-level (overall energy performance),Property name,Office surface,Professional space surface,Terrace orientation,Attic surface,Number of annexes,Isolated,Extra information,Monthly charges,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,EPC description,Sea view,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity
9968640,9968640,house,house,353300,forsale,8740,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 353,300353300 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Egem - WP - lot 48,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090681,10090681,house,house,312300,forsale,8830,xl,,,,,,4,0,,,,,,,,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 312,300312300 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Hooglede - WP - LOT,West Flanders,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139380,9139380,house,house,318396,forsale,8730,xl,,2019,,,,3,391,,,,,,,,,,West Flanders,,2019,,,,,,,,3,,,,,,,No,391m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 318,396318396 €",,No,206 Moorselestraat 8930- Menen,,PB-Beernem-200130-02,West Flanders,,,,,No,No,,,,,,,,,,,,No,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075849,10075849,house,house,355900,forsale,8740,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 355,900355900 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Egem - WP - lot 50C,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090655,10090655,house,house,381882,forsale,8710,xl,,2022,,,,3,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,3,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 381,882381882 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10090657,10090657,house,house,430312,forsale,8710,xl,,2022,,,,3,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,3,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 430,312430312 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
10144949,10144949,house,house,503000,forsale,8800,xl,,,,,,4,1572,,,,,,,,,1,West Flanders,,,,,,,,,,4,,,,1,,,No,1572m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 503,000503000 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Roeselare - Regenbee,West Flanders,,,,,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164620,10164620,house,house,315000,forsale,8770,xl,,,,,,1,2673,,,,,,,,,,West Flanders,After signing the deed,,,,,,,,,1,,,,1,,,,2673m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Meulebekekstraat 3 8770- Ingelmunster,,,West Flanders,,,,,,,,,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,Kantoor Not. Vlegels &amp; Van Den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to online sale,No,"nl :Na afspraak, behalve op feestdagen","€ 315,000315000 €",,,,,,,,,,,,
10160005,10160005,house,house,325600,forsale,8800,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 325,600325600 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Hooglede - WP - Lot,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160004,10160004,house,house,355500,forsale,8760,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 355,500355500 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Meulebeke - WP - LOT,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410336,8410336,house,house,473627,forsale,8610,xl,,,,,,3,464,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,,,,,464m²square meters,Yes,South,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 473,627473627 €",,No,Esenweg 197 8600- Diksmuide,,D20190074C,West Flanders,,,,,No,No,,,,,,,,,,,Yes,No,No,No,Non flood zone,Extended residential area,,,,No,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090650,10090650,house,house,389822,forsale,8710,xl,,2022,,,,4,439,,,,true,,,,,,West Flanders,,2022,,,,,,,,4,,,,1,2,,,439m²square meters,Yes,West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 389,822389822 €",,No,Wakkensteenweg 67 8710- Wielsbeke,http://www.vastgoedcanniere.be,De Maurissenstraat L,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,No,No,No,No,Connected,No,Yes,,,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9830875,9830875,house,apartmentblock,700000,forsale,8020,xl,,,good,,,0,0,,,,,,,3,,,West Flanders,,,Good,2,,,,,,,,,,,,,,,Yes,West,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 700,000700000 €",,Yes,Steenbrugsestraat 8210- Loppem,http://www.albert-vastgoed.be,TK/LO//0111,West Flanders,,3,,,,,,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103472,10103472,house,house,395309,forsale,8610,xl,,,asnew,,40,3,464,,,,,,,,,1,West Flanders,,,As new,,,,,,,3,,,,1,2,,No,464m²square meters,Yes,South,No,No,40 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 395,309395309 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Kortemark Huilaertst,West Flanders,,,,Yes,No,No,,,No,No,No,No,Yes,No,,,,No,,,,"Living area (residential, urban or rural)",,,,,,No,No,No,No,Not connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139197,10139197,house,house,210000,forsale,8520,xl,,,,,,4,475,,,,,,,,,,West Flanders,,,,2,,,,,,4,,,,,,,No,475m²square meters,Yes,North West,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 210,000210000 €",,No,Steenbrugsestraat 8210- Loppem,http://www.albert-vastgoed.be,TK/SM/AS/0261,West Flanders,14 m,,,,,No,14 mmeters,,,,,,,,,,Yes,,No,No,Non flood zone,,,,,No,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144946,10144946,house,house,424549,forsale,8830,xl,,,,,30,3,750,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,1,1,,No,750m²square meters,,,Yes,No,30 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,No,"€ 424,549424549 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Hooglede - Meiboomst,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9380959,9380959,housegroup,housegroup,249727-249727,forsale,8501,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P00495,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9716871,9716871,housegroup,housegroup,304935-360185,forsale,8511,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02084,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108799,10108799,housegroup,housegroup,383324-454905,forsale,8710,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Posterijstraat 61 8793- Waregem,http://www.opt-immo.be,Molenstraat 50 woningen Lot 6 - 13,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880060,9880060,housegroup,housegroup,357758-392306,forsale,8720,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Posterijstraat 61 8793- Waregem,http://www.opt-immo.be,Markegemstraat - Wakken,West Flanders,,,,,,,,,,,,,,,,,Yes,,No,No,Non flood zone,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077901,10077901,housegroup,housegroup,389000-429000,forsale,8790,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02540,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087537,10087537,housegroup,housegroup,316330-379045,forsale,8710,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02554,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968625,9968625,house,house,329000,forsale,8760,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 329,000329000 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Meulebeke - WP - Lot,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968633,9968633,house,house,376600,forsale,8760,xl,,,,,,4,0,,,,,,,,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 376,600376600 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Meulebeke - WP - LOT,West Flanders,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710656,9710656,house,house,325600,forsale,8800,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 325,600325600 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Hooglede / Roeselare,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051913,10051913,house,house,365600,forsale,8760,xl,,,,,,4,0,,,,,,,1,,,West Flanders,,,,,,,,,,4,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 365,600365600 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Meulebeke - WP - Lot,West Flanders,,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9641105,9641105,house,house,216486,forsale,8792,xl,,,,,,2,0,,,,,,,,,,West Flanders,,,,,,,,,,2,,,,,,,,,Yes,South West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 216,486216486 €",,No,"Bilksen, 12 9920- Lovendegem",https://www.tricon.be/,Desselgem - Grote He,West Flanders,,,Countryside,,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123271,10123271,house,house,474195,forsale,8750,xl,,,,,,3,832,,,,,,,,,1,West Flanders,,,,,,,,,,3,,,,,,,No,832m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 474,195474195 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Zwevezele - Vlaander,West Flanders,,,,Yes,No,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985383,9985383,house,house,400700,forsale,8740,xl,,,,,,3,0,,,,,,,,,,West Flanders,,,,,,,,,,3,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 400,700400700 €",,No,Felix D'Hoopstraat 180 8700- Tielt,http://www.dumobil.be,Egem - WP - lot 1C,West Flanders,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073652,10073652,house,villa,655000,forsale,8670,xl,,,,,,3,822,,,,true,true,,,,,West Flanders,,,,,,,,,,3,,,,2,2,,No,822m²square meters,Yes,South,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 655,000655000 €",,No,"strandlaan, 337 8670- Sint-Idesbald",http://www.century21tackoen.be,ST-98,West Flanders,,,,Yes,Yes,Yes,,,,,,,,,,,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)",Yes,,Yes,No,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144947,10144947,house,house,464975,forsale,8830,xl,,,,,,4,750,,,,,,,,,1,West Flanders,,,,,,,,,,4,,,,1,1,,No,750m²square meters,,,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 464,975464975 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Hooglede - Meiboomst,West Flanders,,,,,Yes,No,,,No,No,No,Yes,Yes,Yes,,,,No,,,,,,,,,,No,No,No,No,Connected,Yes,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144944,10144944,house,house,508660,forsale,8830,xl,,,,,,4,736,,,,,,,,,1,West Flanders,,,,,,,,,,4,,,,,,,No,736m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 508,660508660 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Hooglede - Zouavenst,West Flanders,,,,Yes,Yes,No,,,,,,,,,,,,No,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144945,10144945,house,house,508660,forsale,8830,xl,,,,,,4,736,,,,,,,,,1,West Flanders,,,,,,,,,,4,,,,,,,No,736m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 508,660508660 €",,No,Iepersestraat 181-185 8800- Roeselare,http://www.allbouw.com,Hooglede - Zouavenst,West Flanders,,,,Yes,Yes,No,,,,,,,,,,,,No,,,,,,,,,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957508,9957508,house,house,850000,forsale,8000,xl,,1960,,,236,9,0,,true,,,,,3,,,West Flanders,,1960,,,,,,,,9,,,,3,,,,,,,No,No,236 kWh/m²kilowatt hour per square meters,C,20181222--000125717-1--4,Not specified,Not specified,,,No,"€ 850,000850000 €",,Yes,Scheepsdalelaan 31 8000- Brugge,,EDM,West Flanders,,3,,Yes,No,No,,,No,No,No,No,Yes,No,,,,No,No,,Non flood zone,"Living area (residential, urban or rural)",,Yes,,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045987,9045987,house,house,500000,forsale,8400,xl,,,,,,0,0,,,,,,,,,,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 500,000500000 €",,Yes,Zeedijk 148 8400- Oostende,http://www.immo-bel-air.be,KS TK 1858,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139280,9139280,housegroup,housegroup,139534-145148,forsale,8930,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,206 Moorselestraat 8930- Menen,,KB_Menen_Zandput,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635873,9635873,housegroup,housegroup,288349-288349,forsale,8540,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02284,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9454335,9454335,housegroup,housegroup,84150-309350,forsale,8940,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Markt 19 8210- Zedelgem,http://www.immostijn.be,S204,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781928,9781928,housegroup,housegroup,295472-295822,forsale,8210,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Markt 19 8210- Zedelgem,http://www.immostijn.be,S260,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635874,9635874,housegroup,housegroup,309771-320931,forsale,8540,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02283,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210711,9210711,housegroup,housegroup,321486-321486,forsale,8501,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P00466,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635872,9635872,housegroup,housegroup,309117-328172,forsale,8540,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02286,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139281,9139281,housegroup,housegroup,85320-371995,forsale,8930,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,206 Moorselestraat 8930- Menen,,KB_Menen_Appelke_11_,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9841889,9841889,housegroup,housegroup,427700-427700,forsale,8820,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Markt 19 8210- Zedelgem,http://www.immostijn.be,S268,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850745,9850745,housegroup,housegroup,439050-441650,forsale,8210,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Markt 19 8210- Zedelgem,http://www.immostijn.be,S278,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221721,9221721,housegroup,housegroup,451156-451156,forsale,8520,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P00464,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123917,10123917,house,house,1350000,forsale,8300,xl,,,asnew,,,5,0,,,,,,,,,,West Flanders,At delivery,,As new,3,,,,,,5,,,,2,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,"€ 1,350,0001350000 €",,No,Albert plein 68300- Knokke,http://www.christophecolpaert.be,4802003,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940746,9940746,housegroup,housegroup,500070-514991,forsale,8670,xl,,,,,,,,,,,,,,,,1,West Flanders,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Wagenaarstraat 33 8791- Beveren-Leie,http://www.groephuyzentruyt.be,P02258,West Flanders,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
