,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10154572,10154572,house,house,279000,forsale,6941,xl,,2022,asnew,electric,244,3,300,true,,,true,,,,1,1,Belgian Luxembourg,After signing the deed,,2022,As new,3,,Countryside,,260m²square meters,38m²square meters,,,23m²square meters,3,22m²square meters,19m²square meters,15m²square meters,,1,,2,,,,58m²square meters,No,300m²square meters,,No,244 kWh/m²kilowatt hour per square meters,C,20220622015300,70 kg CO₂/m²,50991 kWh/year,Electric,,"Make an offer starting from€ 279,000Make an offer starting from279000 €",,No,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4962309,Belgian Luxembourg,8 m,1,,,,80m²square meters,,,,,"Living area (residential, urban or rural)",No,Yes,,No,,,16m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118685,10118685,house,countrycottage,189000,forsale,6940,xl,installed,1918,tobedoneup,,662,3,720,true,true,720,true,true,,1,3,,Belgian Luxembourg,After signing the deed,,1918,To be done up,4,1,Countryside,Link to the virtual visit,130m²square meters,24m²square meters,Yes,Installed,11m²square meters,3,12m²square meters,12m²square meters,11m²square meters,,1,1,1,12m²square meters,Yes,,,No,720m²square meters,Not connected,No,662 kWh/m²kilowatt hour per square meters,G,20220927016952,164 kg CO₂/m²,Not specified,,,"Make an offer starting from€ 189,000Make an offer starting from189000 €",€ 468468 €,No,Rue Simon 46/2 6990- Hotton,http://www.picardimmo.be,4905464,Belgian Luxembourg,16 m,3,Yes,27 mmeters,,120m²square meters,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,720m²square meters,45m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065530,10065530,house,house,99000,forsale,6870,xl,notinstalled,1874,torenovate,,295,3,196,true,true,80,true,,,,,,Belgian Luxembourg,After signing the deed,,1874,To renovate,2,,Urban,Link to the virtual visit,193m²square meters,,Yes,Not installed,13m²square meters,3,24m²square meters,15m²square meters,18m²square meters,,1,,1,,,27m²square meters,23m²square meters,,196m²square meters,Connected,No,295 kWh/m²kilowatt hour per square meters,D,20220613021017,42 kg CO₂/m²,45781 kWh/year,,Yes,"Make an offer starting from€ 99,000Make an offer starting from99000 €",€ 619619 €,No,Chaussée de l'Ourthe 65 6900- Marche-en-Famenne,http://www.weinvest.be,4806174,Belgian Luxembourg,5.35 m,,,,Yes,113m²square meters,,,,,,No,No,Yes,No,,80m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166702,10166702,house,house,459000,forsale,6900,xl,usahyperequipped,2018,asnew,gas,68,4,399,,,283,true,true,,1,2,,Belgian Luxembourg,After signing the deed,Zone Nord Province du Luxembourg,2018,As new,3,1,Isolated,,,20m²square meters,Yes,USA hyper equipped,10m²square meters,4,15m²square meters,12m²square meters,12m²square meters,24m²square meters,1,1,2,,Yes,,,No,399m²square meters,Connected,Yes,68 kWh/m²kilowatt hour per square meters,A,20180606503887,13 kg CO₂/m²,15992 kWh/year,Gas,Yes,"€ 459,000459000 €","€ 1,1451145 €",No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4972782,Belgian Luxembourg,7.94 m,2,,11.92 mmeters,,24m²square meters,Yes,No,,,"Living area (residential, urban or rural)",No,No,,No,,283m²square meters,24m²square meters,,Yes,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145550,10145550,house,house,199000,forsale,6760,xl,installed,,torenovate,fueloil,344,5,543,,true,200,true,,,1,2,,Belgian Luxembourg,After signing the deed,Zone Sud Province du Luxembourg,,To renovate,4,1,Urban,,144m²square meters,31m²square meters,,Installed,15m²square meters,5,15m²square meters,14m²square meters,12m²square meters,9m²square meters,1,,1,,,75m²square meters,,No,543m²square meters,Connected,No,344 kWh/m²kilowatt hour per square meters,E,20220613019524,85 kg CO₂/m²,64814 kWh/year,Fuel oil,Yes,"€ 199,000199000 €",€ 645645 €,No,Faubourg d'Arival 16 6760- Virton,https://honesty.be/,4962452,Belgian Luxembourg,11 m,2,,17 mmeters,Yes,,,,,,,No,No,Yes,No,,200m²square meters,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149645,10149645,house,house,299000,forsale,6717,xl,notinstalled,,torenovate,fueloil,343,3,491,,true,,true,,,2,,,Belgian Luxembourg,After signing the deed,,,To renovate,2,2,,,231m²square meters,,,Not installed,,3,,,,,1,,2,,,,,No,491m²square meters,,,343 kWh/m²kilowatt hour per square meters,E,20220401018340,85 kg CO₂/m²,64553 kWh/year,Fuel oil,Yes,"€ 299,000299000 €",€ 327327 €,No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5478 - 361007789,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007084,10007084,house,house,160000,forsale,6980,xl,notinstalled,1899,torenovate,fueloil,509,3,682,,,,,,,,,,Belgian Luxembourg,After signing the deed,,1899,To renovate,3,,,,196m²square meters,,Yes,Not installed,,3,,,,,1,,,,,,,No,682m²square meters,Not connected,Yes,509 kWh/m²kilowatt hour per square meters,F,20220323020151,127 kg CO₂/m²,99856 kWh/year,Fuel oil,Yes,"€ 160,000160000 €",€ 441441 €,No,Route de Marche 143 6600- Bastogne,http://www.era.be/topimmo,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,Another type of area,,,,,,,,,,,,,,,,No,,,509,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965078,9965078,house,countrycottage,150000,forsale,6830,xl,notinstalled,1954,torenovate,fueloil,547,4,1345,,,,,,,,,,Belgian Luxembourg,After signing the deed,,1954,To renovate,3,,,,229m²square meters,,,Not installed,25m²square meters,4,,,,,1,,,,,,,No,1345m²square meters,Connected,No,547 kWh/m²kilowatt hour per square meters,G,20220613014163,136 kg CO₂/m²,125323 kWh/year,Fuel oil,No,"€ 150,000150000 €",€ 577577 €,No,"Avenue de la Gare, 171 6840- Neufchateau",,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,Another type of area,,,,,,,,,,,,,,,,No,,,547,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141228,10141228,house,house,249000,forsale,6741,xl,semiequipped,1875,torenovate,fueloil,614,3,427,,true,,,,,1,1,,Belgian Luxembourg,After signing the deed,,1875,To renovate,3,1,,,387m²square meters,45m²square meters,,Semi equipped,,3,,,,,,1,1,,,,,No,427m²square meters,,,614 kWh/m²kilowatt hour per square meters,G,20220922003275,Not specified,130811 kWh/year,Fuel oil,Yes,"€ 249,000249000 €",€ 547547 €,No,rue de la Fraternité 8 6792- Halanzy,http://www.alisonimmo.be,405 - 1558,Belgian Luxembourg,,1,,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,Yes,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679905,9679905,house,mixedusebuilding,639000,forsale,6900,xl,installed,1940,good,fueloil,253,5,40100,true,true,,true,true,,,5,,Belgian Luxembourg,To be defined,Zone Nord Province du Luxembourg,1940,Good,4,,Urban,,247m²square meters,,,Installed,,5,45m²square meters,18m²square meters,10m²square meters,12m²square meters,2,2,2,,Yes,,,No,40100m²square meters,Connected,No,253 kWh/m²kilowatt hour per square meters,C,20150828015988,63 kg CO₂/m²,62306 kWh/year,Fuel oil,Yes,"€ 639,000639000 €",,Yes,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4566737,Belgian Luxembourg,,5,Yes,,,,No,No,No,,,No,Yes,,No,Yes,,20m²square meters,Yes,Yes,20m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160306,10160306,house,townhouse,145000,forsale,6870,xl,semiequipped,,good,fueloil,428,3,0,true,,,true,,,1,,,Belgian Luxembourg,After signing the deed,Zone Centre Province du Luxembourg,,Good,3,1,Urban,,120m²square meters,30m²square meters,,Semi equipped,12m²square meters,3,18m²square meters,13m²square meters,9m²square meters,,1,1,2,,,,,No,,Connected,No,428 kWh/m²kilowatt hour per square meters,F,20222002024204,106 kg CO₂/m²,62766 kWh/year,Fuel oil,Yes,"€ 145,000145000 €","€ 1,0531053 €",No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4932999,Belgian Luxembourg,5.7 m,,Yes,,,55m²square meters,,,,Non flood zone,,No,No,,No,,,4m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054504,10054504,house,house,259500,forsale,6800,xl,notinstalled,1975,torenovate,fueloil,463,4,929,,true,820,true,,,1,1,,Belgian Luxembourg,After signing the deed,Zone Centre Province du Luxembourg,1975,To renovate,4,1,Urban,,,39m²square meters,,Not installed,20m²square meters,4,16m²square meters,13m²square meters,16m²square meters,26m²square meters,1,,2,,,54m²square meters,,No,929m²square meters,Connected,No,463 kWh/m²kilowatt hour per square meters,F,20220324014140,14 kg CO₂/m²,88163 kWh/year,Fuel oil,Yes,"€ 259,500259500 €","€ 1,2661266 €",No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4862144,Belgian Luxembourg,13.6 m,1,,20 mmeters,,160m²square meters,,,,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,820m²square meters,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132757,10132757,house,house,290000,forsale,6800,xl,semiequipped,1919,torenovate,fueloil,584,4,606,true,true,460,true,,,1,2,,Belgian Luxembourg,Depending on the tenant,Zone Centre Province du Luxembourg,1919,To renovate,4,1,Urban,,180m²square meters,29m²square meters,Yes,Semi equipped,14m²square meters,4,12m²square meters,17m²square meters,15m²square meters,23m²square meters,2,2,2,,,34m²square meters,22m²square meters,No,606m²square meters,Connected,No,584 kWh/m²kilowatt hour per square meters,G,20181001004270,144 kg CO₂/m²,82500 kWh/year,Fuel oil,Yes,"€ 290,000290000 €","€ 1,3111311 €",No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4945588,Belgian Luxembourg,990 m,2,,13.3 mmeters,,145m²square meters,,,,Non flood zone,,No,No,Yes,No,,460m²square meters,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072094,10072094,house,house,340000,forsale,6840,xl,usainstalled,1963,asnew,fueloil,208,3,916,true,true,,true,true,,1,1,,Belgian Luxembourg,Depending on the tenant,Zone Centre Province du Luxembourg,1963,As new,4,1,Countryside,Link to the virtual visit,208m²square meters,16m²square meters,Yes,USA installed,14m²square meters,3,23m²square meters,12m²square meters,8m²square meters,,1,1,2,5m²square meters,Yes,8m²square meters,20m²square meters,No,916m²square meters,,No,208 kWh/m²kilowatt hour per square meters,C,20220616019391,52 kg CO₂/m²,39859 kWh/year,Fuel oil,Yes,"€ 340,000340000 €",€ 550550 €,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4868612,Belgian Luxembourg,14.76 m,1,,12.5 mmeters,Yes,159m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974578,9974578,house,house,299000,forsale,6900,xl,semiequipped,,tobedoneup,fueloil,323,6,1203,,,,true,,,1,4,,Belgian Luxembourg,After signing the deed,Zone Nord Province du Luxembourg,,To be done up,4,1,Isolated,,135m²square meters,23m²square meters,,Semi equipped,14m²square meters,6,14m²square meters,11m²square meters,10m²square meters,15m²square meters,1,1,1,,,,,No,1203m²square meters,Connected,No,323 kWh/m²kilowatt hour per square meters,D,20160904004458,80 kg CO₂/m²,53764 kWh/year,Fuel oil,,"€ 299,000299000 €",€ 704704 €,No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4783073,Belgian Luxembourg,14.9 m,4,,32 mmeters,Yes,,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)",No,Yes,,No,,,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126311,10126311,house,house,249000,forsale,6950,xl,semiequipped,1910,tobedoneup,fueloil,474,3,2361,true,true,2091,true,,,1,2,,Belgian Luxembourg,After signing the deed,Zone Nord Province du Luxembourg,1910,To be done up,4,1,Countryside,Link to the virtual visit,269m²square meters,11m²square meters,Yes,Semi equipped,11m²square meters,3,12m²square meters,12m²square meters,9m²square meters,,1,1,2,,,10m²square meters,83m²square meters,No,2361m²square meters,Connected,No,474 kWh/m²kilowatt hour per square meters,F,20211120001296,117 kg CO₂/m²,62829 kWh/year,Fuel oil,Yes,"€ 249,000249000 €",€ 463463 €,No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4936138,Belgian Luxembourg,11 m,2,,11.2 mmeters,,269m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,2091m²square meters,14m²square meters,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132761,10132761,house,house,360000,forsale,6790,xl,semiequipped,,torenovate,fueloil,340,4,1000,true,,560,,,,1,4,,Belgian Luxembourg,After signing the deed,Zone Sud Province du Luxembourg,,To renovate,4,1,Isolated,,210m²square meters,29m²square meters,Yes,Semi equipped,19m²square meters,4,15m²square meters,14m²square meters,14m²square meters,18m²square meters,1,2,3,,,,40m²square meters,No,1000m²square meters,,,340 kWh/m²kilowatt hour per square meters,D,20220407017726,84 kg CO₂/m²,89562 kWh/year,Fuel oil,,"€ 360,000360000 €","€ 1,2351235 €",No,Route de Longwy 572A 6700- Arlon,https://honesty.be/,4945443,Belgian Luxembourg,14 m,4,,21 mmeters,,154m²square meters,,,,,,,,,,,560m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072747,10072747,house,house,465000,forsale,6780,xl,installed,2004,good,fueloil,296,5,1522,,,,,,,1,3,,Belgian Luxembourg,,,2004,Good,4,1,,,261m²square meters,,,Installed,,5,,,,,1,,2,,,,,No,1522m²square meters,,,296 kWh/m²kilowatt hour per square meters,D,20151210005606,74 kg CO₂/m²,77108 kWh/year,Fuel oil,Yes,"€ 465,000465000 €","€ 1,2371237 €",No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5382 - 361007193,Belgian Luxembourg,12 m,3,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103785,10103785,house,house,550000,forsale,6640,xl,usahyperequipped,2015,asnew,electric,66,5,968,,true,968,true,,,,,,Belgian Luxembourg,After signing the deed,Zone Centre Province du Luxembourg,2015,As new,4,,Countryside,,262m²square meters,34m²square meters,,USA hyper equipped,20m²square meters,5,16m²square meters,18m²square meters,18m²square meters,13m²square meters,2,2,3,,,24m²square meters,,No,968m²square meters,Connected,No,66 kWh/m²kilowatt hour per square meters,A,2021080503620,Not specified,20644 kWh/year,Electric,,"€ 550,000550000 €",€ 781781 €,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4785758,Belgian Luxembourg,8.82 m,,,14.79 mmeters,Yes,123m²square meters,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,968m²square meters,,,,15m²square meters,,August 20 2022 - 12:00 AM,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123939,10123939,house,house,549000,forsale,6890,xl,notinstalled,1958,torenovate,fueloil,494,6,1145,true,,950,true,,,1,4,,Belgian Luxembourg,After signing the deed,Zone Centre Province du Luxembourg,1958,To renovate,4,1,Isolated,Link to the virtual visit,178m²square meters,26m²square meters,Yes,Not installed,11m²square meters,6,16m²square meters,16m²square meters,11m²square meters,10m²square meters,2,,3,,,,50m²square meters,No,1145m²square meters,Connected,No,494 kWh/m²kilowatt hour per square meters,F,20220624017188,122 kg CO₂/m²,40893 kWh/year,Fuel oil,,"€ 549,000549000 €",€ 861861 €,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4905638,Belgian Luxembourg,10 m,4,,20 mmeters,,180m²square meters,,,,,"Living area (residential, urban or rural)",,,,,,950m²square meters,50m²square meters,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998989,9998989,house,house,290000,forsale,6850,xl,hyperequipped,2023,asnew,gas,78,4,320,true,,190,true,,,1,2,1,Belgian Luxembourg,At delivery,Zone Centre Province du Luxembourg,2023,As new,3,1,Isolated,,130m²square meters,16m²square meters,Yes,Hyper equipped,15m²square meters,4,11m²square meters,11m²square meters,12m²square meters,11m²square meters,2,,2,,,,,No,320m²square meters,Connected,No,78 kWh/m²kilowatt hour per square meters,A,RWPEB-131201,Not specified,Not specified,Gas,Yes,"€ 290,000290000 €",,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4767271,Belgian Luxembourg,9 m,2,Yes,12.5 mmeters,,106m²square meters,,,,Non flood zone,Residential park,Yes,No,Yes,No,,190m²square meters,27m²square meters,,Yes,,,September 15 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111099,10111099,house,house,480000,forsale,6700,xl,,1850,,fueloil,398,5,1455,,,,,,,1,5,,Belgian Luxembourg,,,1850,,4,1,,,514m²square meters,38m²square meters,,,,5,,,,,1,1,2,,,,,No,1455m²square meters,,,398 kWh/m²kilowatt hour per square meters,E,20220531003248,Not specified,103675 kWh/year,Fuel oil,Yes,"€ 480,000480000 €",€ 656656 €,No,rue de la Fraternité 8 6792- Halanzy,http://www.alisonimmo.be,402 - 1533,Belgian Luxembourg,,5,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,North,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118937,10118937,house,house,299000,forsale,6997,xl,,2010,,gas,84,3,975,,,,true,,,1,,,Belgian Luxembourg,,,2010,,4,1,Countryside,,130m²square meters,,Yes,,7m²square meters,3,13m²square meters,11m²square meters,11m²square meters,,1,1,2,,,,,Yes,975m²square meters,,Yes,84 kWh/m²kilowatt hour per square meters,A,20220307009156,15 kg CO₂/m²,10993 kWh/year,Gas,Yes,"€ 299,000299000 €",€ 597597 €,No,Rue Lantigné 22 6940- Durbuy,http://www.maisons-chalets-ardennes.be,3450 - 5722370,Belgian Luxembourg,,,,,Yes,,Yes,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162296,10162296,house,house,455000,forsale,6700,xl,hyperequipped,,good,gas,129,5,164,,,,true,,,1,,,Belgian Luxembourg,Immediately,,,Good,2,1,,,280m²square meters,45m²square meters,,Hyper equipped,,5,,,,,1,,3,,,,,No,164m²square meters,,Yes,129 kWh/m²kilowatt hour per square meters,B,2013920004351,Not specified,26185 kWh/year,Gas,Yes,"€ 455,000455000 €","€ 2,0762076 €",No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1096 - 437,Belgian Luxembourg,,,,,,,,,,,,,,,,,,65m²square meters,,,,No,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071315,10071315,house,countrycottage,99000,forsale,6673,xl,,1948,torestore,fueloil,542,3,2600,,,,,,,,,,Belgian Luxembourg,,,1948,To restore,4,,,,162m²square meters,,Yes,,,3,,,,,,,,,,,,No,2600m²square meters,Not connected,Yes,542 kWh/m²kilowatt hour per square meters,G,20220726011731,135 kg CO₂/m²,87744 kWh/year,Fuel oil,Yes,"€ 99,00099000 €",€ 446446 €,No,Route de Marche 143 6600- Bastogne,http://www.era.be/topimmo,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,No,,,542,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993692,9993692,house,house,299000,forsale,6850,xl,hyperequipped,2023,asnew,gas,78,4,350,true,,240,true,,,1,2,1,Belgian Luxembourg,At delivery,Zone Centre Province du Luxembourg,2023,As new,3,1,Isolated,,130m²square meters,16m²square meters,Yes,Hyper equipped,15m²square meters,4,11m²square meters,11m²square meters,12m²square meters,11m²square meters,2,,2,,,,,No,350m²square meters,Connected,No,78 kWh/m²kilowatt hour per square meters,A,RWPEB-131201,Not specified,Not specified,Gas,Yes,"€ 299,000299000 €",,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4767267,Belgian Luxembourg,9 m,2,Yes,12.5 mmeters,,106m²square meters,,,,Non flood zone,"Living area (residential, urban or rural)",Yes,No,Yes,No,,240m²square meters,30m²square meters,,Yes,,,September 15 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916441,9916441,house,house,315000,forsale,6640,xl,,1964,tobedoneup,fueloil,474,4,1200,,,,,true,,,,,Belgian Luxembourg,,,1964,To be done up,4,,,,253m²square meters,,Yes,,,4,,,,,1,,,,Yes,,,No,1200m²square meters,Connected,Yes,474 kWh/m²kilowatt hour per square meters,F,20220516022349,117 kg CO₂/m²,119690 kWh/year,Fuel oil,Yes,"€ 315,000315000 €",€ 860860 €,No,Route de Marche 143 6600- Bastogne,http://www.era.be/topimmo,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,Yes,No,,,474,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982323,9982323,house,house,320000,forsale,6600,xl,,1899,tobedoneup,pellet,254,4,2276,,,,,,,,,,Belgian Luxembourg,,,1899,To be done up,4,,,,256m²square meters,,Yes,,,4,,,,,1,,,,,,,No,2276m²square meters,Not connected,Yes,254 kWh/m²kilowatt hour per square meters,C,20220622016621,2 kg CO₂/m²,65235 kWh/year,Pellet,Yes,"€ 320,000320000 €",€ 399399 €,No,Route de Marche 143 6600- Bastogne,http://www.era.be/topimmo,,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,No,,,254,,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
