,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10080277,10080277,house,house,319000,forsale,6834,m,installed,1910,asnew,fueloil,441,5,2317,true,true,2195,true,,,2,5,,Belgian Luxembourg,After signing the deed,,1910,As new,3,2,,,,25m²square meters,,Installed,12m²square meters,5,14m²square meters,19m²square meters,17m²square meters,13m²square meters,2,2,2,,,,,No,2317m²square meters,,No,441 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,98363 kWh/year,Fuel oil,Yes,"€ 319,000319000 €",€ 497497 €,No,Rue Lamborelle 15 6600- Bastogne,http://www.beletlux.immo,4894874,Belgian Luxembourg,,5,Yes,,Yes,220m²square meters,,,,Non flood zone,,,Yes,Yes,,Yes,2195m²square meters,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167027,10167027,house,house,175000,forsale,6810,m,,,,fueloil,412,6,1107,,,,true,,,,,,Belgian Luxembourg,Immediately,Valansart,,,3,,Countryside,,,,,,,6,,,,,,,,,,,,,1107m²square meters,Connected,Yes,412 kWh/m²kilowatt hour per square meters,E,20220928025796,Not specified,129105 kWh/year,Fuel oil,,"€ 175,000175000 €",€ 685685 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142190,10142190,house,house,200000,forsale,6747,m,,,torenovate,fueloil,631,3,788,true,true,,,,,1,,,Belgian Luxembourg,After signing the deed,,,To renovate,3,1,,,131m²square meters,,,,,3,,,,,1,,,,,,,No,788m²square meters,,,631 kWh/m²kilowatt hour per square meters,G,20220401018482,156 kg CO₂/m²,85955 kWh/year,Fuel oil,,"€ 200,000200000 €",,,Rue de Bastogne 169 6700- Arlon,http://www.DANIEL-DEROME.BE,,Belgian Luxembourg,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,Derome Charlyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141713,10141713,house,house,350000,forsale,6780,m,installed,2022,,gas,,3,327,,,,true,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,3,,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,1,,2,,,,,,327m²square meters,,Yes,Not specified,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 350,000350000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141736,10141736,house,house,360000,forsale,6780,m,installed,2022,,gas,,3,327,,,,,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,3,,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,1,,2,,,,,,327m²square meters,,Yes,Not specified,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 360,000360000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132473,10132473,house,chalet,117000,forsale,6987,m,,,asnew,electric,741,3,0,,,,true,,,,,,Belgian Luxembourg,To be defined,,,As new,4,,,,55m²square meters,,,,,3,,,,,1,,,,,,,Yes,,,No,741 kWh/m²kilowatt hour per square meters,G,20220920008423,211 kg CO₂/m²,41067 kWh/year,Electric,Yes,"€ 117,000117000 €",,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4936168,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,,,,,,,January 2 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030515,10030515,house,mixedusebuilding,745000,forsale,6987,m,installed,,good,fueloil,,10,2472,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,Good,4,,,,,,Yes,Installed,25m²square meters,10,21m²square meters,21m²square meters,20m²square meters,20m²square meters,10,,,,,,,No,2472m²square meters,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 745,000745000 €",,Yes,Wechelsebaan 64 2275- Lille,http://www.janssenenjanssen.be,1314980 - 1314294,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,,,,,,,,,,Yes,20m²square meters,No,,,,,,,,,,,,,,Yes,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102625,10102625,house,house,375000,forsale,6780,m,installed,2022,,gas,,3,226,,,,,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,3,,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,1,,2,,,,,,226m²square meters,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 375,000375000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021255,10021255,house,house,159000,forsale,6980,m,installed,1952,justrenovated,electric,,1,0,,true,,,,,,,,Belgian Luxembourg,After signing the deed,,1952,Just renovated,2,,Mall,,,,,Installed,14m²square meters,1,12m²square meters,,,,1,,,,No,17m²square meters,,,,Connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 159,000159000 €",,No,,,,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,Yes,,,,,,,No,No,,,,"Yes, conform",No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138876,10138876,house,house,300000,forsale,6820,m,,,asnew,fueloil,387,5,221,,,,true,,,,,,Belgian Luxembourg,,Chassepierre,,As new,2,,"Living area (residential, urban or rural)",,,,,,,5,,,,,,,,,,,,,221m²square meters,Connected,Yes,387 kWh/m²kilowatt hour per square meters,E,20141126001990,Not specified,110186 kWh/year,Fuel oil,Yes,"€ 300,000300000 €",€ 778778 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012785,10012785,house,exceptionalproperty,399000,forsale,6980,m,,,torenovate,,340,7,414,true,true,,true,,,,6,,Belgian Luxembourg,To be defined,The Ardennes,,To renovate,4,,Countryside,Link to the virtual visit,,,,,,7,,,,,5,5,8,,,,,No,414m²square meters,Connected,No,340 kWh/m²kilowatt hour per square meters,D,20171219015084,84 kg CO₂/m²,167043 kWh/year,,Yes,"Make an offer starting from€ 399,000Make an offer starting from399000 €","€ 1,6751675 €",No,"Rue des Ecoles 84 6800- Etalle, Habay et Paliseul",,4842517,Belgian Luxembourg,13.04 m,6,Yes,13.04 mmeters,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150725,10150725,house,house,210000,forsale,6790,m,installed,,,fueloil,416,3,162,true,true,,,,,,,,Belgian Luxembourg,To be defined,,,,2,,,,,,Yes,Installed,,3,,,,,1,,,,,,,,162m²square meters,,,416 kWh/m²kilowatt hour per square meters,E,20220822005325,Not specified,58845 kWh/year,Fuel oil,,"€ 210,000210000 €",€ 835835 €,No,"rue de la Clinique, 7 6780- MESSANCY",,,Belgian Luxembourg,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,Olivia PERLEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036750,10036750,house,house,80000,forsale,6810,m,,,torenovate,fueloil,484,3,1890,,,,,,,,,,Belgian Luxembourg,Immediately,Pin,,To renovate,3,,"Living area (residential, urban or rural)",,,,,,,3,,,,,,,,,,,,,1890m²square meters,Connected,Yes,484 kWh/m²kilowatt hour per square meters,F,20220725018699,Not specified,53592 kWh/year,Fuel oil,Yes,"€ 80,00080000 €",€ 523523 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yvesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088806,10088806,house,house,185000,forsale,6810,m,,,asnew,fueloil,359,1,214,,,,,,,,,,Belgian Luxembourg,,,,As new,3,,"Living area (residential, urban or rural)",,,,,,,1,,,,,,,,,,,,,214m²square meters,Connected,Yes,359 kWh/m²kilowatt hour per square meters,E,20220812005638,Not specified,70742 kWh/year,Fuel oil,Yes,"€ 185,000185000 €",€ 770770 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116566,10116566,house,house,195000,forsale,6820,m,,,good,fueloil,420,5,500,,,,true,,,,,,Belgian Luxembourg,After signing the deed,Lacuisine,,Good,3,,,,,,,,,5,,,,,,,,,,,,,500m²square meters,Connected,Yes,420 kWh/m²kilowatt hour per square meters,F,20220907018916,Not specified,161295 kWh/year,Fuel oil,Yes,"€ 195,000195000 €",€ 972972 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9842495,9842495,house,countrycottage,230000,forsale,6811,m,,,asnew,fueloil,328,5,725,,,,,,,,,,Belgian Luxembourg,To be defined,,,As new,4,,Countryside,,,,,,,5,,,,,,,,,,,,,725m²square meters,Connected,Yes,328 kWh/m²kilowatt hour per square meters,D,20191011017107,Not specified,75954 kWh/year,Fuel oil,Yes,"€ 230,000230000 €",€ 727727 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989972,9989972,house,house,319900,forsale,6791,m,,,torenovate,fueloil,430,4,0,true,true,600,true,,,2,2,,Belgian Luxembourg,After signing the deed,,,To renovate,3,2,,Link to the virtual visit,,,Yes,,20m²square meters,4,13m²square meters,9m²square meters,9m²square meters,8m²square meters,1,,1,,No,8m²square meters,,No,,Connected,No,430 kWh/m²kilowatt hour per square meters,F,20211109007884,Not specified,61222 kWh/year,Fuel oil,Yes,"€ 319,900319900 €",€ 991991 €,No,Avenue de Petagne 6 4734- Petange,http://www.immob2.com,7186111,Belgian Luxembourg,,2,Yes,,,,,,,,,,,,,,600m²square meters,20m²square meters,,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,Yes,,,,,,,,,,Nicolas DOYEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015205,10015205,house,countrycottage,335000,forsale,6690,m,semiequipped,,tobedoneup,gas,271,11,2160,,true,,true,,,,6,,Belgian Luxembourg,After signing the deed,,,To be done up,4,,,,600m²square meters,,,Semi equipped,,11,,,,,,4,,,,,,,2160m²square meters,Connected,,271 kWh/m²kilowatt hour per square meters,D,20130514009926,Not specified,Not specified,Gas,Yes,"€ 335,000335000 €",€ 745745 €,,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,,6,,,Yes,,,,,,"Living area (residential, urban or rural)",,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107891,10107891,house,castle,550000,forsale,6824,m,,1867,good,fueloil,,6,280000,,true,28000,true,,,4,6,,Belgian Luxembourg,After signing the deed,,1867,Good,4,4,,,450m²square meters,,,,,6,,,,,4,,2,,,,,No,280000m²square meters,Not connected,No,Not specified,Not specified,G,Not specified,Not specified,Fuel oil,,"€ 550,000550000 €",,No,"Av. de Broqueville, 57 Bte 18 1200- Bruxelles",,4802492,Belgian Luxembourg,,6,,,,,,No,,,"Living area (residential, urban or rural)",,,,,Yes,28000m²square meters,80m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778392,9778392,house,exceptionalproperty,720000,forsale,6661,m,,,,,281,4,6100,,,,,,true,,,,Belgian Luxembourg,To be defined,Ardenne,,,4,,,,338m²square meters,,,,,4,,,,,2,,,,,,,No,6100m²square meters,,No,281 kWh/m²kilowatt hour per square meters,D,20211004024105,71 kg CO₂/m²,94800 kWh/year,,,"€ 720,000720000 €","€ 1,0571057 €",No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4531909,Belgian Luxembourg,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980015,9980015,house,house,75000,forsale,6987,m,,,torestore,,,1,170,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,To restore,2,,,,261m²square meters,,,,,1,,,,,,,,,,,,No,170m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 75,00075000 €",€ 3434 €,No,"Rue de Hotton, 22 6987- Rendeux",http://www.bg-immo.be,2615 - 2303,Belgian Luxembourg,,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017363,10017363,house,apartmentblock,105000,forsale,6840,m,notinstalled,1925,,,301,2,0,,,,true,,,,,,Belgian Luxembourg,,,1925,,,,,,,,,Not installed,,2,,,,,1,,,,,,,No,,Connected,No,301 kWh/m²kilowatt hour per square meters,D,20181120018389,75 kg CO₂/m²,37325 kWh/year,,No,"€ 105,000105000 €",,Yes,Avenue de Bouillon 3 6800- Libramont,http://www.immocentreardennes.be,153,Belgian Luxembourg,,,,,,,,,,,,,,,,,,22m²square meters,,,,,,,,,No,,,37325,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155734,10155734,house,house,320000,forsale,6680,m,,2022,asnew,gas,,3,871,,,,,,,1,,1,Belgian Luxembourg,To be defined,,2022,As new,3,1,Countryside,,,,,,,3,,,,,2,2,3,,,,,,871m²square meters,,,Not specified,A,En cours,Not specified,Not specified,Gas,Yes,"€ 320,000320000 €",,No,Rue Pierre Thomas 60 6600- BASTOGNE,http://www.notairespirletboinet.be,,Belgian Luxembourg,,,,,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,No,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,Pascal LIEGEOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050484,10050484,house,house,235000,forsale,6670,m,semiequipped,,good,fueloil,604,1,1392,,,,,,,1,4,,Belgian Luxembourg,,,,Good,4,1,,,88m²square meters,22m²square meters,,Semi equipped,15m²square meters,1,14m²square meters,,,,1,,1,,,,,No,1392m²square meters,,,604 kWh/m²kilowatt hour per square meters,G,20220727008709,149 kg CO₂/m²,67600 kWh/year,Fuel oil,Yes,"€ 235,000235000 €",€ 356356 €,No,Rue du Vivier 212 6600- Bastogne,http://www.immoplainchamp.be,4864134,Belgian Luxembourg,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984136,9984136,house,house,300000,forsale,6792,m,,,tobedoneup,,427,4,877,true,,,,,,,,,Belgian Luxembourg,After signing the deed,,,To be done up,3,,,,,,,,,4,,,,,,1,1,,,,,,877m²square meters,Connected,,427 kWh/m²kilowatt hour per square meters,F,20220603010480,Not specified,110760 kWh/year,,,"€ 300,000300000 €",€ 698698 €,No,"Rue Belle-Vue, 29 6740- ETALLE",,,Belgian Luxembourg,,,Yes,,,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,Yes,,,,,,,,,,Celine-Marie BECHET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043264,10043264,house,exceptionalproperty,439000,forsale,6990,m,installed,2005,asnew,,140,5,2349,,,2289,true,true,,1,9,,Belgian Luxembourg,At delivery,,2005,As new,4,1,,,,18m²square meters,Yes,Installed,,5,14m²square meters,10m²square meters,13m²square meters,15m²square meters,3,3,4,8m²square meters,Yes,,,No,2349m²square meters,Connected,No,140 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,37662 kWh/year,,Yes,"€ 439,000439000 €","€ 1,2401240 €",No,Rue Lamborelle 15 6600- Bastogne,http://www.beletlux.immo,4857496,Belgian Luxembourg,,9,,,,160m²square meters,,,,Non flood zone,,,,Yes,,,2289m²square meters,108m²square meters,,,14m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971486,9971486,house,house,1099000,forsale,6700,m,,,good,fueloil,289,7,0,,true,,,,,,,,Belgian Luxembourg,After signing the deed,,,Good,,,,,350m²square meters,101m²square meters,Yes,,22m²square meters,7,17m²square meters,17m²square meters,17m²square meters,15m²square meters,,4,5,,No,35m²square meters,,No,,Connected,No,289 kWh/m²kilowatt hour per square meters,D,D,5950 kg CO₂/m²,23912 kWh/year,Fuel oil,Yes,"€ 1,099,0001099000 €","€ 4,5664566 €",No,Rue des Guillemins4000- Liège,http://www.belgique.immoliaison.fr,7091070,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,8m²square meters,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Dimitri PORTMANN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9879030,9879030,house,house,375000,forsale,6780,m,,2022,,gas,,3,226,,,,true,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,3,,"Living area (residential, urban or rural)",,,,,,,3,,,,,,,2,,,,,,226m²square meters,,Yes,Not specified,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 375,000375000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,Yes,,,,,Non flood zone,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153720,10153720,house,house,300000,forsale,6900,m,,,,fueloil,336,4,1299,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,,4,,,Link to the virtual visit,,,,,,4,,,,,,,,,,,,,1299m²square meters,,,336 kWh/m²kilowatt hour per square meters,D,20220711008952,Not specified,62238 kWh/year,Fuel oil,,"€ 300,000300000 €","€ 1,0981098 €",No,"Rue Devant Sauvenière, 12 5580- ROCHEFORT",,,Belgian Luxembourg,,,,,,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Philippe de WASSEIGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081562,9081562,housegroup,housegroup,84000-425000,forsale,6720,m,,,,,,,,,,,,,,,,1,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,"Rue de la Besace, 14 6852- Our-Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076300,10076300,house,house,195000,forsale,6820,m,,,tobedoneup,fueloil,400,4,479,,true,,,,,,,,Belgian Luxembourg,After signing the deed,,,To be done up,3,,"Living area (residential, urban or rural)",,,22m²square meters,Yes,,10m²square meters,4,,,,,,,,,,37m²square meters,,,479m²square meters,,,400 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 195,000195000 €",,,Place Albert 1er 24 6820- Florenville,http://www.iti.be,,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162209,10162209,house,house,120000,forsale,6810,m,,,torestore,,,3,1550,,,1550,,,,,,,Belgian Luxembourg,After signing the deed,,,To restore,4,,Countryside,,,,Yes,,,3,,,,,1,,1,,No,,,,1550m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 120,000120000 €",,No,,,,Belgian Luxembourg,,,,,,,,,,Non flood zone,,,,,,,1550m²square meters,,,,,,,,,No,No,,,,,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10130774,10130774,house,house,92000,forsale,6640,m,,,torenovate,pellet,722,2,0,,,,,,,,,,Belgian Luxembourg,Immediately,,,To renovate,4,,,,,,,,,2,,,,,1,,,,,,,,,,,722 kWh/m²kilowatt hour per square meters,G,20220228013221,Not specified,119776 kWh/year,Pellet,No,"Make an offer starting from€ 92,000Make an offer starting from92000 €",€ 309309 €,No,Rue Sainte-Marie des Champs 134/1 6637- Fauvillers,,,Belgian Luxembourg,,,,,,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,Marie FRANCOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941752,8941752,house,mixedusebuilding,240000,forsale,6880,m,,,torenovate,fueloil,410,4,636,,,,,,,1,4,,Belgian Luxembourg,After signing the deed,,,To renovate,3,1,,,614m²square meters,,,,,4,,,,,,,,,,,,,636m²square meters,Connected,,410 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 240,000240000 €","€ 2,7802780 €",Yes,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086566,10086566,house,house,865000,forsale,6900,m,installed,,good,gas,251,6,0,,true,,true,,,,,,Belgian Luxembourg,To be defined,,,Good,,,,,,,,Installed,,6,,,,,,,6,,,,,No,,Connected,Yes,251 kWh/m²kilowatt hour per square meters,C,20220127013518,Not specified,Not specified,Gas,Yes,"€ 865,000865000 €",,Yes,Boulevard du Nord 16 6900- Marche,http://www.condrogest.be,,Belgian Luxembourg,,,,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072441,10072441,house,villa,355000,forsale,6791,m,,2014,asnew,gas,,3,200,,,,,,,1,1,,Belgian Luxembourg,,,2014,As new,2,1,,,110m²square meters,,,,,3,,,,,,,,,,,,,200m²square meters,Connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,"€ 355,000355000 €",€ 900900 €,No,"45, GRAND-RUE 4575- DIFFERDANGE",,,Belgian Luxembourg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Reis,,,,,,,,,,,,,,,,,,,€ 5555 €,,,,,,,,,,
10087905,10087905,house,house,330000,forsale,6630,m,installed,1929,good,fueloil,,8,180,,true,,true,true,,1,,,Belgian Luxembourg,After signing the deed,,1929,Good,3,1,,,350m²square meters,45m²square meters,Yes,Installed,12m²square meters,8,15m²square meters,18m²square meters,14m²square meters,12m²square meters,2,2,2,12m²square meters,Yes,,,No,180m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 330,000330000 €",,No,Rue Lamborelle 15 6600- Bastogne,http://www.beletlux.immo,4897819,Belgian Luxembourg,,,,,,,,,,Non flood zone,,,,Yes,,Yes,,66m²square meters,,,11m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
