,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10120498,10120498,housegroup,housegroup,364500-369500,forsale,3271,xl,,,,,,,,,,,,,,,,1,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Theofiel De Biestraat 11 2220- Heist-op-den-Berg,http://www.heylenvastgoed.be,67401 - NWB-22-FVD-0,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9623528,9623528,house,house,375000,forsale,1620,xl,installed,1920,tobedoneup,gas,370,4,160,true,true,50,true,,,,,,Flemish Brabant,After signing the deed,Bruxelles-Sud,1920,To be done up,2,,,Isolated,,160m²square meters,14m²square meters,Yes,Installed,11m²square meters,4,15m²square meters,14m²square meters,9m²square meters,40m²square meters,,2,2,,10m²square meters,No,,160m²square meters,Yes,,No,,No,370 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 375,000375000 €",€ 855855 €,No,Avenue des aubépines 32 1180- Uccle,,4582002,Flemish Brabant,,6.52 m,2,,Yes,6.52 mmeters,Connected,50m²square meters,20m²square meters,No,,Yes,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10115010,10115010,house,house,399000,forsale,1800,xl,usainstalled,1837,good,gas,385,3,280,true,true,224,true,,,,3,,Flemish Brabant,,Bruxelles - Périphérie Nord,1837,Good,3,,3,Isolated,Link to the virtual visit,156m²square meters,31m²square meters,Yes,USA installed,12m²square meters,3,13m²square meters,11m²square meters,34m²square meters,,,1,1,,18m²square meters,No,,280m²square meters,Yes,,No,Yes,No,385 kWh/m²kilowatt hour per square meters,D,20150216-0001732474-1,Not specified,Not specified,Gas,Yes,"€ 399,000399000 €","€ 1,4031403 €",No,200 Hendrik I Lei 1800- Vilvoorde,http://www.weinvest.be,4932604,Flemish Brabant,,5 m,,,Yes,7 mmeters,Connected,224m²square meters,45m²square meters,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,No,59m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10027384,10027384,house,villa,419000,forsale,1980,xl,semiequipped,1958,good,gas,442,3,560,true,true,461,true,true,,1,3,,Flemish Brabant,After signing the deed,,1958,Good,4,1,3,Urban,Link to the virtual visit,140m²square meters,37m²square meters,Yes,Semi equipped,13m²square meters,3,13m²square meters,22m²square meters,13m²square meters,,,1,2,Yes,66m²square meters,No,,560m²square meters,Yes,,No,,No,442 kWh/m²kilowatt hour per square meters,E,202207140002641037,Not specified,Not specified,Gas,,"Make an offer starting from€ 419,000Make an offer starting from419000 €",€ 750750 €,No,200 Hendrik I Lei 1800- Vilvoorde,http://www.weinvest.be,4754833,Flemish Brabant,,8 m,,,,16 mmeters,Connected,461m²square meters,22m²square meters,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,No,99m²square meters,60m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10135978,10135978,house,house,419500,forsale,1730,xl,usahyperequipped,1994,asnew,gas,226,3,216,,,216,true,,,,1,,Flemish Brabant,After signing the deed,,1994,As new,3,,1,Urban,,179m²square meters,,,USA hyper equipped,,3,13m²square meters,12m²square meters,10m²square meters,,,1,2,,,,,216m²square meters,,Yes,,,,226 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,,"€ 419,500419500 €","€ 1,0281028 €",No,Astridlaan 1 1700- Dilbeek,http://www.living-stone.be,4935519,Flemish Brabant,,7 m,1,,,,,216m²square meters,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9855121,9855121,housegroup,housegroup,379000-414150,forsale,1790,xl,,,,,25,,,,,,,,,,,1,Flemish Brabant,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 kWh/m²kilowatt hour per square meters,A,1213,Not specified,Not specified,,,,,No,Astridlaan 1 1700- Dilbeek,http://www.living-stone.be,4727789,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862733,9862733,housegroup,housegroup,365000-365000,forsale,3271,xl,,,,,,,,,,,,,,,,1,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Theofiel De Biestraat 11 2220- Heist-op-den-Berg,http://www.heylenvastgoed.be,,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362082,9362082,house,house,239000,forsale,3300,xl,installed,1932,justrenovated,gas,232,3,195,,true,130,true,,,,,,Flemish Brabant,After signing the deed,,1932,Just renovated,2,,,,,112m²square meters,17m²square meters,,Installed,12m²square meters,3,12m²square meters,11m²square meters,9m²square meters,9m²square meters,,1,1,,,No,,195m²square meters,,,,,,232 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 239,000239000 €",€ 275275 €,No,Vismarkt 10 c 3000- Leuven,http://www.immo-time.be,2452 - 2991841,Flemish Brabant,,9 m,,,,9 mmeters,,130m²square meters,16m²square meters,,,,,,South,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096518,10096518,house,house,335000,forsale,1800,xl,semiequipped,1958,torenovate,fueloil,427,3,192,true,true,100,,,,,,,Flemish Brabant,After signing the deed,,1958,To renovate,2,,,"Living area (residential, urban or rural)",Link to the virtual visit,125m²square meters,24m²square meters,,Semi equipped,7m²square meters,3,11m²square meters,7m²square meters,12m²square meters,,,1,1,,15m²square meters,No,,192m²square meters,,,,,,427 kWh/m²kilowatt hour per square meters,E,20220902-000266827-RES-1,Not specified,Not specified,Fuel oil,,"€ 335,000335000 €",€ 994994 €,No,Meeuwenlaan 4 1800- Vilvoorde,http://www.urban-concept.be,4869812,Flemish Brabant,,6 m,,,,,,100m²square meters,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9969865,9969865,housegroup,housegroup,283900-529000,forsale,1540,xl,,,,,,,,,,,,,,,,1,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Naamsestraat 37 3000- Leuven,http://www.dyls.be,,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010856,10010856,house,house,450000,forsale,1500,xl,hyperequipped,2018,asnew,gas,66,5,230,true,,70,true,,,1,2,,Flemish Brabant,To be defined,,2018,As new,2,1,2,Urban,Link to the virtual visit,163m²square meters,27m²square meters,,Hyper equipped,14m²square meters,5,18m²square meters,11m²square meters,10m²square meters,14m²square meters,14m²square meters,2,3,,,No,,230m²square meters,Yes,,No,,No,66 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,Gas,Yes,"€ 450,000450000 €","€ 1,2301230 €",No,Avenue Louise 433 1050- Bruxelles,http://www.bytheway.immo,4841593,Flemish Brabant,,7 m,2,,Yes,7 mmeters,Connected,70m²square meters,30m²square meters,No,,,Non flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056454,10056454,house,house,475000,forsale,1970,xl,semiequipped,1974,good,gas,383,3,601,true,true,550,true,,,1,3,,Flemish Brabant,To be defined,,1974,Good,3,1,3,Isolated,,150m²square meters,25m²square meters,Yes,Semi equipped,10m²square meters,3,14m²square meters,12m²square meters,9m²square meters,,,1,1,,,No,Yes,601m²square meters,Yes,,No,,No,383 kWh/m²kilowatt hour per square meters,D,12227507,7472 kg CO₂/m²,Not specified,Gas,Yes,"€ 475,000475000 €","€ 1,6501650 €",No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,4867415,Flemish Brabant,August 12 2022 - 12:00 AM,8 m,1,,Yes,8 mmeters,Connected,550m²square meters,40m²square meters,No,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,601m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10127969,10127969,housegroup,housegroup,524000-539000,forsale,1820,xl,,,,,,,,,,,,,,,2,1,Flemish Brabant,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Tramlaan 249 1933- Sterrebeek,http://www.kasperkent.be,810 -Wonen in Perk,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10132433,10132433,housegroup,housegroup,499000-585000,forsale,1930,xl,,,,,150,,,,,,,,,32,32,1,Flemish Brabant,At delivery,Brabant Flamand,,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,150 kWh/m²kilowatt hour per square meters,B,1,15 kg CO₂/m²,Not specified,,,,,No,Boulevard de la Woluwe 62 boîte 3 1200- Woluwe-St-Lambert,http://www.latouretpetit.be,4928235,Flemish Brabant,December 29 2023 - 12:00 AM,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983636,9983636,house,mixedusebuilding,569000,forsale,3150,xl,hyperequipped,1920,tobedoneup,gas,370,5,280,true,true,80,true,,,,2,,Flemish Brabant,After signing the deed,Vlaams-Brabant Noorden,1920,To be done up,3,,2,Urban,,240m²square meters,14m²square meters,,Hyper equipped,15m²square meters,5,19m²square meters,16m²square meters,12m²square meters,19m²square meters,,1,6,,12m²square meters,Yes,,280m²square meters,Yes,,No,Yes,No,370 kWh/m²kilowatt hour per square meters,D,20210817-000245608-KNR-1,Not specified,Not specified,Gas,Yes,"€ 569,000569000 €","€ 1,0431043 €",Yes,Parklaan 59/1 1930- Zaventem,http://www.century21zaventem.be,4792672,Flemish Brabant,,7 m,1,,Yes,7 mmeters,Connected,80m²square meters,60m²square meters,Yes,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Mixed living area (accommodation &amp; economic activities),,Yes,No,150m²square meters,,,,150m²square meters,,,,,,,,,,,,,,,,,,,,,,
9406677,9406677,housegroup,housegroup,595000-645000,forsale,1780,xl,,,,,,,,,,,,,,,,1,Flemish Brabant,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Boshuisweg 50 2240- Zandhoven,http://www.cenconstruct.be,,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467840,9467840,housegroup,housegroup,624222-667411,forsale,3000,xl,,,,,,,,,,,,,,,,1,Flemish Brabant,To be defined,DijleDelta - Midden in de stad aan de Dijle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Keizershoek 350A 2550- Kontich,http://www.virix.be,,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504004,9504004,house,house,695000,forsale,1780,xl,hyperequipped,1974,asnew,gas,340,5,661,true,,510,true,,,1,3,,Flemish Brabant,To be defined,,1974,As new,4,1,3,Isolated,,287m²square meters,30m²square meters,Yes,Hyper equipped,15m²square meters,5,19m²square meters,17m²square meters,15m²square meters,10m²square meters,10m²square meters,2,3,,,No,,661m²square meters,Yes,,No,Yes,No,340 kWh/m²kilowatt hour per square meters,D,20210521-0002418453-RES-1,340 kg CO₂/m²,Not specified,Gas,Yes,"€ 695,000695000 €","€ 2,2382238 €",No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,4497601,Flemish Brabant,October 15 2021 - 12:00 AM,11.36 m,1,,Yes,18.4 mmeters,Connected,510m²square meters,40m²square meters,Yes,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,,661m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
9468323,9468323,housegroup,housegroup,717426-745831,forsale,3000,xl,,,,,,,,,,,,,,,,1,Flemish Brabant,To be defined,DijleDelta - Midden in de stad aan de Dijle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Keizershoek 350A 2550- Kontich,http://www.virix.be,,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085784,10085784,house,villa,735000,forsale,1640,xl,hyperequipped,1974,good,gas,339,4,951,true,true,700,true,,true,2,2,,Flemish Brabant,After signing the deed,1 - Bruxelles Sud,1974,Good,4,2,2,Countryside,Link to the virtual visit,215m²square meters,,Yes,Hyper equipped,,4,18m²square meters,14m²square meters,12m²square meters,9m²square meters,,2,2,,,No,,951m²square meters,No,Yes,No,Yes,Yes,339 kWh/m²kilowatt hour per square meters,D,20210617-0002430518-RES-1,Not specified,Not specified,Gas,,"Make an offer starting from€ 735,000Make an offer starting from735000 €","€ 4,1054105 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4894678,Flemish Brabant,January 1 2000 - 12:00 AM,12 m,2,,Yes,,Connected,700m²square meters,,No,,,Possible flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112268,10112268,housegroup,housegroup,1365000-1365000,forsale,1970,xl,,,,,45,,,,,,,,,1,1,1,Flemish Brabant,At delivery,Projets Bruxelles Est,,,,1,1,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,45 kWh/m²kilowatt hour per square meters,A,A,Not specified,Not specified,,,,,No,Chaussée de Waterloo 1382 1180- Uccle,,4904125,Flemish Brabant,December 31 2023 - 12:00 AM,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126511,10126511,house,house,1375000,forsale,3080,xl,hyperequipped,1972,good,fueloil,204,6,1557,true,true,1300,true,true,,2,4,,Flemish Brabant,After signing the deed,ARBORETUM - FORET,1972,Good,4,2,4,"Living area (residential, urban or rural)",,450m²square meters,70m²square meters,Yes,Hyper equipped,30m²square meters,6,25m²square meters,20m²square meters,20m²square meters,18m²square meters,18m²square meters,3,4,Yes,60m²square meters,No,Yes,1557m²square meters,Yes,,,Yes,,204 kWh/m²kilowatt hour per square meters,C,202105280002421417-RES-1,81 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 1,375,0001375000 €","€ 6,6086608 €",No,Avenue René Gobert 26 1180- Uccle,,,Flemish Brabant,,20 m,,40m²square meters,,55 mmeters,Connected,1300m²square meters,100m²square meters,Yes,Yes,Yes,,2,South,"Yes, conform",,,,Yes,,Yes,Yes,,Yes,South West,,,,,,,,,,,,,No,No,Residential area with cultural historical aesthetic value,,Yes,No,,60m²square meters,,"Yes, conform",,,Cédric Mathonnet,,,,,,,,,,,,,,,,,,,,
10085785,10085785,house,villa,735000,forsale,1650,xl,hyperequipped,1974,good,gas,339,4,951,true,true,700,true,,true,2,2,,Flemish Brabant,After signing the deed,1 - Bruxelles Sud,1974,Good,4,2,2,Countryside,Link to the virtual visit,215m²square meters,,Yes,Hyper equipped,,4,18m²square meters,14m²square meters,12m²square meters,9m²square meters,,2,2,,,No,,951m²square meters,No,Yes,No,Yes,Yes,339 kWh/m²kilowatt hour per square meters,D,20210617-0002430518-RES-1,Not specified,Not specified,Gas,,"Make an offer starting from€ 735,000Make an offer starting from735000 €","€ 4,1054105 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4894679,Flemish Brabant,January 1 2000 - 12:00 AM,12 m,2,,Yes,,Connected,700m²square meters,,No,,,Possible flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797648,9797648,house,villa,2750000,forsale,1640,xl,hyperequipped,1962,asnew,fueloil,255,5,4539,true,true,,true,true,,2,6,,Flemish Brabant,After signing the deed,Rhode -saint-genese,1962,As new,4,2,6,"Living area (residential, urban or rural)",,480m²square meters,120m²square meters,Yes,Hyper equipped,,5,40m²square meters,,,,,4,6,Yes,,,,4539m²square meters,Yes,,No,,,255 kWh/m²kilowatt hour per square meters,C,20141013-0001679855-000000015-5,30 kg CO₂/m²,Not specified,Fuel oil,,"€ 2,750,0002750000 €","€ 6,4586458 €",No,"Avenue Delleur, 8 1170- Watermael-Boitsfort",http://www.immo-lelion.be,030/5126,Flemish Brabant,,25 m,2,45m²square meters,Yes,,Connected,,80m²square meters,,,Yes,,,,"Yes, conform",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,45m²square meters,,,,,,,,,,,,,,,,,,,,,,
10159238,10159238,house,house,395000,forsale,1831,xl,hyperequipped,1990,justrenovated,gas,352,4,173,,true,,true,,,,,,Flemish Brabant,After signing the deed,Parc de Diegem,1990,Just renovated,,,,,,207m²square meters,40m²square meters,,Hyper equipped,,4,,,,,,1,3,,,No,,173m²square meters,Yes,,,,,352 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 395,000395000 €",,No,Place des chasseurs Ardennais 24-26 1030- Schaerbeek,http://www.eventimmo.be,8845 - 654658436,Flemish Brabant,,,1,,,,,,47m²square meters,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941053,9941053,housegroup,housegroup,2915000-3140000,forsale,1933,xl,,,,,46,,,,,,,,,,,1,Flemish Brabant,At delivery,Projets Bruxelles Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 kWh/m²kilowatt hour per square meters,A,B,Not specified,Not specified,,,,,No,Chaussée de Waterloo 1382 1180- Uccle,,4769090,Flemish Brabant,January 1 2025 - 12:00 AM,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166868,10166868,house,mixedusebuilding,449000,forsale,1780,xl,installed,1930,good,gas,529,2,118,,true,,true,,,,,,Flemish Brabant,Depending on the tenant,,1930,Good,2,,,Urban,Link to the virtual visit,195m²square meters,,Yes,Installed,7m²square meters,2,14m²square meters,16m²square meters,,,,1,3,,15m²square meters,No,,118m²square meters,No,Yes,No,,No,529 kWh/m²kilowatt hour per square meters,F,20191112-0002217466-RES-1,11 kg CO₂/m²,Not specified,Gas,Yes,"Make an offer starting from€ 449,000Make an offer starting from449000 €",,Yes,Place Communale 8 1160- Auderghem,http://www.weinvest.be,4935321,Flemish Brabant,,5.27 m,1,,,6 mmeters,Connected,,,No,Yes,Yes,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,94m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10164476,10164476,house,house,328000,forsale,1650,xl,semiequipped,1972,torenovate,fueloil,563,3,267,,,,true,,,1,2,,Flemish Brabant,After signing the deed,,1972,To renovate,3,1,2,,,102m²square meters,32m²square meters,,Semi equipped,7m²square meters,3,12m²square meters,10m²square meters,9m²square meters,,,1,2,,,No,,267m²square meters,Yes,Yes,,,,563 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 328,000328000 €",€ 984984 €,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7808 - 3602,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163752,10163752,house,house,269000,forsale,1800,xl,hyperequipped,1899,good,gas,430,3,90,,,,,,,,,,Flemish Brabant,,,1899,Good,2,,,,Link to the virtual visit,97m²square meters,28m²square meters,,Hyper equipped,16m²square meters,3,,,,,,1,,,,No,No,90m²square meters,Yes,,No,No,No,430 kWh/m²kilowatt hour per square meters,E,2578997-RES-1,Not specified,Not specified,Gas,Yes,"€ 269,000269000 €",€ 579579 €,No,"Prinsenstraat, 24 1850- Grimbergen",http://www.era.be/immotoye,,Flemish Brabant,,4 m,,,,4 mmeters,Connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,430,,,,,,,,,,,,,,,,,,,,,
10164475,10164475,house,house,328000,forsale,1652,xl,semiequipped,1972,torenovate,fueloil,563,3,267,,,,true,,,1,2,,Flemish Brabant,After signing the deed,,1972,To renovate,3,1,2,,,102m²square meters,32m²square meters,,Semi equipped,7m²square meters,3,12m²square meters,10m²square meters,9m²square meters,,,1,2,,,No,,267m²square meters,Yes,Yes,,,,563 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 328,000328000 €",€ 984984 €,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7803 - 3602,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878348,9878348,house,house,695000,forsale,1950,xl,hyperequipped,1990,good,gas,228,3,233,,,95,true,,,1,3,,Flemish Brabant,To be defined,Kraainem,1990,Good,2,1,3,Isolated,,195m²square meters,32m²square meters,Yes,Hyper equipped,10m²square meters,3,18m²square meters,16m²square meters,12m²square meters,,,1,2,,,No,,233m²square meters,Yes,,No,Yes,,228 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 695,000695000 €","€ 2,2602260 €",No,"Rue du Lac 27,1050- Ixelles",http://www.immoexpat.be,4738811,Flemish Brabant,October 1 2022 - 12:00 AM,7.46 m,1,,,7.85 mmeters,Connected,95m²square meters,30m²square meters,No,Yes,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161722,10161722,house,house,199000,forsale,3202,xl,semiequipped,1918,torenovate,fueloil,716,3,1870,,,,,,,1,,,Flemish Brabant,After signing the deed,,1918,To renovate,4,1,,,,138m²square meters,,,Semi equipped,,3,,,,,,1,1,,,No,,1870m²square meters,Yes,,,,,716 kWh/m²kilowatt hour per square meters,F,20220330-0002574638-RES-1,Not specified,Not specified,Fuel oil,,"€ 199,000199000 €",€ 722722 €,No,Bierbeekstraat 82 3052- Blanden,http://www.immoschroeven.be,2044 - 602,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068980,10068980,house,house,499000,forsale,1820,xl,hyperequipped,1970,asnew,gas,346,3,1090,true,true,850,true,,,1,4,,Flemish Brabant,Immediately,Vlaams-Brabant Noorden,1970,As new,3,1,4,"Living area (residential, urban or rural)",,170m²square meters,51m²square meters,,Hyper equipped,18m²square meters,3,10m²square meters,16m²square meters,10m²square meters,,,1,2,,48m²square meters,No,,1090m²square meters,Yes,,No,,No,346 kWh/m²kilowatt hour per square meters,D,20220516-0002604662-RES-1,11 kg CO₂/m²,Not specified,Gas,,"€ 499,000499000 €","€ 1,1451145 €",No,Parklaan 59/1 1930- Zaventem,http://www.century21zaventem.be,4878300,Flemish Brabant,,,1,,Yes,8 mmeters,Connected,850m²square meters,35m²square meters,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154776,10154776,house,mixedusebuilding,495000,forsale,1933,xl,hyperequipped,1900,good,gas,,2,270,true,,,true,,,,4,,Flemish Brabant,After signing the deed,Omgeving Kraainem,1900,Good,3,,4,Mall,,260m²square meters,35m²square meters,,Hyper equipped,,2,14m²square meters,10m²square meters,,,,1,2,,,No,,270m²square meters,,Yes,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 495,000495000 €","€ 1,3511351 €",Yes,"Wezembeeklaan, 120 1950- Kraainem",http://www.keystones.be,4968421,Flemish Brabant,,,1,,Yes,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
