,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Bedroom 3 surface,Bedroom 4 surface,Basement,Attic,Width of the lot on the street,Terrace surface,Double glazing,Total ground floor buildable,Virtual visit,Bedroom 5 surface,Conformity certification for fuel tanks,Terrace,Neighbourhood or locality,Dining room,Secure access / alarm,Dressing room,Basement surface,Land is facing street,Wooded land,Plot at rear,Flat land,Garden,Garden orientation,Caretaker,Intercom,Visio phone,Type of building,Obligation to build,E-level (overall energy performance),Thermic solar panels,How many fireplaces?,Laundry room,Professional space surface,Professional space,Attic surface,Armored door,Terrace orientation,Number of annexes,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Common water heater,Living room,Agent's name,Current monthly revenue,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Property name,Percentage rented,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Date of the sale
10159865,10159865,house,house,395000,forsale,9050,m,,,justrenovated,gas,,4,71,,true,,true,true,,,,,East Falnders,,,,Just renovated,,,,150m²square meters,,,,4,,,,,,,Yes,,71m²square meters,Not connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",,No,Oranjeberg 7 9000- Gent,http://www.oranjeberg.be,Jozef Wautersstraat,East Falnders,,,,,Yes,,,,Yes,,,,,Yes,,Yes,,No,,No,No,No,No,Yes,South West,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163732,10163732,house,apartmentblock,695000,forsale,9310,m,installed,1982,,electric,,0,807,,,,,,,,,,East Falnders,Depending on the tenant,,1982,,,,,,,Installed,,,,,,,,,No,No,807m²square meters,,,,No,No,Yes,No,Not specified,Not specified,20221004-0002687592-KNR-1,Not specified,Not specified,,Electric,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 695,000695000 €","€ 2,9822982 €",Yes,Hemelrijk 15 9402- Meerbeke,,spir5046,East Falnders,,,,,,,,,Yes,,,,No,,,,No,No,,,,,,,,No,No,No,,No,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,
10090100,10090100,house,house,159900,forsale,9160,m,notinstalled,,torenovate,electric,,4,190,true,,,,,,,,,East Falnders,After signing the deed,,,To renovate,3,,Urban,100m²square meters,,Not installed,,4,11m²square meters,12m²square meters,,,,,,No,190m²square meters,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Electric,,,No,No,Non flood zone,,"€ 159,900159900 €",€ 297297 €,No,Ter Heydelaan 227 2100- Antwerpen,http://www.sterckxenpartners.be,4805780,East Falnders,,,13m²square meters,15m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103076,10103076,house,house,195000,forsale,9140,m,,,torenovate,,541,3,280,,,,,,,,1,,East Falnders,,,,To renovate,2,1,,170m²square meters,30m²square meters,,5m²square meters,3,,,1,,1,,No,No,280m²square meters,Connected,Yes,,,,,,541 kWh/m²kilowatt hour per square meters,F,20220709-0002638380-RES-1,Not specified,Not specified,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 195,000195000 €",€ 461461 €,No,Casinostraat 3 9100- Sint-Niklaas,,"Schoolstraat 103, Temse",East Falnders,8 m,,,,,,8 mmeters,,No,,,,,,,,,,,,,,,Yes,North West,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043259,9043259,house,house,195000,forsale,9620,m,installed,2019,,gas,,1,60,,,,true,,,,,,East Falnders,,,2019,,,,,54m²square meters,22m²square meters,Installed,8m²square meters,1,14m²square meters,,1,,,,No,No,60m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 195,000195000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 3.04),East Falnders,,,,,,,,9m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Leon,,,,,,,,,,,
10131816,10131816,house,house,199000,forsale,9100,m,,,good,,279,3,0,,,,true,,,,,,East Falnders,,,,Good,2,,,96m²square meters,34m²square meters,,,3,,,1,,1,,No,No,,Connected,Yes,,No,No,Yes,No,279 kWh/m²kilowatt hour per square meters,C,20190528-0002164648-RES-1,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 235235 €,Yes,Durmelaan 24 9160- Lokeren,http://www.woonhoekvastgoed.be,22/016,East Falnders,4.3 m,,,,,,4.3 mmeters,,Yes,,Link to the virtual visit,,,Yes,,,No,,,,,,,Yes,South West,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882849,9882849,house,house,199000,forsale,9300,m,installed,,good,,470,2,56,,true,,true,,,,,,East Falnders,After signing the deed,,,Good,2,,Urban,130m²square meters,25m²square meters,Installed,6m²square meters,2,19m²square meters,18m²square meters,1,,1,,,,56m²square meters,Connected,No,,,,Yes,,470 kWh/m²kilowatt hour per square meters,E,0002492345-RES-1,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 450450 €,No,Grote Baan 170 9310- Herdersem,,4740494,East Falnders,,,,,Yes,,,,Yes,,Link to the virtual visit,,,Yes,Aalst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843170,7843170,house,house,199000,forsale,9300,m,semiequipped,1930,,gas,274,5,80,,,,,,,,,,East Falnders,Depending on the tenant,,1930,,2,,,145m²square meters,60m²square meters,Semi equipped,10m²square meters,5,30m²square meters,13m²square meters,1,,1,,,No,80m²square meters,Connected,Yes,,,,Yes,,274 kWh/m²kilowatt hour per square meters,C,20180925-0002093490-1,Not specified,Not specified,No,Gas,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 701701 €,,Molenstraat 74 9300- Aalst,http://www.immovansande.be,,East Falnders,9 m,,12m²square meters,10m²square meters,,,9 mmeters,,Yes,,,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043275,9043275,house,house,200000,forsale,9620,m,installed,2019,,gas,,1,65,,,,true,,,,,,East Falnders,,,2019,,,,,58m²square meters,25m²square meters,Installed,8m²square meters,1,15m²square meters,,1,,,,No,No,65m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 200,000200000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 0.02),East Falnders,,,,,,,,3m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Léon,,,,,,,,,,,
9043270,9043270,house,house,200000,forsale,9620,m,installed,2019,,gas,,1,63,,,,true,,,,,,East Falnders,,,2019,,,,,57m²square meters,27m²square meters,Installed,5m²square meters,1,14m²square meters,,1,,,,No,No,63m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 200,000200000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 1.03),East Falnders,,,,,,,,4m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Léon,,,,,,,,,,,
9043265,9043265,house,house,200000,forsale,9620,m,installed,2019,,gas,,1,63,,,,true,,,,,,East Falnders,,,2019,,,,,57m²square meters,27m²square meters,Installed,5m²square meters,1,14m²square meters,,1,,,,No,No,63m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 200,000200000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 2.03),East Falnders,,,,,,,,4m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Leon,,,,,,,,,,,
9043263,9043263,house,house,200000,forsale,9620,m,installed,2019,,gas,,1,62,,,,true,,,,,,East Falnders,,,2019,,,,,55m²square meters,26m²square meters,Installed,5m²square meters,1,14m²square meters,,1,,,,No,,62m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 200,000200000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 2.06),East Falnders,,,,,,,,4m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Leon,,,,,,,,,,,
9043266,9043266,house,house,205000,forsale,9620,m,installed,2019,,gas,,1,65,,,,true,,,,,,East Falnders,,,2019,,,,,58m²square meters,25m²square meters,Installed,8m²square meters,1,15m²square meters,,1,,,,No,No,65m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 205,000205000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 2.02),East Falnders,,,,,,,,4m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Leon,,,,,,,,,,,
9043269,9043269,house,house,205000,forsale,9620,m,installed,2019,,gas,,1,64,,,,true,,,,,,East Falnders,,,2019,,,,,56m²square meters,28m²square meters,Installed,5m²square meters,1,13m²square meters,,1,,,,No,No,64m²square meters,Connected,Yes,,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 205,000205000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 1.04),East Falnders,,,,,,,,4m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Léon,,,,,,,,,,,
10064618,10064618,house,house,219000,forsale,9520,m,semiequipped,,torenovate,,918,4,461,,,,,,,1,,,East Falnders,,,,To renovate,,,,170m²square meters,,Semi equipped,,4,,,1,,,,No,No,461m²square meters,Connected,No,,,,,,918 kWh/m²kilowatt hour per square meters,F,20220726-0002646209-RES1,Not specified,Not specified,,,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 297297 €,No,Wautersdreef 17 9090- Melle,http://www.immo-t.be,TKSLHWITTINCK1,East Falnders,,1,,,,,,,No,,,,,,,,,No,,Yes,No,No,Yes,Yes,East,,,,,No,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10127389,10127389,house,house,225000,forsale,9470,m,installed,,justrenovated,gas,272,3,440,true,true,358,true,,,,,,East Falnders,Immediately,,,Just renovated,2,,,157m²square meters,30m²square meters,Installed,20m²square meters,3,19m²square meters,15m²square meters,1,,1,,,,440m²square meters,Connected,Yes,358m²square meters,,,,,272 kWh/m²kilowatt hour per square meters,C,0002676398,Not specified,Not specified,No,Gas,,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 381381 €,No,Albert Liénartstraat 28 9300- Aalst,http://www.seghersvastgoed.be,,East Falnders,5 m,,25m²square meters,,,,5 mmeters,50m²square meters,Yes,,,,,,,,,,18m²square meters,Yes,,Yes,Yes,,South East,,Yes,,,,,,,Yes,,,25m²square meters,,South East,,,,,,,,,,Jürgen Seghers,,,,,,,,,,,,,,,,,,
9882497,9882497,house,house,230000,forsale,9690,m,installed,,justrenovated,gas,253,3,320,,true,,,true,,,,,East Falnders,,,,Just renovated,,,,157m²square meters,,Installed,,3,,,2,,,,Yes,No,320m²square meters,Connected,Yes,,No,No,Yes,No,253 kWh/m²kilowatt hour per square meters,C,20220216-0002542010-RES-1,Not specified,Not specified,,Gas,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 230,000230000 €",€ 441441 €,No,Berchemstraat 2 9690- Kluisbergen,http://www.immoroman.be,MOL23,East Falnders,,,,,Yes,,,,Yes,,,,,,,,No,No,,No,No,No,No,Yes,South,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006038,10006038,house,mansion,239500,forsale,9220,m,,,torenovate,,222,3,241,,true,,,,,1,,,East Falnders,,,,To renovate,2,,Urban,159m²square meters,,,,3,,,,,2,,No,No,241m²square meters,Connected,Yes,,,,,,222 kWh/m²kilowatt hour per square meters,C,20210830-0002457695-RES-1,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 239,500239500 €",€ 354354 €,No,Casinostraat 3 9100- Sint-Niklaas,,"Peperstraat 12, Hamme",East Falnders,7 m,1,,,Yes,,7 mmeters,,Yes,101m²square meters,,,,,,,,,,,,,,Yes,South West,,,,,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10129804,10129804,house,house,265000,forsale,9220,m,installed,,good,,324,4,90,,,,,,,1,,,East Falnders,,,,Good,3,,,141m²square meters,,Installed,,4,,,1,,,,No,No,90m²square meters,Not connected,No,,,,,,324 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €",€ 355355 €,No,Casinostraat 3 9100- Sint-Niklaas,,"Drapstraat 61, Hamme",East Falnders,12 m,1,,,,,12 mmeters,,Yes,90m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
9995169,9995169,house,house,250000,forsale,9200,m,installed,,asnew,gas,314,2,139,true,true,23,,,,1,,,East Falnders,,,,As new,,,Countryside,,36m²square meters,Installed,12m²square meters,2,13m²square meters,17m²square meters,1,,1,,No,,139m²square meters,Connected,Yes,23m²square meters,,,,,314 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Gas,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 250,000250000 €",€ 505505 €,No,Werf 13 9200- Dendermonde,http://www.insurimo.com,De Leksstraat 5 te B,East Falnders,,1,,,,,,,Yes,,,,,,,,,No,10m²square meters,No,No,No,No,,East,,,,,No,,,,Yes,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998326,9998326,house,mixedusebuilding,265000,forsale,9300,m,installed,,torenovate,gas,,0,110,,true,,,,,,,,East Falnders,After signing the deed,,,To renovate,2,,Urban,,,Installed,,,,,,,,,No,No,110m²square meters,,,,,,,,Not specified,Not specified,20211222-0002515181-KNR-1,Not specified,Not specified,,Gas,,,,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 265,000265000 €","€ 1,8221822 €",Yes,Erembodegemstraat 9 9300- Aalst,,spir4855,East Falnders,,,,,,,,,No,,,,No,,,,,No,110m²square meters,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,
9043268,9043268,house,house,260000,forsale,9620,m,installed,2019,,gas,,1,79,,,,true,,,,,,East Falnders,,,2019,,,,,72m²square meters,34m²square meters,Installed,5m²square meters,1,18m²square meters,,1,,,,No,No,79m²square meters,Connected,Yes,,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 260,000260000 €",,No,Hoogstraat 55 9620- Zottegem,http://www.vastgoed-liedec.be,A-920 (app 1.06),East Falnders,,,,,,,,11m²square meters,Yes,,,,,,,,No,No,,No,No,No,No,,,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Residentie Léon,,,,,,,,,,,
9993739,9993739,house,house,270000,forsale,9450,m,,1938,asnew,,182,3,110,,,,true,,,,1,,East Falnders,,,1938,As new,,1,Countryside,,,,,3,,,1,,1,,No,No,110m²square meters,Connected,Yes,,No,No,Yes,No,182 kWh/m²kilowatt hour per square meters,B,20210801-0002446882-RES-1,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 270,000270000 €",€ 371371 €,No,Hoogstraat 58 9450- Denderhoutem,,Tk/Haaltert,East Falnders,,,,,,,,,No,,,,,Yes,,Yes,No,No,,No,No,No,No,,,No,No,No,,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10068267,10068267,house,townhouse,279000,forsale,9910,m,,1971,good,,529,2,0,,,,,,,1,,,East Falnders,,,1971,Good,,,,140m²square meters,,,,2,,,1,,2,,No,No,,Connected,No,,,,,,529 kWh/m²kilowatt hour per square meters,F,20220819-0002657674-RES-1,Not specified,Not specified,,,,,,No,Non flood zone,,"€ 279,000279000 €",,No,Zeedijk 201 8301- Knokke-Heist,,Kloosterstraat 25 Knesselare,East Falnders,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,Town-house,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10045032,10045032,house,house,299000,forsale,9340,m,,1956,tobedoneup,,432,4,638,,true,,true,,,1,3,,East Falnders,,,1956,To be done up,,3,,,,,,4,,,1,,2,,No,,638m²square meters,Connected,Yes,,,,,,432 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 299,000299000 €",€ 542542 €,No,Oude Vismijn 2a 9160- Lokeren,http://www.immovanhoorick.be,LS3,East Falnders,,1,,,Yes,,,,Yes,,,,,Yes,,Yes,,No,,No,No,No,No,,,,,,,No,,,,Yes,,,,,,,,,,,,,,Yes,Gunther Impens,,,,,,,,,,,,,,,,,,
10061264,10061264,house,house,335000,forsale,9060,m,installed,1928,good,gas,,3,393,,,,,,,1,,,East Falnders,After signing the deed,,1928,Good,3,,"Living area (residential, urban or rural)",138m²square meters,,Installed,,3,,,1,,,,,,393m²square meters,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 335,000335000 €",,No,Plantin en Moretuslei 331 bus 103 2140- Antwerpen,http://www.woningonline.be,,East Falnders,,1,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woningonline.be,,,,,,,,,,,,,,,,,,
10125751,10125751,house,house,339000,forsale,9100,m,,1961,asnew,,1120,2,614,,,,,,,,,,East Falnders,,,1961,As new,,,Urban,108m²square meters,,,,2,,,,,,,No,,614m²square meters,Connected,Yes,,,,,,1120 kWh/m²kilowatt hour per square meters,F,20220831-0002665802-RES-1,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 339,000339000 €","€ 1,0111011 €",No,Lokerse Baan 22 9111- Belsele,,db814,East Falnders,,,,,,,,,No,,,,,,,,,No,,No,No,No,No,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135450,10135450,house,house,275000,forsale,9160,m,installed,,good,,433,2,435,,,,,,,1,,,East Falnders,,,,Good,3,,Urban,180m²square meters,,Installed,,2,,,1,,1,,No,No,435m²square meters,Connected,Yes,,No,No,Yes,No,433 kWh/m²kilowatt hour per square meters,E,20220405-0002578119-RES-1,Not specified,Not specified,,,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 334334 €,Yes,Durmelaan 24 9160- Lokeren,http://www.woonhoekvastgoed.be,22/028,East Falnders,,1,,,,,,,Yes,,,,,,,,No,,,,,,,Yes,South West,,No,No,,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10061704,10061704,house,house,335500,forsale,9620,m,,2022,asnew,,,4,290,,,,,,,1,1,,East Falnders,At delivery,,2022,As new,2,1,"Living area (residential, urban or rural)",215m²square meters,,,,4,,,1,,2,,,,290m²square meters,Connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 335,500335500 €",,,Kloosterstraat 81 9620- Zottegem,,,East Falnders,7 m,1,,,,,7 mmeters,,,,,,,,,,,,,,,,Yes,Yes,South West,,,,,,,,,,,,,,South West,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9873521,9873521,house,house,339500,forsale,9170,m,installed,1942,good,gas,,4,275,,,,,,,,,,East Falnders,After signing the deed,,1942,Good,4,,"Living area (residential, urban or rural)",170m²square meters,,Installed,,4,,,1,,,,,,275m²square meters,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 339,500339500 €",,No,Plantin en Moretuslei 331 bus 103 2140- Antwerpen,http://www.woningonline.be,,East Falnders,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woningonline.be,,,,,,,,,,,,,,,,,,
9856938,9856938,house,bungalow,339000,forsale,9800,m,,1975,good,,672,3,718,,,,true,true,,1,,,East Falnders,,,1975,Good,,,,205m²square meters,,,,3,,,1,,,,Yes,,718m²square meters,Not connected,No,,,,,,672 kWh/m²kilowatt hour per square meters,F,20220318-0002566346-res-1,Not specified,Not specified,,,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 339,000339000 €","€ 1,1671167 €",No,Gentstraat 70 9800- Deinze,http://www.vastgoed-schepens.be,2373,East Falnders,,1,,,,,,,Yes,,,,,Yes,,,,No,,No,No,No,No,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094681,10094681,house,house,345000,forsale,9040,m,,,good,gas,397,3,101,,,,true,,,,,,East Falnders,After signing the deed,,,Good,2,,"Living area (residential, urban or rural)",120m²square meters,,,,3,,,,,,,,,101m²square meters,,Yes,,,,,,397 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 345,000345000 €",,,Diependale 22 9700- Oudenaarde,http://www.weva-vastgoed.be,,East Falnders,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10099424,10099424,house,house,340000,forsale,9450,m,,,asnew,,499,3,786,,true,,true,,,1,,,East Falnders,,,,As new,,,Countryside,230m²square meters,,,,3,,,2,,3,,No,,786m²square meters,Connected,Yes,,No,No,Yes,No,499 kWh/m²kilowatt hour per square meters,E,20220901-0002666249-RES-1,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 340,000340000 €",€ 268268 €,No,Hoogstraat 58 9450- Denderhoutem,,TK/Heldergem,East Falnders,,1,,,Yes,,,,Yes,,,,,Yes,,Yes,No,No,,No,No,No,No,,,No,No,No,,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10035829,10035829,house,house,349000,forsale,9240,m,,,asnew,,151,3,440,,,,true,,,,1,,East Falnders,,,,As new,,1,Urban,227m²square meters,,,,3,,,2,,2,,No,,440m²square meters,Connected,Yes,,,,,,151 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",€ 379379 €,No,Oude Vismijn 2a 9160- Lokeren,http://www.immovanhoorick.be,ZR47,East Falnders,,,,,,,,,Yes,,,,,Yes,,,,Yes,,No,No,No,No,,,,,,,No,,,,Yes,,,,,,,,,,,,,,,Gunther Impens,,,,,,,,,,,,,,,,,,
10129975,10129975,house,house,384000,forsale,9300,m,,1956,asnew,,269,3,322,,,,true,true,,1,2,,East Falnders,,,1956,As new,,2,,,,,,3,,,1,,2,,Yes,,322m²square meters,Connected,Yes,,,,,,269 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 384,000384000 €",€ 751751 €,No,Oude Vismijn 2a 9160- Lokeren,http://www.immovanhoorick.be,AK42,East Falnders,,1,,,,,,,Yes,,,,,Yes,,Yes,,No,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,Gunther Impens,,,,,,,,,,,,,,,,,,
10040278,10040278,house,house,349000,forsale,9300,m,,,,gas,,2,62,true,true,,true,true,,,,,East Falnders,After signing the deed,,,,2,,,113m²square meters,15m²square meters,,26m²square meters,2,17m²square meters,13m²square meters,1,,1,16m²square meters,Yes,,62m²square meters,,No,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,,"€ 349,000349000 €",€ 609609 €,No,,,,East Falnders,,,,,,Yes,,22m²square meters,Yes,,,,,,,,No,No,15m²square meters,No,No,No,No,,,No,Yes,No,,,,No,,,,Yes,,No,South West,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,
10026097,10026097,house,house,548000,forsale,9230,m,installed,1983,,,426,5,798,,true,,true,true,,2,,,East Falnders,,,1983,,4,,,439m²square meters,,Installed,,5,,,2,,3,,Yes,No,798m²square meters,Connected,Yes,,,,,,426 kWh/m²kilowatt hour per square meters,E,20220704-0002634693-RES-1,Not specified,Not specified,,,,,No,No,Non flood zone,,"€ 548,000548000 €","€ 1,8311831 €",No,Zuidlaan 72 9230- Wetteren,,TK987KV,East Falnders,,2,,,Yes,,,,Yes,234m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
