,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
9834875,After signing the deed,,1904,To renovate,3,,,,112m²square meters,15m²square meters,,Not installed,,2,,,,,,1,1,,,,,No,140m²square meters,,,665 kWh/m²kilowatt hour per square meters,G,20220331006267,1000 kg CO₂/m²,74389 kWh/year,Fuel oil,,"€ 198,500198500 €",€ 480480 €,No,Route d'Arlon 188a 6780- Messancy,http://www.immo3f.be,7732 - V542,Belgian Luxembourg,,,,7.2 mmeters,,,,,,,,,,,,,85m²square meters,,,,,No,,,,,,,,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069311,To be defined,,1834,To renovate,4,1,,Link to the virtual visit,155m²square meters,,,,,4,,,,,,1,1,,,,,No,8014m²square meters,,,415 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,86773 kWh/year,Electric,Yes,"€ 1,150,0001150000 €",€ 514514 €,No,rue des Tondeurs 21 9570- WILTZ,http://www.jost-immo.com,832 - 857824,Belgian Luxembourg,116 m,4,,,,,,,,,,,,,,Yes,,40m²square meters,,,,No,,,,,,,,,,,,,,Yes,East,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102622,After signing the deed,,1969,To be done up,4,1,Fitted out,,218m²square meters,32m²square meters,,Semi equipped,25m²square meters,3,16m²square meters,13m²square meters,13m²square meters,,1,,2,9m²square meters,Yes,,,No,3575m²square meters,,Yes,388 kWh/m²kilowatt hour per square meters,E,20220519012631,Not specified,84657 kWh/year,Fuel oil,Yes,"€ 585,000585000 €","€ 1,1751175 €",No,Route de Neufchateau 208 6700- Arlon,http://www.treviluxembourg.be,295 - 111113880,Belgian Luxembourg,,3,,21.5 mmeters,Yes,,,,,,,,,,,Yes,,,,,,No,,Yes,,,,,,,,,,,,Yes,South,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115108,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Rue du Vivier 55 6600- Bastogne,,,Belgian Luxembourg,,,,,,,,,No,Non flood zone,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Each house has a private garden. A common plot allows access to vehicles behind the houses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153460,After signing the deed,,1900,,4,1,,,127m²square meters,27m²square meters,,Installed,,4,,,,,1,,,,,,,No,632m²square meters,,Yes,354 kWh/m²kilowatt hour per square meters,E,20220308018056,Not specified,71477 kWh/year,Gas,,"€ 325,000325000 €",€ 401401 €,No,Place Leblanc 28 4170- Comblain-au-Pont,http://www.blim.be,6856 - 673/3224,Belgian Luxembourg,,,,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049883,After signing the deed,,1962,,3,2,"Living area (residential, urban or rural)",,170m²square meters,33m²square meters,,Semi equipped,11m²square meters,3,19m²square meters,13m²square meters,11m²square meters,,1,,2,,,,,No,650m²square meters,,Yes,482 kWh/m²kilowatt hour per square meters,F,20220723000542,120 kg CO₂/m²,81807 kWh/year,Fuel oil,Yes,"€ 399,000399000 €","€ 1,1661166 €",No,Route de Neufchateau 208 6700- Arlon,http://www.treviluxembourg.be,286 - 111113895,Belgian Luxembourg,8 m,2,,12 mmeters,,,,,,,,,,,,Yes,,8m²square meters,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153458,After signing the deed,,2007,,4,2,,,254m²square meters,56m²square meters,,Installed,,4,,,,,2,,,,,,,No,6981m²square meters,,Yes,74 kWh/m²kilowatt hour per square meters,A,20220907014633,Not specified,19940 kWh/year,Fuel oil,,"€ 900,000900000 €","€ 1,0151015 €",No,Place Leblanc 28 4170- Comblain-au-Pont,http://www.blim.be,6475 - 673/4204,Belgian Luxembourg,,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,30m²square meters,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097589,After signing the deed,,,Good,4,1,,,142m²square meters,26m²square meters,,,13m²square meters,3,25m²square meters,13m²square meters,9m²square meters,,,,2,9m²square meters,Yes,13m²square meters,,No,1597m²square meters,Connected,No,431 kWh/m²kilowatt hour per square meters,F,20220820005776,107 kg CO₂/m²,85864 kWh/year,Fuel oil,Yes,"€ 335,000335000 €",,No,Hauptstraße 10 4780- St. Vith,http://www.hob-immo.be,BE_STEINBACH_001_VM,Belgian Luxembourg,,,,,,305m²square meters,No,No,No,,,,,,,,,6m²square meters,,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147327,After signing the deed,,,Just renovated,4,6,Fitted out,,371m²square meters,,Yes,Installed,16m²square meters,4,47m²square meters,29m²square meters,15m²square meters,9m²square meters,2,,3,10m²square meters,Yes,,,No,458m²square meters,,Yes,273 kWh/m²kilowatt hour per square meters,D,20220608022594,67 kg CO₂/m²,101171 kWh/year,Fuel oil,Yes,"€ 590,000590000 €",,No,Route de Neufchateau 208 6700- Arlon,http://www.treviluxembourg.be,307 - 111113877,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,Yes,,,,,7m²square meters,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126360,After signing the deed,,,To renovate,3,1,,,102m²square meters,16m²square meters,,Not installed,,4,,,,,,1,1,,,,,No,113m²square meters,,,591 kWh/m²kilowatt hour per square meters,G,20220902016052,Not specified,84302 kWh/year,Fuel oil,Yes,"€ 100,000100000 €",€ 354354 €,No,Route d'Arlon 188a 6780- Messancy,http://www.immo3f.be,7797 - 10174,Belgian Luxembourg,,,,8.4 mmeters,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160182,Depending on the tenant,,1961,Good,4,1,,Link to the virtual visit,177m²square meters,31m²square meters,,USA installed,,4,,,,,1,,,,,,,No,805m²square meters,Connected,,265 kWh/m²kilowatt hour per square meters,D,20141013014399,Not specified,44462 kWh/year,Fuel oil,,"Make an offer starting from€ 245,000Make an offer starting from245000 €","€ 1,1161116 €",No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4960504,Belgian Luxembourg,11.5 m,4,,,,100m²square meters,,,,,,,,,,Yes,250m²square meters,15m²square meters,,,,,December 15 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950514,After signing the deed,,1967,To be done up,3,2,Urban,,200m²square meters,,,Installed,25m²square meters,3,16m²square meters,20m²square meters,12m²square meters,,,1,2,,No,,,No,500m²square meters,Connected,Yes,462 kWh/m²kilowatt hour per square meters,F,20220505023839,Not specified,Not specified,Electric,Yes,"€ 275,000275000 €","€ 1,1941194 €",No,,,,Belgian Luxembourg,10 m,3,,10 mmeters,,,,,,Non flood zone,,No,No,Yes,No,,300m²square meters,25m²square meters,,,,,,No,No,No,No,No,No,,No,No,No,No,No,,North,No,,No,No,No,Yes,North,,,1,,,,,,,No,No,Yes,Yes,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10108860,After signing the deed,Résidentiel,2014,,2,1,,,150m²square meters,18m²square meters,,Installed,,3,,,,,1,,2,,,,,No,300m²square meters,,Yes,110 kWh/m²kilowatt hour per square meters,B,201709080007832,33 kg CO₂/m²,5029 kWh/year,Fuel oil,,"€ 375,000375000 €",€ 904904 €,No,Grand Place 39 6700-Arlon,http://www.bekimmo.be/,5366 - 4576168,Belgian Luxembourg,,,,8.54 mmeters,,,Yes,,,,"Living area (residential, urban or rural)",,,,,Yes,177m²square meters,,,Yes,,No,,,,,,,,,"Yes, conform",,,,,,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533821,To be defined,,,Good,,,,Link to the virtual visit,1367m²square meters,,Yes,,,10,,,,,8,,10,,Yes,,,No,17338m²square meters,Not connected,No,473 kWh/m²kilowatt hour per square meters,F,20211029009800,Not specified,696312 kWh/year,Fuel oil,Yes,"€ 2,500,0002500000 €",,No,Hauptstraße 10 4780- St. Vith,http://www.hob-immo.be,BE_TAVIGNY_001_VM,Belgian Luxembourg,,,,,,1589m²square meters,No,No,No,,,No,No,Yes,No,,,,Yes,,,No,,No,No,,No,,,,No,No,No,No,Yes,,,Yes,,No,No,No,Yes,,,,1,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10123107,After signing the deed,,,To renovate,,2,Fitted out,,213m²square meters,28m²square meters,Yes,Semi equipped,8m²square meters,4,16m²square meters,15m²square meters,13m²square meters,11m²square meters,1,,2,,,,,No,450m²square meters,,Yes,401 kWh/m²kilowatt hour per square meters,E,20220609019253,99 kg CO₂/m²,85448 kWh/year,Fuel oil,Yes,"€ 349,000349000 €",€ 924924 €,No,Route de Neufchateau 208 6700- Arlon,http://www.treviluxembourg.be,301 - 111113882,Belgian Luxembourg,,,,11.8 mmeters,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113845,After signing the deed,,,To renovate,3,1,Urban,,190m²square meters,,Yes,,,3,20m²square meters,18m²square meters,17m²square meters,,2,,2,,,18m²square meters,,No,284m²square meters,,Yes,457 kWh/m²kilowatt hour per square meters,F,20200128026354,Not specified,57767 kWh/year,Fuel oil,,"€ 199,000199000 €",€ 215215 €,Yes,Chaussée de Namur 47 5030- Gembloux,,1309 - VAS1400B,Belgian Luxembourg,,1,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983049,After signing the deed,,,To renovate,4,,,,180m²square meters,,,Semi equipped,,5,,,,,3,,3,,,,,No,6m²square meters,,Yes,Not specified,E,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 260,000260000 €",,Yes,Route d'Arlon 188a 6780- Messancy,http://www.immo3f.be,7476 - V484,Belgian Luxembourg,,5,,24 mmeters,,,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,5m²square meters,,,Yes,,No,,,,,,,,,"Yes, conform",,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,"V484 Bertrix rue de la Crochette, 22",,,,,,,,,,,,,,,,,,,,
10166644,Immediately,,1984,To be done up,4,1,Countryside,,290m²square meters,20m²square meters,Yes,Installed,19m²square meters,2,15m²square meters,15m²square meters,,,1,,1,5m²square meters,Yes,,,No,14m²square meters,Connected,No,285 kWh/m²kilowatt hour per square meters,D,20220809006354,Not specified,65905 kWh/year,,Yes,"Make an offer starting from€ 349,000Make an offer starting from349000 €",€ 931931 €,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4972875,Belgian Luxembourg,,3,Yes,14.65 mmeters,,,,No,No,Non flood zone,"Living area (residential, urban or rural)",No,,Yes,,Yes,1200m²square meters,19m²square meters,,,,,September 21 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906440,After signing the deed,,1930,Good,3,,,,115m²square meters,,,,,5,,,,,1,,2,,,,,No,,,,350 kWh/m²kilowatt hour per square meters,E,Not specified,87 kg CO₂/m²,57205 kWh/year,Fuel oil,Yes,"€ 260,000260000 €",€ 708708 €,No,Route d'Arlon 188a 6780- Messancy,http://www.immo3f.be,7752 - V549,Belgian Luxembourg,,1,,,,,,,,,,,,,,Yes,48m²square meters,32m²square meters,,,,No,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904871,At delivery,"Durbuy, Barvaux, Grandhan, Septon, Wéris",2022,As new,4,,,Link to the virtual visit,60m²square meters,22m²square meters,,Hyper equipped,,2,,,,,2,,,,,,,No,236m²square meters,Not connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 193,688193688 €",,No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4757349,Belgian Luxembourg,9 m,2,,,,45m²square meters,,,,,,,,,,,236m²square meters,8m²square meters,,,,,March 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983200,At delivery,"Durbuy, Barvaux, Grandhan, Septon, Wéris",2022,As new,4,,,Link to the virtual visit,60m²square meters,24m²square meters,,Hyper equipped,,2,,,,,1,,,,,,,No,299m²square meters,Not connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 197,342197342 €",,No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4807644,Belgian Luxembourg,12 m,2,,,Yes,60m²square meters,,,,,,,,,,,299m²square meters,,,,,,March 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933600,After signing the deed,,2021,As new,3,1,,,140m²square meters,22m²square meters,Yes,Not installed,12m²square meters,3,15m²square meters,12m²square meters,13m²square meters,,1,,,,,,,No,6m²square meters,Connected,No,66 kWh/m²kilowatt hour per square meters,A,20211217500790,Not specified,10378 kWh/year,,,"Make an offer starting from€ 499,000Make an offer starting from499000 €",,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4772894,Belgian Luxembourg,8.2 m,3,,14.25 mmeters,,,,,,Non flood zone,,,,,,Yes,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904881,At delivery,"Durbuy, Barvaux, Grandhan, Septon, Wéris",2022,As new,4,,,Link to the virtual visit,60m²square meters,22m²square meters,,Hyper equipped,,3,,,,,1,,,,,,,No,306m²square meters,Not connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 197,748197748 €",,No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4757350,Belgian Luxembourg,8.6 m,2,,,,60m²square meters,,,,,,,,,,,306m²square meters,8m²square meters,,,,,March 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161354,Immediately,,2010,As new,3,1,Countryside,,390m²square meters,,Yes,Hyper equipped,,6,,,,,3,,4,,No,,,Yes,1200m²square meters,Connected,Yes,192 kWh/m²kilowatt hour per square meters,C,20170706010751,48 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 550,000550000 €",€ 587587 €,No,,,,Belgian Luxembourg,,1,,,,,,,,,,No,No,Yes,No,,800m²square meters,50m²square meters,Yes,Yes,,,,No,No,No,No,No,No,,"Yes, conform",No,No,No,No,,,Yes,Yes,Yes,No,No,Yes,,,,1,No,,,,,,No,No,No,Yes,All kind,,1,,,,,,,,,,,,,,,,,,,,,,
10076387,After signing the deed,,1935,To renovate,4,,,,260m²square meters,36m²square meters,Yes,Not installed,15m²square meters,8,15m²square meters,15m²square meters,15m²square meters,15m²square meters,1,,4,,No,50m²square meters,36m²square meters,No,2268m²square meters,Connected,No,536 kWh/m²kilowatt hour per square meters,G,20220329003107,133 kg CO₂/m²,196580 kWh/year,Fuel oil,No,"€ 218,000218000 €","€ 1,0011001 €",No,,,,Belgian Luxembourg,13 m,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,2000m²square meters,15m²square meters,,,15m²square meters,,,No,No,No,No,No,No,,"Yes, conform",No,No,No,No,,North,No,,No,No,Yes,No,North,,36m²square meters,1,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
10065900,To be defined,,1938,As new,2,,Urban,,371m²square meters,29m²square meters,Yes,Hyper equipped,,4,29m²square meters,23m²square meters,29m²square meters,12m²square meters,1,1,3,,No,,,,900m²square meters,Connected,Yes,187 kWh/m²kilowatt hour per square meters,C,20220603005533,Not specified,Not specified,Fuel oil,Yes,"€ 590,000590000 €","€ 1,3261326 €",No,,,,Belgian Luxembourg,7 m,,Yes,,,,,,,Non flood zone,,No,No,Yes,No,Yes,750m²square meters,30m²square meters,,,,,,No,No,No,No,No,No,,"Yes, conform",No,No,No,No,,,No,Yes,No,No,Yes,No,,,,1,,,,,,,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10068950,After signing the deed,,1950,To renovate,4,,,,100m²square meters,14m²square meters,,,12m²square meters,2,12m²square meters,13m²square meters,,,1,,,4m²square meters,Yes,,,No,630m²square meters,Connected,No,1167 kWh/m²kilowatt hour per square meters,G,20220816018020,Not specified,129612 kWh/year,Wood,,"Make an offer starting from€ 185,000Make an offer starting from185000 €",€ 532532 €,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4878245,Belgian Luxembourg,6.3 m,2,Yes,9.73 mmeters,,,,No,,Non flood zone,,,,,,Yes,330m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987974,After signing the deed,,,To renovate,4,5,,,264m²square meters,50m²square meters,Yes,,,5,28m²square meters,17m²square meters,12m²square meters,10m²square meters,1,2,3,,,,,No,15000m²square meters,,Yes,289 kWh/m²kilowatt hour per square meters,D,20210427022868,Not specified,100606 kWh/year,Fuel oil,,"€ 499,950499950 €",€ 877877 €,No,"Rue Vallée, 13 4050- Chaudfontaine",http://www.effertz.be,22589 - 5879,Belgian Luxembourg,,6,,,,,,,,,,,,,,Yes,4980m²square meters,,,,,No,,,,,,,,,,,,,,,South,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117401,To be defined,,1900,To be done up,2,1,Urban,Link to the virtual visit,300m²square meters,37m²square meters,,Semi equipped,20m²square meters,4,10m²square meters,18m²square meters,16m²square meters,8m²square meters,1,1,2,19m²square meters,Yes,,,No,1173m²square meters,Connected,No,287 kWh/m²kilowatt hour per square meters,D,20150827018596,71 kg CO₂/m²,87419 kWh/year,Fuel oil,Yes,"€ 355,000355000 €",€ 809809 €,No,Rue de la 7ème Division d'infanterie française 13 6760- Ethe,,4931800,Belgian Luxembourg,,1,,,Yes,300m²square meters,,,,,,,,,,,763m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143761,After signing the deed,,,,2,,,,151m²square meters,16m²square meters,,,15m²square meters,4,15m²square meters,11m²square meters,11m²square meters,9m²square meters,1,,1,,,,,No,295m²square meters,,Yes,328 kWh/m²kilowatt hour per square meters,D,20220914020163,60 kg CO₂/m²,49553 kWh/year,Gas,,"€ 295,000295000 €",€ 733733 €,No,Route de Neufchateau 208 6700- Arlon,http://www.treviluxembourg.be,305 - 111113901,Belgian Luxembourg,,,,6 mmeters,,,,,,,,,,,,Yes,,11m²square meters,,,,No,,,,,,,,,,,,,,Yes,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021494,After signing the deed,,1980,Good,4,1,Fitted out,,160m²square meters,40m²square meters,,Installed,9m²square meters,4,9m²square meters,8m²square meters,7m²square meters,7m²square meters,,1,1,,No,,40m²square meters,No,2170m²square meters,Connected,Yes,541 kWh/m²kilowatt hour per square meters,G,20220711017941,394 kg CO₂/m²,Not specified,Gas,Yes,"€ 349,000349000 €",,No,,,,Belgian Luxembourg,12 m,4,,,,2170m²square meters,Yes,,,Non flood zone,Residential recreation area,No,No,Yes,No,,1000m²square meters,24m²square meters,,Yes,,,,No,Yes,No,No,No,No,,"Yes, conform",No,No,No,No,,South,No,Yes,No,No,Yes,Yes,South,,,,,,,,,,No,No,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10166859,After signing the deed,Province de Liège,,Good,4,,Isolated,,120m²square meters,,Yes,,12m²square meters,3,18m²square meters,11m²square meters,18m²square meters,,1,,2,,,40m²square meters,,,315m²square meters,,No,375 kWh/m²kilowatt hour per square meters,E,20220916009816,77 kg CO₂/m²,52934 kWh/year,Gas,Yes,"€ 135,000135000 €",€ 458458 €,No,Rue Lulay-des-Fèbvres 74000- Liège,http://www.sogefim.be,4961796,Belgian Luxembourg,10 m,,Yes,15 mmeters,,65m²square meters,,,,,,,,Yes,,,260m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126161,After signing the deed,,2012,Good,3,,Urban,,300m²square meters,,,Semi equipped,,7,15m²square meters,8m²square meters,12m²square meters,10m²square meters,3,3,3,,,,,No,3000m²square meters,Connected,No,359 kWh/m²kilowatt hour per square meters,E,20220906008085,Not specified,Not specified,Fuel oil,,"€ 380,000380000 €",,Yes,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4936313,Belgian Luxembourg,,3,Yes,,Yes,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,3000m²square meters,,Yes,,10m²square meters,,January 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883154,To be defined,,1960,To renovate,4,,Countryside,,350m²square meters,40m²square meters,Yes,Not installed,25m²square meters,5,13m²square meters,18m²square meters,16m²square meters,21m²square meters,3,3,3,18m²square meters,Yes,,,,1310m²square meters,,,555 kWh/m²kilowatt hour per square meters,G,Not specified,137 kg CO₂/m²,Not specified,Fuel oil,,"Make an offer starting from€ 249,000Make an offer starting from249000 €",,No,Boulevard d'Avroy 81 4000- Liège,http://www.ipa-immo.be/,4741477,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,260m²square meters,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985719,To be defined,,1850,To renovate,2,,Isolated,Link to the virtual visit,180m²square meters,,,Not installed,13m²square meters,3,22m²square meters,17m²square meters,13m²square meters,,1,1,1,,,,,No,540m²square meters,Connected,No,609 kWh/m²kilowatt hour per square meters,G,20211229002524,10 kg CO₂/m²,109326 kWh/year,,,"€ 142,000142000 €",€ 352352 €,No,Rue de la 7ème Division d'infanterie française 13 6760- Ethe,,4796412,Belgian Luxembourg,,,Yes,,,180m²square meters,,,,Non flood zone,,,,,,Yes,400m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072070,After signing the deed,,1900,To renovate,2,,,,360m²square meters,,,Not installed,,4,,,,,,,,,,,,No,1124m²square meters,,,1193 kWh/m²kilowatt hour per square meters,G,20110404013268,Not specified,226602 kWh/year,Wood,,"Make an offer starting from€ 115,000Make an offer starting from115000 €",,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4891068,Belgian Luxembourg,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9809781,After signing the deed,,1975,Good,2,1,"Living area (residential, urban or rural)",,135m²square meters,,Yes,Installed,11m²square meters,3,12m²square meters,13m²square meters,10m²square meters,,1,,1,,,,,No,353m²square meters,Connected,Yes,271 kWh/m²kilowatt hour per square meters,D,20220221003402,Not specified,36557 kWh/year,Fuel oil,Yes,"€ 218,000218000 €",€ 736736 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,1,Yes,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,West,,Yes,,,,,,,,,,,,,,TRODOUX Eddy,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9634613,After signing the deed,,1960,As new,2,1,"Living area (residential, urban or rural)",,108m²square meters,,Yes,Installed,,3,9m²square meters,9m²square meters,9m²square meters,,1,,1,,,,,No,170m²square meters,Connected,Yes,288 kWh/m²kilowatt hour per square meters,D,20211123012526,Not specified,31153 kWh/year,Fuel oil,Yes,"€ 199,000199000 €",€ 384384 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,1,Yes,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,"Yes, conform",,,,,Yes,East,,,,,,,,,,,,,,,,Eddy TRODOUX,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9837256,After signing the deed,,1960,As new,3,1,"Living area (residential, urban or rural)",,218m²square meters,,Yes,Installed,,4,,,,,1,1,2,,,,,No,588m²square meters,Connected,Yes,338 kWh/m²kilowatt hour per square meters,D,20220329003830,Not specified,73528 kWh/year,Fuel oil,Yes,"€ 295,000295000 €",€ 746746 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,1,Yes,,Yes,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,Eddy TRODOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
