,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
9971854,After signing the deed,1900,Good,2,,113m²square meters,28m²square meters,Semi equipped,12m²square meters,2,14m²square meters,11m²square meters,,1,1,Yes,No,100m²square meters,Yes,North,,497 kWh/m²kilowatt hour per square meters,E,20220611-0002620831-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,,No,Non flood zone,"Living area (residential, urban or rural)","€ 230,000230000 €",€ 461461 €,No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9437 - TK-22041-1,Antwerp,,,4.05 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116448,After signing the deed,1954,To renovate,4,2,152m²square meters,35m²square meters,Semi equipped,15m²square meters,2,19m²square meters,13m²square meters,,1,1,Yes,No,564m²square meters,,,,1303 kWh/m²kilowatt hour per square meters,F,2631538,Not specified,Not specified,No,Electric,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 319,000319000 €",€ 644644 €,No,Oude Schrieksebaan 20 2820- Bonheiden,,1706493 - 345346152,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,300m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869226,After signing the deed,1949,To be done up,3,,180m²square meters,,Semi equipped,,3,,,,1,2,Yes,No,218m²square meters,,,,515 kWh/m²kilowatt hour per square meters,F,20220420-0002583124-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,,No,Non flood zone,,"€ 329,000329000 €",,No,Sint Cordulastraat 19/1 2900- Schoten,,1753 - 1916,Antwerp,,8 m,8 mmeters,,,,,1,,,,,,,,,,,,,,,52m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100108,After signing the deed,1959,To renovate,3,,163m²square meters,29m²square meters,Semi equipped,,2,,,,1,,Yes,No,562m²square meters,Yes,South West,,862 kWh/m²kilowatt hour per square meters,F,20220410-0002581443-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 560560 €,No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9561 - TK/22074/6,Antwerp,,6 m,8.25 mmeters,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131231,After signing the deed,1972,Good,4,7,120m²square meters,23m²square meters,Installed,,2,,,,1,1,Yes,No,1425m²square meters,,South East,25m²square meters,455 kWh/m²kilowatt hour per square meters,E,20220323-0002569544-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €",€ 567567 €,No,Bredabaan 260 2930- Brasschaat,http://www.heylenvastgoed.be,64535 - BRA-22-GKE-0,Antwerp,,,25 mmeters,Yes,,,,1,,,,,,,,,,,,,,,1304m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016484,After signing the deed,1972,To be done up,2,5,422m²square meters,,Semi equipped,6m²square meters,3,19m²square meters,18m²square meters,16m²square meters,1,2,,No,1045m²square meters,Yes,West,,516 kWh/m²kilowatt hour per square meters,F,20211008-0002469102-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 440,000440000 €","€ 2,7712771 €",No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,480 - V22LON/071,Antwerp,,,,,"Yes, not conform",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902102,After signing the deed,,Just renovated,3,,373m²square meters,,Installed,,3,373m²square meters,373m²square meters,373m²square meters,1,1,,No,373m²square meters,,South,,274 kWh/m²kilowatt hour per square meters,C,20200907-0002311944-RES-1,9 kg CO₂/m²,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,,"€ 465,000465000 €",,No,,,,Antwerp,,11 m,,Yes,,,,,"Living area (residential, urban or rural)",,No,No,,No,,,No,No,No,No,No,Connected,275m²square meters,South,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,Yes,Yes,,1,374m²square meters,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
9973626,After signing the deed,1931,Good,3,3,360m²square meters,109m²square meters,Installed,17m²square meters,3,19m²square meters,18m²square meters,15m²square meters,3,3,,No,644m²square meters,Yes,South West,15m²square meters,325 kWh/m²kilowatt hour per square meters,D,20220419-0002586263-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 599,000599000 €",€ 411411 €,No,Verbindingsweg 41 1880- Kapelle-op-den-Bos,http://www.clavisvastgoed.be,553 - LIEWOL,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123058,After signing the deed,1965,Good,4,2,165m²square meters,34m²square meters,Semi equipped,16m²square meters,4,17m²square meters,16m²square meters,12m²square meters,1,2,,No,961m²square meters,Yes,South East,32m²square meters,246 kWh/m²kilowatt hour per square meters,C,20220919-0002677222-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 549,500549500 €",,Yes,Zwaluwenlaan 2/1 2390- Malle,http://www.vastigo.be,423 - 1417,Antwerp,,10 m,21 mmeters,Yes,,,,,,,,Yes,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,7m²square meters,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055002,After signing the deed,1982,Good,4,5,354m²square meters,57m²square meters,Installed,14m²square meters,4,18m²square meters,12m²square meters,11m²square meters,1,3,,No,4770m²square meters,Yes,South,38m²square meters,599 kWh/m²kilowatt hour per square meters,F,20220422-0002589124-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 675,000675000 €","€ 2,7712771 €",No,Bergstraat 184 2220- Heist op den Berg,http://www.cm-vastgoed.be,4389 - 1151,Antwerp,,,32 mmeters,,,,,7,,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,9m²square meters,10m²square meters,,,,1,,,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10066220,After signing the deed,2001,Good,4,3,570m²square meters,54m²square meters,Semi equipped,,6,,,,1,2,Yes,No,1475m²square meters,Yes,South,,213 kWh/m²kilowatt hour per square meters,C,202205170002605183-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 845,000845000 €","€ 1,8401840 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,65074 - LIE-22-GLE-0,Antwerp,,,36 mmeters,Yes,,,,4,,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28m²square meters,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
