,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10136828,,,Good,4,,327m²square meters,,Semi equipped,,3,,,,2,2,Yes,No,1982m²square meters,Yes,South East,,382 kWh/m²kilowatt hour per square meters,D,20220601-0002614767-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,No,No,Non flood zone,Residential park,"€ 695,000695000 €","€ 2,0002000 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,68137 - TUR-22-AGH-0,Antwerp,,,,Yes,,January 1 2023 - 12:00 AM,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141678,,,To be done up,3,2,270m²square meters,55m²square meters,Installed,24m²square meters,5,16m²square meters,15m²square meters,14m²square meters,2,2,Yes,No,360m²square meters,,South,,537 kWh/m²kilowatt hour per square meters,F,20220530-00026100553-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 385,000385000 €","€ 1,0081008 €",No,Prins Boudewijnlaan 122 2610- Wilrijk,,6003 - TK2205-19,Antwerp,,8 m,11 mmeters,Yes,,,,1,,,,,,,,,,,,,,,140m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139395,,,Good,,,112m²square meters,,Semi equipped,11m²square meters,3,20m²square meters,12m²square meters,9m²square meters,1,1,,No,1m²square meter,,,10m²square meters,233 kWh/m²kilowatt hour per square meters,C,20220419-0002582085-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 287,000287000 €",€ 305305 €,No,Dorp 4A 2820- Bonheiden,http://www.cm-vastgoed.be,4542 - 1107,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139271,,,Good,3,2,168m²square meters,,Hyper equipped,,6,,,,2,3,,No,279m²square meters,,,,234 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 459,000459000 €",,No,Amsterdamstraat 15 bus202 2000- Antwerpen,,497 - 1461,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089631,,,Good,2,,81m²square meters,30m²square meters,,,2,16m²square meters,7m²square meters,,1,1,,No,36m²square meters,,,,237 kWh/m²kilowatt hour per square meters,C,20200831-0002309412-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 224,900224900 €",,No,Prins Boudewijnlaan 122 2610- Wilrijk,,5721 - TK2206-16,Antwerp,,5 m,5 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148111,,,Good,2,1,156m²square meters,,Hyper equipped,,4,,,,1,1,,No,125m²square meters,,,,203 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 309,000309000 €",,No,Amsterdamstraat 15 bus202 2000- Antwerpen,,500 - 1446,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877559,,,Good,4,10,284m²square meters,,Installed,,3,,,,1,3,,No,20000m²square meters,Yes,North West,,260 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,Area of landscape interest,"€ 850,000850000 €","€ 1,4901490 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,55002 - TUR-21-SSC-0,Antwerp,,,100 mmeters,,"Yes, conform",,,2,Countryside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074633,,,Good,2,,450m²square meters,,Installed,,8,,,,4,,Yes,No,103m²square meters,Yes,South,,253 kWh/m²kilowatt hour per square meters,C,20220820-0002654229-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,,Non flood zone,,"€ 1,080,0001080000 €","€ 1,2291229 €",Yes,Mariakerksesteenweg 80 9031- Drongen,http://www.immohippodroom.be,1247 - 291594,Antwerp,,6 m,6 mmeters,Yes,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143559,,,Good,4,,,,Hyper equipped,,5,,,,3,,,No,235m²square meters,,,16m²square meters,214 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 695,000695000 €","€ 1,3061306 €",No,Lambrechtshoekenlaan 183 2170- Merksem,http://www.dewaele.com,D2170-22033,Antwerp,,,,,,,,,Urban,,,,,,,,,,,,,,79m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110572,,,Good,,1,277m²square meters,,Installed,,4,,,,,2,Yes,No,943m²square meters,Yes,North East,,371 kWh/m²kilowatt hour per square meters,D,20220630-0002632893-RES-2,Not specified,Not specified,No,Gas,Yes,Yes,No,No,,Recognized flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €","€ 1,4991499 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,August 1 2022 - 12:00 AM,,1,,,No,,,,,,,,,,,Connected,,East,,,,,,,,,,,,,No,,,,,,,,Yes,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104060,,,Good,,1,199m²square meters,38m²square meters,Installed,10m²square meters,2,15m²square meters,11m²square meters,,,2,,No,787m²square meters,Yes,South West,,255 kWh/m²kilowatt hour per square meters,C,2657648,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €","€ 1,3531353 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,May 1 2023 - 12:00 AM,,,,,No,,,,,,,,,,,Connected,,South West,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092224,,,As new,,,184m²square meters,20m²square meters,Installed,14m²square meters,3,20m²square meters,13m²square meters,12m²square meters,1,2,,No,112m²square meters,,North West,,328 kWh/m²kilowatt hour per square meters,D,20220704-0002635039-RES-1,Not specified,Not specified,No,,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",€ 892892 €,No,Prins Boudewijnlaan 122 2610- Wilrijk,,5903 - TK2206-21,Antwerp,,,4.5 mmeters,Yes,,,,1,,,,,,,27m²square meters,,,,,,,,38m²square meters,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883431,,,Good,,1,190m²square meters,33m²square meters,Installed,12m²square meters,3,15m²square meters,10m²square meters,7m²square meters,,1,,No,1230m²square meters,Yes,South West,,325 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,,Yes,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 438,000438000 €","€ 1,1001100 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,April 1 2023 - 12:00 AM,,1,,,No,,,,,,,,,,,Connected,,South West,,,,,,,,,,,,,No,Yes,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113078,,,Good,,1,344m²square meters,,Installed,,3,,,,,3,,No,720m²square meters,,,,213 kWh/m²kilowatt hour per square meters,C,2657682,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 629,000629000 €","€ 1,5191519 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,January 1 2023 - 12:00 AM,,1,,,No,,,,,,,,,,,Connected,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162714,,,To renovate,2,,,,,,2,,,,1,1,,No,,,,,710 kWh/m²kilowatt hour per square meters,F,20221006-0002690872-RES-1,Not specified,Not specified,No,Gas,,,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 179,000179000 €",€ 280280 €,No,Mechelbaan 509 2580- Putte,http://www.immovercammen.be,4929 - KALVERENSTRAA,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154537,,,Just renovated,2,,175m²square meters,,Hyper equipped,,2,,,,1,2,Yes,No,,,,48m²square meters,371 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 649,000649000 €",,No,Amsterdamstraat 15 bus202 2000- Antwerpen,,504 - 1482,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992031,,,Just renovated,,,140m²square meters,,Installed,,4,,,,1,2,Yes,No,,,,9m²square meters,171 kWh/m²kilowatt hour per square meters,B,20220624-0002629195-RES-1,Not specified,Not specified,No,Gas,,,,,,Non flood zone,,"€ 399,000399000 €",€ 391391 €,No,Amsterdamstraat 25 2000- Antwerpen,http://www.dvarealestate.be,104 - 93363891,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832625,,,As new,,1,239m²square meters,,Hyper equipped,,3,18m²square meters,10m²square meters,14m²square meters,,2,,No,1689m²square meters,,,,292 kWh/m²kilowatt hour per square meters,C,2571639,Not specified,Not specified,,Fuel oil,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 645,000645000 €",,No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,December 1 2022 - 12:00 AM,,,,,No,,,,,,,,,,,Connected,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927008,,,As new,2,,150m²square meters,40m²square meters,Installed,10m²square meters,3,18m²square meters,16m²square meters,14m²square meters,2,2,,No,60m²square meters,,,,598 kWh/m²kilowatt hour per square meters,F,20211202-0002503453-RES-1,Not specified,Not specified,No,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",,No,Prins Boudewijnlaan 122 2610- Wilrijk,,5621 - TK2110-24b,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554270,,,As new,,1,730m²square meters,,Hyper equipped,,4,,,,,4,Yes,No,1800m²square meters,,,,203 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,Yes,Yes,,,No,,,"€ 1,985,0001985000 €","€ 2,4282428 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,October 6 2021 - 12:00 AM,,1,,,Yes,,,,,,,,,,,Connected,,,No,No,,,No,,,,,,Yes,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091059,,,Good,2,,120m²square meters,16m²square meters,Installed,13m²square meters,2,16m²square meters,12m²square meters,,1,2,Yes,,205m²square meters,,,25m²square meters,143 kWh/m²kilowatt hour per square meters,B,2522834,Not specified,Not specified,,Gas,Yes,Yes,,Yes,,,,"€ 390,000390000 €",€ 889889 €,No,,,,Antwerp,,6 m,,Yes,"Yes, conform",January 22 2023 - 12:00 AM,,,,,No,No,,No,,,No,Yes,No,No,No,Connected,75m²square meters,,,,,,,,,,,,,,No,No,No,No,All kind,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106672,,,Good,2,,204m²square meters,34m²square meters,Installed,13m²square meters,4,14m²square meters,12m²square meters,12m²square meters,2,3,,,203m²square meters,,South,18m²square meters,229 kWh/m²kilowatt hour per square meters,C,20220721-0002642913-RES-1,Not specified,Not specified,,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €",€ 498498 €,No,,,,Antwerp,,5 m,5 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,No,No,,No,5m²square meters,,No,No,No,No,No,Connected,150m²square meters,South,,,,,,,,,,,,,No,No,No,No,,15m²square meters,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138536,,,As new,,,138m²square meters,,Installed,,3,7m²square meters,13m²square meters,9m²square meters,1,2,Yes,No,50m²square meters,,,20m²square meters,332 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,,Residential area with cultural historical aesthetic value,"€ 547,000547000 €",€ 443443 €,No,Tavernierkaai 2 b 29 2000- Antwerpen,,spir4531CC,Antwerp,,5 m,5 mmeters,Yes,,,No,,,1,Yes,No,,,,,,No,No,No,No,Not connected,,,No,No,No,No,No,,Yes,No,,,No,,,,,,,,,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10056064,,,Good,2,1,151m²square meters,28m²square meters,,7m²square meters,3,6m²square meters,16m²square meters,12m²square meters,,2,,,289m²square meters,,,,Not specified,Not specified,2650164,385 kg CO₂/m²,Not specified,,Electric,Yes,,,,,Non flood zone,,"€ 325,000325000 €",,No,Jan Van Gentsctraat 5 2000- Antwerpen,http://www.weinvest.be,4639254,Antwerp,,5.7 m,6.2 mmeters,Yes,,,,1,Isolated,,,,,,,,,,,,,Connected,222m²square meters,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,1,67m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076527,,,As new,,1,294m²square meters,40m²square meters,Hyper equipped,18m²square meters,5,22m²square meters,12m²square meters,,,2,Yes,No,,Yes,East,,117 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 599,900599900 €","€ 1,1841184 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,Yes,,December 1 2022 - 12:00 AM,,,,,No,,,,,,,,,,,Connected,,East,No,No,,,No,,,,,,Yes,,No,Yes,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153796,,,Good,4,3,180m²square meters,,,,4,22m²square meters,11m²square meters,10m²square meters,1,2,,,620m²square meters,,,,170 kWh/m²kilowatt hour per square meters,B,Label B / 20220622-0002628266-RES-1,Not specified,Not specified,,Gas,Yes,,,No,No,,,"€ 498,000498000 €",,No,,,,Antwerp,,,24 mmeters,Yes,,,,2,,,Yes,Yes,,Yes,,,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,No,Yes,No,No,All kind,7m²square meters,6m²square meters,,,,,,,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10151984,,,Good,4,2,223m²square meters,51m²square meters,USA installed,20m²square meters,3,12m²square meters,11m²square meters,22m²square meters,2,2,,No,457m²square meters,,,18m²square meters,619 kWh/m²kilowatt hour per square meters,F,20220818-0002657483-RES-1,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 498,000498000 €",,No,Veemarkt 19 2800- Mechelen,http://www.malines-group.be,4937426,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084751,,,To renovate,2,1,127m²square meters,35m²square meters,,9m²square meters,3,22m²square meters,13m²square meters,21m²square meters,1,2,,No,96m²square meters,,,35m²square meters,597 kWh/m²kilowatt hour per square meters,F,20220818-0002657940-RES-1,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 348,000348000 €",€ 421421 €,No,Leopoldstraat 37 2800- Mechelen,http://www.copandi.be,4897241,Antwerp,Mechelen,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094745,,,As new,2,,182m²square meters,61m²square meters,USA hyper equipped,16m²square meters,3,13m²square meters,17m²square meters,9m²square meters,1,2,,No,1365m²square meters,,,,349 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 547,000547000 €",,No,Bredabaan 1026/6 2900- Schoten,http://www.copandi.be,4850369,Antwerp,,,,Yes,,,,,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,Connected,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154279,,,As new,,,187m²square meters,,Installed,,4,,,,1,2,,No,253m²square meters,Yes,North West,,342 kWh/m²kilowatt hour per square meters,D,202206100002574004-RES-1,Not specified,Not specified,,Gas,Yes,Yes,,No,No,,"Living area (residential, urban or rural)","€ 415,000415000 €",,No,Parklaan 25 9100- Sint-Niklaas,http://www.dewoninggalerij.be,Laarstraat 114,Antwerp,,6 m,6 mmeters,Yes,,,No,1,,,No,Yes,,,,,,No,No,No,No,Connected,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10109715,,,To be done up,4,,3970m²square meters,,Semi equipped,,4,,,,1,2,,No,420000m²square meters,,,,669 kWh/m²kilowatt hour per square meters,F,20220912-0002672125-RES-2),Not specified,Not specified,No,Fuel oil,Yes,Yes,,,No,Non flood zone,Farming area,"€ 5,150,0005150000 €","€ 2,7932793 €",No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,541 - V22LON/107kopi,Antwerp,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106317,,,Good,2,,206m²square meters,,,,,,,,1,3,,,155m²square meters,,South West,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,,"€ 539,000539000 €",€ 884884 €,No,,,,Antwerp,,7 m,,Yes,,,,,,,Yes,No,,No,70m²square meters,,No,No,No,No,No,Connected,70m²square meters,,,,,,,,,,,,,,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151987,,,Good,2,,100m²square meters,,USA installed,25m²square meters,2,14m²square meters,20m²square meters,,1,2,,No,126m²square meters,,,21m²square meters,264 kWh/m²kilowatt hour per square meters,C,20220816-0002656715-RES-1,Not specified,Not specified,,,Yes,,,,,Non flood zone,,"€ 340,000340000 €",,No,Veemarkt 19 2800- Mechelen,http://www.malines-group.be,4937583,Antwerp,,,,,,,,,,,,,,,,,,,,,,,32m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10166605,,,Good,2,,245m²square meters,,,,5,,,,2,,Yes,,144m²square meters,,,,243 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 645,000645000 €",,No,Sint-Katelijnevest 24 2000- Antwerpen,http://www.immodome.be,4972895,Antwerp,Antwerpen centrum,,,,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159085,,,Good,1,,,,,,4,,,,2,4,Yes,No,66m²square meters,,,10m²square meters,377 kWh/m²kilowatt hour per square meters,D,20211006-2690291-RES-2,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 369,000369000 €",,No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,,,,,,,,,,,,,,,,,,,Connected,10m²square meters,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155612,,,Good,2,,225m²square meters,,,,4,,,,1,,Yes,No,106m²square meters,,,,381 kWh/m²kilowatt hour per square meters,D,20220930-0002674824-RES-1,Not specified,Not specified,,Gas,Yes,,No,No,No,Non flood zone,Another type of area,"€ 685,000685000 €",€ 647647 €,No,Anselmostraat 42/A 2018- Antwerpen,http://www.era.be/stadsgoed,,Antwerp,,,,Yes,,,,,,,,,,,,,No,,,,,Connected,,,,,,,,,,,,,,,No,No,No,No,,,,Yes,Yes,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080512,,,Good,2,,160m²square meters,25m²square meters,,30m²square meters,3,19m²square meters,19m²square meters,13m²square meters,1,1,,,101m²square meters,,,23m²square meters,358 kWh/m²kilowatt hour per square meters,D,2661073,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 335,000335000 €",,No,Jan Van Gentsctraat 5 2000- Antwerpen,http://www.weinvest.be,4809009,Antwerp,,4 m,5 mmeters,Yes,,,,,Urban,,,,,,24m²square meters,,,,,,,Connected,31m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,69m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158944,,,As new,1,1,,40m²square meters,,18m²square meters,5,22m²square meters,12m²square meters,,1,2,Yes,No,2100m²square meters,,,,117 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 599,900599900 €","€ 1,1841184 €",No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,,,December 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,Yes,,No,Yes,,,,,,,,,,,,Yes,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152476,,,To be done up,3,,,44m²square meters,Installed,7m²square meters,3,13m²square meters,17m²square meters,13m²square meters,2,2,,No,400m²square meters,,,,636 kWh/m²kilowatt hour per square meters,F,20220915-0002675790-RES-1,Not specified,Not specified,,Gas,,,,,,,,"€ 497,000497000 €",,Yes,Leopoldstraat 37 2800- Mechelen,http://www.copandi.be,4906203,Antwerp,Mechelen,,,Yes,,,,,,,,,130m²square meters,,,,,,,,,Connected,200m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,Link to the virtual visit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142779,,,To renovate,,,72m²square meters,,Semi equipped,,2,,,,1,,,No,72m²square meters,,,,432 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",,No,Dorpsstraat 34 Bus 1 2590- Berlaar,http://www.wijns.be,16092022/GRG,Antwerp,,,,Yes,,,No,,,,No,No,,,,,,No,No,No,No,Connected,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161312,,,As new,1,1,,,,,6,,,,4,5,Yes,No,1762m²square meters,,,,182 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,,"€ 1,099,0001099000 €",,No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,,,,,,,,Yes,,,,,,,,,,,Connected,,,,,,,,,,,,,Yes,,No,No,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162771,,,Good,2,,167m²square meters,53m²square meters,,14m²square meters,3,19m²square meters,14m²square meters,10m²square meters,1,1,,,301m²square meters,,,,451 kWh/m²kilowatt hour per square meters,E,20220803-0002649321-RES-2,Not specified,Not specified,,,,,,,,,,"€ 299,000299000 €",€ 607607 €,No,Bredabaan 1026/6 2900- Schoten,http://www.copandi.be,4971867,Antwerp,Antwerpen,,,,,,,,,,,,,,,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119666,,,As new,3,2,255m²square meters,85m²square meters,Installed,18m²square meters,3,20m²square meters,16m²square meters,14m²square meters,2,3,,No,283m²square meters,,,7m²square meters,181 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 599,000Make an offer starting from599000 €",,No,33 Ernest Van Dijckkaai 2000- Antwerpen,http://www.cornelis-partners.be,4903054,Antwerp,,,,Yes,,,,1,Isolated,,,Yes,,,,,,,,,,Connected,90m²square meters,,,,,,,,Yes,,,,,,,,,,,,14m²square meters,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158913,,,Good,1,1,,42m²square meters,,8m²square meters,3,19m²square meters,15m²square meters,7m²square meters,1,2,Yes,No,230m²square meters,,,,226 kWh/m²kilowatt hour per square meters,C,2643803,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 399,000399000 €",,No,"Orteliuskaai, 8 2000- Antwerpen",http://www.reds.be,,Antwerp,,,,,,,,1,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
