,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10157927,,,2006,,2,,,,,200m²square meters,,,Hyper equipped,,3,,,,,,1,,,,No,,127m²square meters,,,,,,74 kWh/m²kilowatt hour per square meters,A,20220830-0002664500-RES-1,977 kg CO₂/m²,Not specified,Gas,Yes,"€ 355,000355000 €",,No,"Vanderkelenstraat, 22 3000- Leuven",http://www.bvm-vastgoed.be,4870013,Flemish Brabant,November 1 2023 - 12:00 AM,,,,,,,,19m²square meters,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082551,,,1958,,,1,,,,310m²square meters,,,Installed,15m²square meters,5,24m²square meters,14m²square meters,12m²square meters,15m²square meters,14m²square meters,2,,Yes,42m²square meters,,,754m²square meters,No,,No,Yes,No,241 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 875,000875000 €","€ 2,2542254 €",No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Populierenlaan2.2022,Flemish Brabant,,,,13m²square meters,,,Connected,600m²square meters,45m²square meters,No,No,Yes,Non flood zone,,South West,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10161045,,,1975,,,,,,,88m²square meters,,,,,2,,,,,,,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 265,000265000 €","€ 1,0881088 €",Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2923 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064734,,,1850,,,,,,,184m²square meters,,,,,3,,,,,,,,,,No,,62m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 395,000395000 €","€ 1,8691869 €",Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2882 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121808,,,2009,To be done up,3,1,,Urban,,255m²square meters,60m²square meters,Yes,Installed,,4,,,,,,2,2,Yes,,No,No,433m²square meters,Yes,Yes,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 480,000480000 €","€ 1,6881688 €",No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5570,Flemish Brabant,,,,,,,Connected,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080977,,,1966,,,,,,,215m²square meters,,,,,4,,,,,,,,,,No,,232m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 495,000495000 €","€ 1,4141414 €",Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2892 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121942,,,1938,,,,,,,295m²square meters,,,,,9,,,,,,,,,,No,,271m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 535,000535000 €","€ 1,2071207 €",Yes,Volpestraat 18 1500- Halle,http://www.berth.be,2906 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927836,,,1947,,4,2,,,,238m²square meters,,,Not installed,,4,,,,,,,,,,No,,576m²square meters,,,,,,971 kWh/m²kilowatt hour per square meters,F,2569676,Not specified,Not specified,,Yes,"€ 645,000645000 €","€ 2,0102010 €",No,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783213 - 2022/045/S,Flemish Brabant,,,,,,,,,,,,,Recognized flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,Mixed living area (accommodation &amp; economic activities),,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821628,,,1900,,4,,,,,260m²square meters,,,,,4,,,,,,,,,,No,,2532m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 1,575,0001575000 €","€ 2,2432243 €",No,Volpestraat 18 1500- Halle,http://www.berth.be,2795 -,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128715,,,1988,Good,4,2,,,,400m²square meters,74m²square meters,,Installed,26m²square meters,5,25m²square meters,21m²square meters,13m²square meters,14m²square meters,16m²square meters,3,3,Yes,,No,No,3116m²square meters,Yes,,,,,282 kWh/m²kilowatt hour per square meters,C,20220609-0002617276-RES-1,Not specified,Not specified,Gas,Yes,"€ 1,100,0001100000 €",,No,Bondgenotenlaan 33 3000- Leuven,,2055/TK/09/2022,Flemish Brabant,,,,,,,Not connected,,77m²square meters,,,,Non flood zone,,South West,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063270,,,2010,,4,1,4,,,635m²square meters,80m²square meters,,Hyper equipped,,5,24m²square meters,24m²square meters,15m²square meters,27m²square meters,,4,4,Yes,,,Yes,1800m²square meters,No,,,Yes,,200 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,"€ 3,500,0003500000 €",,No,Avenue Louise 251 1050- Bruxelles,http://www.sothebysrealty.be/en/,4812004,Flemish Brabant,June 30 2022 - 12:00 AM,,,,Yes,,Connected,,,,Yes,,Non flood zone,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Mixed living area (accommodation &amp; economic activities),,,,689m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
9779903,,,1976,Good,4,1,6,,,750m²square meters,,,Hyper equipped,,6,30m²square meters,20m²square meters,20m²square meters,20m²square meters,20m²square meters,5,,Yes,,No,Yes,20000m²square meters,Yes,,No,Yes,Yes,291 kWh/m²kilowatt hour per square meters,C,20121231-0001281342-00000008-3,Not specified,Not specified,Gas,Yes,"€ 4,950,0004950000 €","€ 13,17313173 €",No,Avenue Legrand 30 1050- Ixelles,http://www.james-realty.com,4676781,Flemish Brabant,,,,30m²square meters,Yes,,Connected,20000m²square meters,100m²square meters,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,750m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10141459,,,1963,,3,1,2,,,132m²square meters,,,Installed,,3,,,,,,1,1,No,,No,No,500m²square meters,Yes,,,,,779 kWh/m²kilowatt hour per square meters,F,20220914-0002674836,Not specified,Not specified,,No,"€ 340,000340000 €",,No,Tervuursevest 11 3000- Leuven,http://www.immo3000.be,2022_LIN189,Flemish Brabant,,7 m,,,,10 mmeters,Connected,,,,,,Non flood zone,,North,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,55m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10131750,,,1957,,2,,,,,170m²square meters,16m²square meters,Yes,,7m²square meters,3,21m²square meters,15m²square meters,8m²square meters,,,1,1,No,21m²square meters,No,No,479m²square meters,No,,No,No,No,407 kWh/m²kilowatt hour per square meters,E,20220923-0002681310-RES-1,Not specified,Not specified,,No,"€ 239,000239000 €",€ 605605 €,No,Menegaard 24 3300- Tienen,http://www.ltcvastgoedadvies.be,A18929/JSK/MC,Flemish Brabant,,8 m,,,,8 mmeters,Not connected,232m²square meters,56m²square meters,No,No,Yes,Possible flood zone,,South,,,,,,,,,,,,,,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,71m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10120672,,,1933,As new,,,,,,165m²square meters,39m²square meters,,,20m²square meters,3,14m²square meters,12m²square meters,32m²square meters,,,2,,No,9m²square meters,,,278m²square meters,Yes,,No,No,No,397 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 302,000302000 €",€ 416416 €,No,Hasseltsestraat 66 3290- Diest,http://www.immoarnauts.be,Postbaan 6C,Flemish Brabant,,6 m,,,,,Connected,,,No,No,Yes,Non flood zone,,,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,No,116m²square meters,,No,,,,,,,,,,,,,,,,,,,,,,,,
10071799,,,1958,To renovate,4,1,5,,,188m²square meters,,,,,3,,,,,,1,,,,No,,500m²square meters,,Yes,,,,610 kWh/m²kilowatt hour per square meters,F,2659582,Not specified,Not specified,Fuel oil,,"€ 365,000365000 €",,No,Aarschotsesteenweg 201A 3111- Wezemaal,http://www.sophimo.be,4891105,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132190,,,1960,As new,,1,1,Urban,,130m²square meters,,Yes,,,3,,,,,,1,1,No,,,,138m²square meters,Yes,,,,,323 kWh/m²kilowatt hour per square meters,D,0002654383,Not specified,Not specified,Gas,Yes,"€ 395,000395000 €","€ 1,2321232 €",No,Brusselsestraat 140 3000- Leuven,http://www.immoconfident.be,K_Pakenstraat 49_Hev,Flemish Brabant,,,,,,,Connected,,,,,,,,South East,,Yes,No,,,Yes,No,No,No,No,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10009035,,,2000,Good,4,,,Countryside,,259m²square meters,49m²square meters,,Installed,13m²square meters,4,,,,,,1,2,Yes,,No,Yes,797m²square meters,No,Yes,No,Yes,No,244 kWh/m²kilowatt hour per square meters,C,2602715,Not specified,Not specified,,Yes,"€ 579,000579000 €","€ 2,2902290 €",No,Basiliekstraat 136 1500- Halle,http://www.century21.be/prodomo-halle,5485,Flemish Brabant,April 1 2023 - 12:00 AM,,1,,,,Connected,,,No,Yes,Yes,Non flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,,,Villa,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047550,,,1899,Good,2,,,,,253m²square meters,,,,,3,,,,,,2,,,,No,No,160m²square meters,Yes,,,,,Not specified,Not specified,20220803-0002650039-RES-1,Not specified,Not specified,Gas,Yes,"€ 545,000545000 €","€ 1,3711371 €",No,Tervuursevest 356 3000- Leuven,http://www.era.be\vandendries,,Flemish Brabant,,6 m,,,,6 mmeters,Connected,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136710,,,2004,,4,2,5,,,195m²square meters,36m²square meters,,,,4,12m²square meters,12m²square meters,27m²square meters,22m²square meters,,2,2,No,,No,No,588m²square meters,Yes,,,,,158 kWh/m²kilowatt hour per square meters,B,20200320-0002262163-RES-1,Not specified,Not specified,,Yes,"€ 550,000550000 €","€ 1,6501650 €",No,Menegaard 24 3300- Tienen,http://www.ltcvastgoedadvies.be,A19005/JSK/DS,Flemish Brabant,,9 m,,,,15 mmeters,Connected,125m²square meters,48m²square meters,,,,Non flood zone,,East,,,,,,,,,,,,,,,,,,,,,,,Villa,No,No,"Living area (residential, urban or rural)",,,Yes,135m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
9490845,,,1973,Good,4,10,10,,,261m²square meters,,,Installed,,4,,,,,,1,3,No,,No,No,,No,,,,,612 kWh/m²kilowatt hour per square meters,F,20201202-0002343076-RES-1,Not specified,Not specified,Electric,Yes,"€ 650,000650000 €","€ 3,6933693 €",No,Tervuursevest 11 3000- Leuven,http://www.immo3000.be,2021_KUM016,Flemish Brabant,,40 m,,,,58 mmeters,Connected,500m²square meters,,,,,Non flood zone,,West,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094114,,,1950,,,1,2,Countryside,,280m²square meters,,Yes,Installed,,4,,,,,,2,4,Yes,,,,712m²square meters,Yes,Yes,,,,127 kWh/m²kilowatt hour per square meters,B,20220823-0002660693-RES-1,Not specified,Not specified,Gas,Yes,"€ 845,000845000 €","€ 1,2441244 €",No,Brusselsestraat 140 3000- Leuven,http://www.immoconfident.be,K_Kerkstraat 10_Haas,Flemish Brabant,August 1 2023 - 12:00 AM,,,,,,Not connected,,,,,,,,,,Yes,Yes,Yes,,,No,No,No,No,,,,,,,,,,,,,All kind,No,,"Living area (residential, urban or rural)",,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9933475,,,1974,,,1,,,,305m²square meters,,,Hyper equipped,40m²square meters,5,30m²square meters,11m²square meters,11m²square meters,13m²square meters,23m²square meters,2,3,Yes,12m²square meters,No,,2040m²square meters,No,,No,Yes,No,270 kWh/m²kilowatt hour per square meters,C,20211017-0002478607-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 849,000849000 €","€ 2,8562856 €",No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Aarschotsesteenweg 3,Flemish Brabant,,,,11m²square meters,,,Not connected,600m²square meters,80m²square meters,No,No,Yes,Non flood zone,,South West,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10013075,,,2012,,4,1,2,,Link to the virtual visit,550m²square meters,80m²square meters,Yes,USA hyper equipped,24m²square meters,5,32m²square meters,22m²square meters,19m²square meters,18m²square meters,18m²square meters,5,6,Yes,,No,,1940m²square meters,Yes,,No,Yes,Yes,141 kWh/m²kilowatt hour per square meters,B,20120320-0001071538,Not specified,Not specified,,Yes,"€ 2,690,0002690000 €",,No,Avenue Louise 251 1050- Bruxelles,http://www.sothebysrealty.be/en/,4842538,Flemish Brabant,,15 m,4,14m²square meters,,25 mmeters,,1640m²square meters,90m²square meters,No,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,
9950722,,,2022,,3,1,1,,,210m²square meters,,Yes,,,4,,,,,,1,2,No,,No,No,563m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 425,000425000 €",,No,,,,Flemish Brabant,,7 m,,,Yes,10 mmeters,,1m²square meter,1m²square meter,No,No,Yes,,,,,Yes,No,Yes,No,,No,No,No,No,,,No,No,Yes,No,No,Yes,Yes,No,Yes,No,All kind,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
10161714,,,1938,,,,,,,105m²square meters,,,,,2,16m²square meters,11m²square meters,,,,1,,No,14m²square meters,,,100m²square meters,No,,No,No,No,289 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Yes,"€ 325,000325000 €",€ 520520 €,No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Hertogstraat144.2022,Flemish Brabant,,,,,,,Not connected,60m²square meters,14m²square meters,No,No,Yes,Non flood zone,,South West,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10112872,,,1977,,4,,,,,175m²square meters,34m²square meters,,,18m²square meters,3,,,,,,1,,,119m²square meters,No,No,960m²square meters,Yes,,,,,522 kWh/m²kilowatt hour per square meters,F,20220907-0002669885-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 340,000340000 €","€ 1,0901090 €",No,Tervuursevest 356 3000- Leuven,http://www.era.be\vandendries,,Flemish Brabant,,13 m,,,,,Connected,,,,,,Possible flood zone,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,No,Farming area,,Yes,No,,,,,,522,,,,,,,,,,,,,,,,,,,,,
10066963,,,1971,,4,1,3,Urban,,187m²square meters,43m²square meters,,Installed,14m²square meters,4,9m²square meters,11m²square meters,9m²square meters,14m²square meters,,2,2,,,No,,1315m²square meters,No,Yes,No,Yes,No,629 kWh/m²kilowatt hour per square meters,F,2656839-RES-1,Not specified,Not specified,Fuel oil,,"€ 549,000549000 €",,No,Galgstraat 83 1600- St-Pieters-Leeuw,http://www.immopicke.be,4866921,Flemish Brabant,,,1,,Yes,,Connected,,,No,,Yes,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Residential park,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141450,,,1978,Good,4,1,,,,229m²square meters,,Yes,,,4,,,,,,1,2,No,,No,Yes,635m²square meters,Yes,Yes,No,No,No,336 kWh/m²kilowatt hour per square meters,D,20220926-0002681902-RES-1,Not specified,Not specified,,Yes,"€ 495,000495000 €","€ 1,1791179 €",No,Minderbroedersstraat 8 1500- Halle,http://www.deimmobiliers.be,TK/2022/0100,Flemish Brabant,,,,,,,Connected,,,No,No,No,Possible flood zone,1,,,Yes,,,,Yes,,,,,,,,,No,,,,,,,,Villa,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159528,,,2021,,3,2,1,,,145m²square meters,30m²square meters,,Installed,,3,,,,,,1,2,,,No,,297m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 445,000445000 €",,No,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783668 - 2021/341c/,Flemish Brabant,October 31 2022 - 12:00 AM,,,,,10.32 mmeters,,175m²square meters,21m²square meters,,,,Non flood zone,,West,No,,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,30,,,,,,,,,,,,,,,,,,,,,
10159997,,,1963,,,,6,,,525m²square meters,,,,14m²square meters,10,25m²square meters,25m²square meters,12m²square meters,18m²square meters,18m²square meters,3,,No,120m²square meters,,,1591m²square meters,Yes,,No,No,Yes,364 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,No,"€ 2,300,0002300000 €","€ 4,7994799 €",No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Koning Leopold III-l,Flemish Brabant,,,,,,,Not connected,,75m²square meters,No,No,No,Non flood zone,,South,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",Yes,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10156053,,,1954,,2,,,,Link to the virtual visit,135m²square meters,,,,,3,,,,,,1,,,,,,135m²square meters,,,,,,449 kWh/m²kilowatt hour per square meters,E,20220828-0002663495-RES-1,Not specified,Not specified,Gas,,,€ 466466 €,No,"Brusselbaan, 160 9320- EREMBODEGEM",,,Flemish Brabant,,,,,Yes,,,,,,,,Possible flood zone,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Kurt ABIELS,,,,Link to online sale,No,nl :vanaf 11/10/2022 tot en met 15/11/2022 en dit op volgende dagen: - iedere dinsdag van 18u-19u - iedere zaterdag van 12u-13u,"€ 129,500129500 €",,,,,,,,,,,,,
10109333,,,1918,To renovate,,2,,,,290m²square meters,,,,15m²square meters,3,13m²square meters,21m²square meters,16m²square meters,,,1,2,Yes,15m²square meters,,,238m²square meters,No,,,,,394 kWh/m²kilowatt hour per square meters,D,20220516-0002604905-RES-1,Not specified,Not specified,,Yes,"€ 335,000335000 €",,No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Arthurputzeyssstraat,Flemish Brabant,,,,30m²square meters,,,Not connected,,,,,,Non flood zone,,,,,No,,,,No,No,No,No,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,No,,40m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
9659772,,,1990,As new,,,,,,206m²square meters,38m²square meters,,,15m²square meters,3,7m²square meters,14m²square meters,9m²square meters,,,1,1,No,,No,,783m²square meters,No,,No,No,No,358 kWh/m²kilowatt hour per square meters,D,202009030002310853RES1,Not specified,Not specified,,No,"€ 355,000355000 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,GRSTWG,Flemish Brabant,,,,,,,Connected,,,No,No,Yes,Non flood zone,,North West,,,No,Yes,,,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10111784,,,1963,As new,,,,,,460m²square meters,,Yes,,,3,,,,,,1,,Yes,,,,592m²square meters,Yes,,,,,264 kWh/m²kilowatt hour per square meters,C,20220914-0002652954-RES-2,Not specified,Not specified,Gas,Yes,"€ 480,000480000 €",,No,Brusselsestraat 43 9660- Brakel,http://www.immo-gosseye.be,Bergstraat 11 - 1570,Flemish Brabant,,10 m,,,,,Connected,,,,,,Non flood zone,,,,Yes,No,,,Yes,No,No,No,No,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10125854,,,1969,To be done up,,1,,,,139m²square meters,,,,,3,,,,,,1,2,No,,No,,693m²square meters,No,Yes,No,No,No,794 kWh/m²kilowatt hour per square meters,F,202202170002548230RES1,Not specified,Not specified,,No,"€ 399,000399000 €",,No,Bondgenotenlaan 15 3000- Leuven,http://www.a-venue.be,DMELLAERTSSTRC,Flemish Brabant,,,,,,,Connected,,,No,No,Yes,Non flood zone,,South,,Yes,No,,,,No,No,No,No,,,No,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10075841,,,1993,,,,,Urban,,390m²square meters,,,,,4,,,,,,2,3,No,,,,300m²square meters,Yes,Yes,No,Yes,No,461 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,Yes,"€ 460,000460000 €","€ 1,8291829 €",No,Edingsesteenweg 91 1755- Gooik,http://www.vastgoeddevospajottenland.be,P/VW351C,Flemish Brabant,,,,,,,Connected,,,No,No,No,,,,,Yes,No,,,Yes,No,No,No,No,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129101,,,1930,To be done up,3,,,,,236m²square meters,,,,34m²square meters,3,,,,,,2,,Yes,,No,No,2320m²square meters,Yes,,,,,Not specified,Not specified,Not specified,259 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 549,000549000 €","€ 1,5001500 €",No,Rue Archimède 171000- Bruxelles ville,http://era.be/chatelain,,Flemish Brabant,,,,10m²square meters,,,Connected,,44m²square meters,,,,Non flood zone,,,,,,,Yes,Yes,,,,,,,,,,,,,No,No,No,No,,No,No,Natural area,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057369,,,1957,,,1,,,,150m²square meters,,,Installed,5m²square meters,2,16m²square meters,12m²square meters,,,,1,,No,10m²square meters,,,600m²square meters,No,,No,No,No,328 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 498,000498000 €",€ 731731 €,No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,HenricusBosmanslaan1,Flemish Brabant,February 1 2023 - 12:00 AM,,,,,,Not connected,500m²square meters,32m²square meters,No,No,Yes,Non flood zone,,South East,,,No,Yes,,,No,No,No,No,,,No,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,45m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10000920,,,1964,,,2,,,,260m²square meters,,,Installed,12m²square meters,4,14m²square meters,20m²square meters,18m²square meters,16m²square meters,,2,,No,58m²square meters,,,3422m²square meters,No,,No,No,No,372 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 1,200,0001200000 €","€ 2,1232123 €",No,Jan Stasstraat 3 3000- Leuven,http://www.immojanstas.be,Predikherenberg61.20,Flemish Brabant,November 1 2022 - 12:00 AM,,,,,,Not connected,,20m²square meters,No,No,Yes,Non flood zone,,,,,No,Yes,,,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",,Yes,,,50m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
8840139,,,1996,,4,2,2,,Link to the virtual visit,480m²square meters,94m²square meters,Yes,Hyper equipped,,5,60m²square meters,23m²square meters,21m²square meters,17m²square meters,20m²square meters,4,6,Yes,,No,,1792m²square meters,,,No,Yes,,198 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Yes,"€ 2,490,0002490000 €",,No,Chaussée de Waterloo 1382 1180- Uccle,http://www.victoire.be/,4092511,Flemish Brabant,,,,,Yes,,,,25m²square meters,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104325,,,2022,As new,3,,,,,200m²square meters,45m²square meters,,Installed,26m²square meters,4,,,,,,1,2,No,,No,No,394m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 429,750429750 €",,No,Veldonkstraat 5 3120- Tremelo,http://www.immomarina.com,T1430,Flemish Brabant,,8 m,,,,11 mmeters,Connected,157m²square meters,,,,,Non flood zone,,South East,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,120m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
