,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
10156598,10156598,house,house,199000,forsale,2845,xl,installed,,good,gas,342,3,86,,true,,true,,,,,,Antwerp
10120364,10120364,house,house,239000,forsale,2020,xl,installed,,asnew,gas,425,2,90,,true,18,,,,,,,Antwerp
10131230,10131230,house,house,359000,forsale,2960,xl,installed,1982,,gas,232,3,250,,true,40,true,,,1,3,,Antwerp
10134769,10134769,house,house,399000,forsale,2223,xl,semiequipped,1981,good,fueloil,543,4,1315,,true,,true,true,,4,5,,Antwerp
9999317,9999317,house,apartmentblock,369000,forsale,2880,xl,installed,1958,good,gas,241,5,256,,,,true,,,2,,,Antwerp
9984927,9984927,house,house,399000,forsale,2580,xl,semiequipped,1994,good,gas,274,3,856,,true,,true,true,,4,1,,Antwerp
9825280,9825280,house,house,415000,forsale,2830,xl,installed,1977,,gas,130,4,405,,true,213,,true,,2,2,,Antwerp
10093625,10093625,house,house,495000,forsale,2800,xl,installed,2000,asnew,gas,217,3,0,,,40,true,,,4,,,Antwerp
9447983,9447983,house,mixedusebuilding,460000,forsale,2830,xl,installed,1918,,gas,244,3,243,,true,50,true,,,1,,,Antwerp
10064265,10064265,house,house,539000,forsale,2460,xl,installed,2007,good,gas,350,4,537,,,,true,,,1,,,Antwerp
9447982,9447982,house,mansion,460000,forsale,2830,xl,installed,1918,,gas,244,3,243,,true,50,true,,,1,,,Antwerp
9987496,9987496,house,apartmentblock,750000,forsale,2570,xl,semiequipped,1993,good,gas,226,9,180,,,,true,true,,4,,,Antwerp
10089260,10089260,house,villa,699000,forsale,2960,xl,installed,2016,asnew,,90,2,988,,true,844,true,,true,1,2,,Antwerp
10122143,10122143,house,house,998000,forsale,2811,xl,hyperequipped,2017,good,,77,3,3100,,,,true,true,,4,6,,Antwerp
9965219,9965219,house,house,965000,forsale,2000,xl,installed,,justrenovated,gas,282,4,107,true,true,40,true,true,,,3,,Antwerp
10137811,10137811,house,villa,1195000,forsale,2460,xl,hyperequipped,2014,asnew,,129,3,1517,,,,true,,,1,1,,Antwerp
10100390,10100390,house,exceptionalproperty,940000,forsale,2018,xl,hyperequipped,1929,asnew,gas,223,6,75,,true,,true,,,,,,Antwerp
10162924,10162924,house,house,468000,forsale,2870,xl,installed,2022,,,,3,294,,,,,,,,2,1,Antwerp
10137397,10137397,house,house,342500,forsale,2250,xl,installed,2021,,gas,,3,269,,,,true,,,1,,1,Antwerp
10143956,10143956,house,house,239000,forsale,2620,xl,installed,,good,gas,396,2,155,,true,70,,,,,,,Antwerp
10155441,10155441,house,house,660000,forsale,2930,xl,installed,1998,asnew,gas,190,3,660,,,,,,,1,2,,Antwerp
10080676,10080676,house,house,549000,forsale,2547,xl,,1999,asnew,gas,185,4,320,true,,170,,,,,,,Antwerp
10120351,10120351,house,house,394500,forsale,2660,xl,,1930,asnew,,172,4,130,,true,50,,true,,,,,Antwerp
10166606,10166606,house,exceptionalproperty,1330000,forsale,2018,xl,usahyperequipped,1900,asnew,,131,4,205,,true,94,,true,,,,,Antwerp
10049887,10049887,house,exceptionalproperty,1475000,forsale,2812,xl,,1956,good,gas,994,10,4827,,true,,,,,2,15,,Antwerp
10125492,10125492,house,house,485000,forsale,2980,xl,installed,1963,tobedoneup,,946,3,1406,,,1128,true,true,,,,,Antwerp
9510195,9510195,house,exceptionalproperty,2950000,forsale,2000,xl,installed,,asnew,gas,665,7,696,,true,200,true,,,1,2,,Antwerp
10143957,10143957,house,house,325000,forsale,2660,xl,installed,,asnew,gas,219,3,275,,,180,,,,,,,Antwerp
10143955,10143955,house,house,350000,forsale,2020,xl,installed,,good,,289,5,115,,true,51,,,,,,,Antwerp
10057045,10057045,house,house,210000,forsale,2223,xl,semiequipped,1947,,fueloil,766,2,896,,,,,,,1,2,,Antwerp
10146399,10146399,house,house,549000,forsale,2811,xl,installed,,good,gas,46,3,255,,,,,,,1,1,,Antwerp
10149822,10149822,house,house,270000,forsale,2860,xl,semiequipped,,good,gas,459,2,411,,true,,true,true,,,3,,Antwerp
10135492,10135492,house,house,220000,forsale,2660,xl,installed,,tobedoneup,gas,353,2,225,,,145,,,,,,,Antwerp
10086590,10086590,house,countrycottage,550000,forsale,2390,xl,usainstalled,1993,asnew,gas,133,4,840,,,840,true,true,,1,3,,Antwerp
10085717,10085717,house,house,235000,forsale,2830,xl,installed,,good,gas,703,3,75,,true,,true,,,,,,Antwerp
10120356,10120356,house,house,245000,forsale,2020,xl,,,tobedoneup,gas,535,3,103,,true,,,,,,,,Antwerp
10106923,10106923,house,house,249000,forsale,2880,xl,installed,1978,torenovate,gas,348,4,245,,,,true,,,1,,,Antwerp
10113725,10113725,house,apartmentblock,295000,forsale,2800,xl,semiequipped,,torenovate,gas,519,3,141,,true,20,,,,,,,Antwerp
10119164,10119164,house,house,297000,forsale,2880,xl,semiequipped,1950,good,gas,476,2,0,,,40,true,,,,,,Antwerp
10056587,10056587,house,house,315000,forsale,2870,xl,installed,1918,good,gas,145,2,214,,true,,true,,,1,,,Antwerp
10113722,10113722,house,house,295000,forsale,2800,xl,semiequipped,,torenovate,gas,519,2,141,,true,20,,,,,,,Antwerp
10006979,10006979,house,house,259000,forsale,2830,xl,installed,,good,gas,177,2,149,,true,,,,,1,1,,Antwerp
10130923,10130923,house,house,429000,forsale,2100,xl,installed,2019,good,gas,83,3,0,,,75,true,,,1,,,Antwerp
10115829,10115829,house,house,435000,forsale,2860,xl,,1950,good,gas,362,2,769,,,,true,true,,8,3,,Antwerp
9975917,9975917,house,house,339000,forsale,2801,xl,installed,,good,gas,341,3,201,,,141,,,,,1,,Antwerp
10127490,10127490,house,house,419000,forsale,2220,xl,semiequipped,1961,,gas,406,2,235,,true,,true,,,,,,Antwerp
9941960,9941960,house,house,480000,forsale,2520,xl,installed,,justrenovated,gas,94,3,425,,true,,true,true,,,2,,Antwerp
9974363,9974363,house,house,329000,forsale,2890,xl,installed,1982,good,gas,276,4,200,,true,,,,,3,,,Antwerp
10037338,10037338,house,villa,539000,forsale,2830,xl,installed,1985,good,gas,269,3,750,,true,12,true,,,4,2,,Antwerp
10130966,10130966,house,exceptionalproperty,555000,forsale,2800,xl,installed,,justrenovated,gas,244,3,140,,,75,true,,,1,,,Antwerp
